OPC-N2 FirmwareVer=OPC-018.1..............................BD
OPC-N2 176430713                                            
Config info:
GSC,1.000
LaserDAC,215
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
395,131,47,8,0,2,0,0,1,0,0,0,0,0,0,0,14,21,27,0,5.095,1.387,37.088,44.230,47.500
421,150,48,5,2,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,5.013,1.383,40.887,48.041,48.147
377,149,33,3,1,0,1,0,0,0,0,0,0,0,0,0,15,22,0,0,4.973,1.387,36.964,42.944,43.258
437,149,29,8,0,0,0,0,1,0,0,0,1,0,0,0,16,19,0,0,4.793,1.387,41.330,47.620,104.384
418,163,44,9,1,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,4.862,1.387,42.739,50.175,50.284
410,148,55,4,1,0,1,0,0,0,0,0,0,0,0,0,15,19,0,0,4.897,1.387,41.688,49.557,49.907
406,156,46,6,0,2,1,0,0,0,0,0,0,0,0,0,16,19,22,0,4.757,1.387,42.495,50.331,50.760
385,163,47,8,2,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,4.844,1.387,41.445,49.343,49.713
395,146,40,8,0,0,0,0,1,0,0,0,0,0,0,0,15,23,0,0,4.888,1.383,39.334,46.239,49.568
415,133,41,4,2,0,1,1,0,1,0,0,0,0,0,0,16,19,0,29,4.753,1.387,40.239,47.524,57.443
384,157,54,5,0,0,0,1,0,0,0,0,0,0,0,0,14,19,0,25,5.005,1.387,40.144,47.879,48.928
370,138,35,12,0,0,1,0,0,0,0,0,0,0,0,0,16,20,0,0,4.808,1.387,37.357,44.030,44.379
388,155,48,9,2,0,0,1,0,0,0,0,0,0,0,0,15,21,0,29,4.870,1.387,40.791,48.684,49.790
370,164,53,5,1,0,0,0,0,0,0,0,1,0,0,0,15,20,0,0,4.901,1.387,40.787,48.552,100.867
422,142,49,7,0,3,3,0,0,0,0,0,0,0,0,0,15,21,24,0,4.917,1.383,41.198,49.482,50.439
405,167,35,9,0,1,0,0,0,0,0,0,0,0,0,0,15,19,21,0,4.925,1.387,40.859,47.602,47.728
376,164,51,6,0,0,1,0,0,0,0,0,0,0,0,0,15,21,0,0,4.929,1.387,40.670,48.439,48.779
422,153,40,8,0,1,0,1,0,0,0,0,0,0,0,0,15,20,23,35,4.931,1.387,40.959,48.056,49.154
448,135,43,9,2,1,1,0,0,0,0,0,0,0,0,0,15,20,21,0,4.932,1.387,41.120,48.406,48.807
433,148,42,13,2,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,4.933,1.387,41.505,48.809,48.938
375,148,39,8,0,2,1,0,0,0,0,0,0,0,0,0,15,18,22,0,4.933,1.383,38.008,45.003,45.416
370,152,43,5,3,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,4.933,1.387,38.372,45.277,45.389
408,144,49,4,2,1,0,0,0,0,0,0,0,0,0,0,15,20,21,0,4.933,1.387,40.281,47.552,47.697
382,164,50,6,0,0,0,1,1,0,0,0,0,0,0,0,15,19,0,29,4.933,1.387,40.844,48.822,53.088
401,168,38,6,1,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.933,1.387,40.907,47.634,47.723
349,141,40,4,2,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,4.933,1.387,35.871,42.185,42.278
438,147,42,11,2,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,5.103,1.387,40.212,47.135,47.252
372,166,42,7,1,1,0,0,0,0,0,0,0,0,0,0,14,22,25,0,5.193,1.383,37.791,44.605,44.736
359,137,55,5,0,1,0,0,0,0,0,0,0,0,0,0,15,20,23,0,5.060,1.387,36.767,44.023,44.154
409,162,48,7,0,0,2,0,0,0,0,0,0,0,0,0,15,20,0,0,4.996,1.387,41.392,49.138,49.715
392,158,50,4,1,1,1,0,0,0,0,0,0,0,0,0,15,18,25,0,4.964,1.387,40.538,48.185,48.564
384,174,49,3,2,2,0,0,0,0,0,0,0,0,0,0,15,29,26,0,4.949,1.387,41.576,49.340,49.523
388,161,47,5,1,2,1,0,1,0,0,0,0,0,0,0,14,20,24,0,5.112,1.387,39.158,46.846,50.345
415,157,44,5,2,1,1,0,0,0,0,0,1,0,0,0,15,21,27,0,5.021,1.383,40.720,48.034,99.535
430,133,49,6,1,3,0,0,1,1,0,0,0,0,0,0,15,23,23,0,4.977,1.387,40.185,47.998,59.570
425,145,48,5,0,0,1,1,0,1,1,0,0,0,0,0,15,21,0,35,4.955,1.387,40.983,48.701,73.636
410,152,48,3,1,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,4.944,1.387,40.858,48.119,48.453
411,135,49,8,2,1,0,0,0,0,0,0,0,0,0,0,15,19,23,0,4.939,1.387,39.724,47.110,47.269
398,140,39,5,0,0,0,0,0,1,0,0,0,0,0,0,15,20,0,0,4.936,1.387,38.249,44.625,52.942
411,135,42,5,2,2,0,0,0,0,0,0,0,0,0,0,17,19,17,0,4.626,1.350,42.608,50.046,50.243
389,140,38,11,1,0,1,1,0,1,0,0,0,0,0,0,16,21,0,53,4.626,1.387,40.437,48.163,58.367
395,125,48,6,0,0,1,1,0,0,0,0,0,0,0,0,16,22,0,31,4.625,1.387,40.312,47.968,49.359
408,152,41,9,1,1,0,0,1,0,0,0,0,0,0,0,16,21,23,0,4.625,1.387,42.961,50.745,54.313
425,154,39,9,2,2,0,1,0,0,0,0,0,0,0,0,15,21,24,27,4.774,1.387,42.548,50.198,51.399
402,130,40,7,1,1,1,0,0,1,0,0,0,0,0,0,16,21,23,0,4.698,1.387,39.689,46.906,55.964
394,173,42,4,0,0,0,0,1,0,0,0,0,0,0,0,15,20,0,0,4.813,1.387,42.379,49.708,53.069
361,153,50,7,0,0,0,0,0,1,0,0,0,0,0,0,15,20,0,0,4.872,1.383,39.353,46.975,55.445
395,137,52,7,4,1,0,0,0,0,0,0,0,0,0,0,15,20,9,0,4.903,1.387,39.677,47.459,47.641
404,159,53,5,1,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,4.918,1.387,42.003,49.695,49.799
372,143,49,4,2,0,1,1,0,0,0,0,0,0,0,0,15,20,0,33,4.926,1.387,38.333,45.890,47.212
416,152,34,9,1,0,0,0,1,1,0,0,0,0,0,0,15,18,0,0,4.929,1.387,39.950,46.783,58.336
429,140,48,6,1,1,0,0,0,1,0,0,0,0,0,0,15,20,27,0,4.931,1.387,40.993,48.391,56.782
405,158,58,7,1,0,0,0,1,0,0,0,0,0,0,0,15,19,0,0,4.932,1.383,42.586,51.041,54.370
371,164,38,5,1,0,1,0,0,0,0,0,0,0,0,0,15,19,0,0,4.933,1.387,38.925,45.703,46.034
394,163,55,5,2,0,0,0,0,1,0,0,1,0,0,0,14,21,0,0,5.103,1.387,40.548,48.432,106.660
364,150,43,6,2,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,5.017,1.387,37.257,43.989,44.092
419,146,45,8,1,0,1,0,0,0,0,0,0,0,0,0,15,25,0,0,4.975,1.387,40.375,47.606,47.952
405,147,36,6,0,0,0,1,1,0,0,0,0,0,0,0,15,22,0,51,4.954,1.387,38.815,45.451,49.680
421,149,49,6,0,0,1,0,0,0,0,0,0,0,0,1,15,25,0,0,4.944,1.387,41.364,48.784,90.238
415,157,45,6,2,1,0,0,0,0,1,0,0,0,0,0,15,20,40,0,4.938,1.383,41.528,48.946,64.613
405,150,44,7,0,2,2,0,0,0,0,0,0,0,0,1,15,20,22,0,4.936,1.387,40.185,47.781,89.626
405,170,38,3,3,0,2,0,0,0,0,0,0,0,0,0,15,20,0,0,4.935,1.387,41.238,48.426,49.016
414,157,41,2,0,2,0,0,0,0,0,0,0,0,0,0,15,22,28,0,4.934,1.387,40.793,47.503,47.651
420,155,44,6,2,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,4.934,1.387,41.416,48.503,48.609
403,162,55,9,1,0,2,0,1,0,0,0,0,0,0,0,15,20,0,0,4.933,1.387,42.455,51.302,55.115
414,155,50,9,1,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.933,1.383,41.964,49.638,49.752
385,154,49,5,2,0,0,1,0,0,0,0,0,0,0,0,15,22,0,25,4.933,1.387,39.987,47.569,48.648
400,149,45,7,2,0,2,0,0,0,0,0,0,0,0,0,15,21,0,0,4.933,1.387,39.972,47.529,48.131
374,160,50,4,0,1,2,2,0,0,0,0,0,0,0,0,15,22,23,37,4.933,1.387,40.009,48.349,50.906
403,145,56,4,2,1,1,0,0,0,1,0,0,0,0,0,15,18,39,0,4.933,1.387,40.894,49.025,64.920
407,158,47,5,2,1,1,0,0,0,0,0,0,0,0,0,15,20,25,0,4.933,1.387,41.323,48.962,49.355
378,141,41,8,2,1,0,2,0,0,0,0,0,0,0,0,15,17,27,31,4.933,1.383,37.783,45.129,47.225
380,162,62,9,2,1,1,0,0,0,0,0,0,0,0,0,15,20,23,0,4.933,1.387,42.046,51.122,51.548
398,185,41,7,3,0,2,0,0,0,0,0,0,0,0,0,15,20,0,0,4.933,1.387,42.703,50.620,51.229
418,169,42,8,0,0,0,1,0,0,0,0,0,0,0,0,14,20,0,25,5.103,1.387,40.975,48.100,49.126
416,137,52,6,0,0,1,0,0,0,0,0,0,0,0,0,14,18,0,0,5.193,1.387,38.407,45.495,45.817
388,174,35,3,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,5.060,1.387,39.292,45.427,45.490
394,159,37,8,1,1,0,0,0,0,0,0,0,0,0,0,14,21,25,0,5.170,1.387,37.865,44.311,44.440
418,144,47,6,2,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,5.049,1.383,39.830,46.822,46.929
388,143,51,6,1,0,1,0,0,1,0,0,0,0,0,0,15,18,0,0,4.991,1.387,38.940,46.559,55.055
395,139,51,9,0,2,0,0,0,0,0,0,0,0,0,0,15,19,24,0,4.962,1.387,39.283,46.857,47.041
371,167,30,8,2,0,1,0,0,0,0,0,0,0,0,0,15,18,0,0,4.948,1.387,38.321,44.798,45.139
384,162,49,6,1,2,0,0,0,0,0,0,0,0,0,0,15,20,26,0,4.940,1.387,40.640,48.336,48.519
365,159,30,11,1,1,0,0,1,0,0,0,0,0,0,0,15,20,21,0,4.937,1.387,37.455,44.086,47.423
415,172,48,11,1,0,1,0,0,1,0,0,0,0,0,0,15,20,0,0,4.935,1.383,43.403,51.745,60.379
424,141,45,8,1,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,5.104,1.387,39.169,45.927,46.027
414,165,46,6,2,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,5.017,1.387,41.516,48.786,48.893
373,140,54,10,1,0,1,1,0,0,0,0,0,0,0,0,15,20,0,25,4.975,1.387,38.468,46.593,47.919
433,139,39,6,0,1,2,0,0,0,0,0,0,0,0,0,15,19,25,0,4.954,1.387,39.929,46.783,47.390
391,162,40,7,1,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,4.944,1.387,40.010,47.056,47.395
417,150,53,4,1,3,1,0,1,0,0,0,0,0,0,0,14,20,25,0,5.109,1.383,40.432,48.522,52.074
409,159,46,5,0,2,0,0,0,0,0,0,0,0,0,0,15,22,32,0,5.020,1.387,40.665,47.857,48.019
428,151,37,9,1,1,0,0,0,0,0,0,0,0,0,0,14,21,41,0,5.149,1.387,39.094,45.554,45.687
407,163,50,9,1,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,5.039,1.387,41.322,49.154,49.506
432,165,47,3,1,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,4.986,1.387,42.716,49.856,49.945
364,146,41,10,2,0,2,0,0,0,0,0,0,0,0,0,15,19,0,0,4.959,1.387,37.250,44.557,45.160
378,165,43,8,0,0,0,1,0,0,0,0,0,0,0,0,15,21,0,29,4.946,1.387,39.910,47.213,48.272
406,148,44,2,2,3,0,0,0,0,0,0,0,0,0,0,15,20,28,0,4.940,1.383,39.998,47.088,47.301
374,160,33,7,1,0,1,1,0,0,0,0,0,0,0,0,15,19,0,29,4.937,1.387,38.211,44.922,46.222
361,159,44,9,1,0,0,1,0,0,0,0,0,0,0,0,15,18,0,25,4.935,1.360,39.482,47.052,48.149
412,189,29,8,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,5.104,1.387,41.023,47.252,47.325
445,144,41,3,2,0,0,1,0,0,0,0,0,0,0,0,15,24,0,35,5.017,1.387,40.620,47.272,48.316
403,140,52,14,0,0,2,1,0,0,0,0,0,0,0,0,15,19,0,27,4.975,1.387,39.956,48.380,49.950
420,160,47,11,1,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.954,1.382,42.314,49.952,50.070
417,158,53,8,3,1,2,1,0,1,0,0,0,0,0,0,15,20,29,25,4.944,1.387,42.546,51.580,61.443
436,173,40,6,2,0,0,1,0,0,0,0,0,0,0,0,15,20,0,25,4.939,1.387,43.424,50.764,51.836
402,148,45,10,0,1,1,0,1,1,0,0,0,0,0,0,15,20,27,0,4.936,1.387,40.038,47.957,59.787
406,162,38,7,0,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,4.935,1.387,40.644,47.490,47.817
392,143,34,6,0,0,2,0,1,0,0,0,0,0,0,0,16,21,0,0,4.775,1.387,38.963,45.815,49.705
399,151,51,7,3,1,0,0,0,0,0,0,0,0,0,0,15,23,23,0,4.853,1.382,41.608,49.573,49.746
409,160,44,9,0,1,1,0,0,0,0,0,0,0,0,0,15,22,41,0,4.893,1.387,41.714,49.318,49.703
385,158,48,6,0,0,0,0,0,1,0,0,0,0,0,0,16,21,0,0,4.755,1.387,41.746,49.430,58.080
383,165,41,6,0,0,0,1,0,0,0,0,0,0,0,0,15,19,0,31,4.843,1.387,40.737,47.913,48.985
388,158,37,7,1,1,0,0,0,0,0,0,0,0,0,0,16,21,23,0,4.731,1.387,40.921,47.870,48.007
401,156,48,9,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,4.830,1.387,41.884,49.455,49.558
428,162,47,2,0,0,1,0,0,0,0,0,0,0,0,0,15,19,0,0,4.881,1.387,43.086,50.401,50.724
405,144,26,5,1,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,4.750,1.383,39.143,44.723,44.795
393,175,49,8,0,0,1,1,0,0,0,0,0,0,0,0,15,18,0,35,4.840,1.387,43.200,51.552,52.892
416,129,37,8,1,1,0,0,0,0,0,0,0,0,0,0,15,19,25,0,4.886,1.387,38.513,44.877,45.011
435,159,51,4,0,1,1,0,0,0,0,0,0,0,0,0,17,34,21,0,4.604,1.387,46.356,54.681,55.081
382,145,45,9,1,0,1,2,0,0,0,0,0,0,0,0,16,25,0,35,4.615,1.387,41.375,49.694,52.146
388,169,39,5,1,1,1,0,0,0,0,0,0,0,0,0,16,24,27,0,4.620,1.387,43.145,50.719,51.117
387,176,48,6,0,0,1,1,0,0,0,0,0,0,0,0,16,21,0,29,4.622,1.383,44.928,53.483,54.881
407,141,39,10,1,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,4.773,1.387,40.343,47.204,47.311
404,135,41,9,1,2,0,0,1,0,0,0,0,0,0,0,15,20,32,0,4.852,1.387,39.184,46.448,49.890
395,141,43,4,1,2,0,0,0,0,0,0,0,0,0,0,15,20,32,0,4.892,1.387,38.982,45.830,45.999
368,145,41,6,2,0,0,1,0,0,0,0,0,0,0,0,16,23,0,29,4.755,1.387,38.831,45.954,47.066
353,143,47,7,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,4.842,1.387,37.802,44.852,44.945
363,133,53,9,2,2,0,1,0,0,0,0,0,0,0,0,16,26,24,31,4.731,1.383,39.230,47.635,48.867
379,157,52,9,2,0,0,0,0,0,0,1,0,0,0,0,15,19,0,0,4.830,1.387,41.281,49.367,85.316
387,152,41,8,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,4.881,1.387,39.511,46.307,46.396
406,167,41,9,0,1,1,0,1,0,0,0,0,0,0,0,15,21,25,0,4.907,1.387,41.728,49.449,53.048
426,154,38,8,1,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.920,1.387,41.148,47.836,47.932
395,162,38,9,3,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,4.927,1.387,40.236,47.231,47.352
384,151,52,3,0,2,1,0,0,0,1,0,0,0,0,0,15,20,23,0,4.930,1.387,39.942,47.735,63.647
405,155,41,7,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,4.932,1.383,40.412,47.167,47.252
417,150,38,4,0,0,1,0,0,0,0,0,0,0,0,0,15,22,0,0,4.933,1.387,40.045,46.515,46.831
392,154,32,8,0,0,1,0,0,0,0,0,0,0,0,0,16,23,0,0,4.774,1.387,39.837,46.350,46.683
377,148,40,5,0,0,0,0,0,1,0,0,0,0,0,0,15,19,0,0,4.852,1.387,38.620,45.282,53.743
408,137,34,6,0,0,0,0,0,0,0,1,0,0,0,0,15,20,0,0,4.892,1.387,38.325,44.264,79.692
399,140,48,7,2,1,0,0,0,0,0,0,0,0,0,0,15,21,21,0,4.913,1.387,39.599,46.944,47.099
415,152,39,13,1,1,0,1,0,0,0,0,0,0,0,0,15,21,23,35,4.923,1.383,40.763,48.204,49.335
381,149,37,10,0,1,1,0,0,0,0,0,0,0,0,0,15,25,27,0,4.928,1.387,38.197,45.055,45.432
406,162,48,6,1,2,1,0,0,0,0,0,0,0,0,0,15,20,19,0,4.931,1.387,41.787,49.682,50.110
418,135,45,8,2,1,0,0,0,0,0,0,0,0,0,0,15,22,31,0,4.932,1.387,39.711,46.812,46.966
414,162,49,12,1,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,4.774,1.387,43.896,52.048,52.176
394,139,48,6,1,2,1,0,0,0,0,1,0,0,0,0,16,22,28,0,4.698,1.387,40.997,48.920,86.186
401,153,54,6,3,0,3,0,1,0,0,0,0,0,0,0,16,21,0,0,4.661,1.383,43.911,53.271,57.589
392,133,50,11,0,0,1,1,0,0,0,1,0,0,0,0,16,20,0,27,4.643,1.387,41.168,49.490,88.156
365,140,40,8,0,1,0,0,0,0,0,0,0,0,0,0,16,22,52,0,4.634,1.387,39.122,46.095,46.230
384,134,40,9,0,2,2,0,0,0,0,0,0,0,0,0,16,22,26,0,4.630,1.387,39.712,47.311,48.016
414,152,41,5,0,0,0,0,1,0,0,0,0,0,0,0,16,22,0,0,4.627,1.387,43.101,50.381,53.878
382,156,42,7,0,2,0,0,1,0,0,0,0,0,0,0,15,22,23,0,4.775,1.387,40.588,48.143,51.624
373,140,37,8,1,2,2,0,0,1,0,0,0,0,0,0,16,21,24,0,4.699,1.387,38.720,46.264,55.621
399,147,42,5,3,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,4.813,1.383,40.442,47.422,47.535
381,146,56,5,1,0,1,1,0,0,0,0,0,0,0,0,15,22,0,27,4.873,1.387,40.306,48.534,49.872
378,151,34,10,0,0,1,0,0,0,0,0,0,0,0,0,14,18,0,0,5.071,1.387,36.805,43.147,43.470
417,165,43,7,0,1,1,0,0,0,0,0,0,0,0,0,16,20,21,0,4.838,1.387,42.896,50.468,50.849
408,150,45,6,1,1,3,0,0,0,0,0,0,0,0,0,15,27,37,0,4.885,1.387,40.851,48.721,49.603
394,154,35,8,1,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,5.077,1.360,38.639,44.970,45.061
428,118,53,7,2,0,0,1,0,0,0,0,0,0,0,0,15,23,0,27,5.004,1.383,39.086,46.504,47.581
392,174,43,6,0,4,1,1,0,0,0,0,0,0,0,0,15,21,22,27,4.969,1.387,41.266,49.316,50.768
361,147,47,8,1,1,0,1,0,0,0,0,0,0,0,0,15,18,23,31,4.951,1.387,37.830,45.329,46.442
401,144,45,2,2,1,0,0,0,0,0,0,0,0,0,0,15,20,25,0,4.942,1.387,39.339,46.150,46.283
381,171,44,5,2,1,0,2,1,0,1,0,0,0,0,0,15,21,23,33,4.938,1.387,40.743,48.931,69.693
388,147,45,6,2,0,2,0,0,0,0,0,0,0,0,0,16,25,0,0,4.776,1.387,40.417,48.104,48.722
395,127,42,6,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,4.699,1.382,39.298,45.908,45.993
386,153,48,8,1,1,1,0,0,0,0,1,0,0,0,0,15,19,25,0,4.814,1.387,40.930,48.885,85.220
373,158,37,4,2,1,0,0,0,0,0,0,0,0,0,0,15,19,25,0,4.873,1.387,38.851,45.461,45.594
378,147,49,3,1,2,1,1,0,0,0,0,0,0,0,0,15,16,23,43,4.903,1.387,39.171,46.951,48.347
378,135,42,2,2,0,1,1,1,0,0,0,0,0,0,0,15,23,0,35,4.918,1.387,37.154,44.195,48.716
403,132,44,6,1,0,0,2,0,0,0,0,0,0,0,0,14,20,0,29,5.095,1.387,37.205,44.081,46.051
412,149,45,2,2,0,0,0,0,1,0,0,0,0,0,0,15,20,0,0,5.013,1.387,39.785,46.649,54.857
401,156,55,4,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,4.811,1.383,42.780,50.613,50.707
434,155,49,4,1,1,0,1,0,1,0,0,0,0,0,0,16,23,23,23,4.716,1.387,44.596,52.793,62.575
365,145,42,4,2,0,0,0,1,0,0,0,0,0,0,0,16,19,0,0,4.670,1.387,39.418,46.621,50.107
391,145,30,5,1,4,1,0,0,0,0,0,0,0,0,0,15,20,28,0,4.798,1.387,38.484,45.073,45.568
359,166,38,3,1,1,1,0,0,0,0,0,0,0,0,0,15,16,23,0,4.865,1.387,38.955,45.841,46.210
404,147,32,4,1,0,0,2,0,0,1,0,0,0,0,0,15,19,0,29,4.899,1.387,38.710,45.136,62.767
373,164,50,12,1,1,0,0,0,0,0,1,0,0,0,0,14,19,27,0,5.085,1.383,39.502,47.394,81.671
417,136,39,14,0,2,0,0,0,0,0,0,0,0,0,0,15,20,20,0,5.008,1.387,38.669,45.579,45.764
427,137,50,7,0,1,0,0,0,0,0,0,0,0,0,0,15,19,44,0,4.970,1.387,40.529,47.769,47.903
383,151,48,3,1,2,0,1,0,1,0,1,0,0,0,0,15,18,21,33,4.952,1.387,39.291,46.993,91.279
358,148,44,2,0,0,2,0,0,1,0,0,0,0,0,0,14,19,0,0,5.113,1.387,36.026,42.866,51.366
351,152,32,7,3,1,3,0,1,0,0,0,0,0,0,0,15,21,25,0,5.022,1.387,35.605,42.716,46.728
405,145,38,8,0,0,0,0,0,1,0,0,0,0,0,0,14,19,0,0,5.150,1.383,37.545,43.877,51.880
363,144,41,7,1,0,0,1,0,0,0,0,0,0,0,0,15,20,0,27,5.039,1.387,36.300,42.979,44.021
374,154,39,5,3,2,0,1,0,0,0,0,0,0,0,0,16,18,23,29,4.823,1.387,39.223,46.532,47.717
394,131,45,4,2,1,0,1,1,0,0,0,0,0,0,0,15,18,21,33,4.878,1.387,38.363,45.688,50.051
404,147,51,2,0,0,1,0,0,0,0,0,0,0,0,0,15,20,0,0,4.905,1.387,40.688,47.997,48.323
386,142,34,5,1,1,1,0,0,0,0,0,0,0,0,0,16,19,17,0,4.761,1.387,38.644,45.137,45.515
371,139,49,7,0,1,0,0,0,0,0,0,0,0,0,0,16,20,29,0,4.692,1.387,39.886,47.420,47.562
394,154,51,5,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,4.810,1.383,41.805,49.349,49.441
407,153,47,5,1,1,0,0,0,0,0,0,0,0,0,0,15,23,25,0,4.871,1.387,41.357,48.695,48.833
402,156,37,6,1,0,2,0,0,0,0,0,0,0,0,0,16,20,0,0,4.745,1.387,41.355,48.541,49.142
368,155,42,5,1,0,1,0,0,0,0,0,1,0,0,0,16,21,0,0,4.684,1.387,40.432,47.752,102.733
447,159,43,2,1,0,1,0,0,0,0,0,0,0,0,0,15,18,0,0,4.805,1.387,44.097,51.280,51.614
417,131,46,8,1,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,4.714,1.387,41.194,48.411,48.519
366,149,57,8,0,0,0,1,0,0,0,0,0,0,0,0,15,20,0,29,4.821,1.383,40.504,48.832,49.938
419,175,45,5,3,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,4.721,1.387,45.217,53.060,53.181
431,151,29,5,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,4.672,1.387,42.135,48.108,48.174
423,155,40,13,2,2,1,0,0,0,0,0,0,0,0,0,15,21,23,0,4.799,1.387,42.557,50.508,50.974
399,141,38,8,2,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,4.865,1.387,38.986,45.579,45.685
410,149,33,7,3,2,0,0,1,0,0,0,0,0,0,0,16,18,22,0,4.742,1.387,40.787,47.865,51.392
419,152,46,10,0,0,2,0,0,0,0,0,0,0,0,0,16,22,0,0,4.683,1.383,43.763,51.942,52.568
430,163,50,9,2,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.805,1.387,44.598,52.699,52.827
383,156,39,8,1,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,5.034,1.387,38.260,44.839,44.934
409,155,47,8,0,0,0,1,1,2,0,0,0,0,0,0,15,21,0,29,4.983,1.387,40.783,48.844,69.398
371,178,60,6,0,1,0,0,1,0,0,0,0,0,0,0,15,20,46,0,4.958,1.387,42.432,51.226,54.558
418,160,46,9,1,1,0,0,0,0,0,0,0,0,0,0,15,20,21,0,4.946,1.387,41.979,49.524,49.674
389,146,50,4,0,2,0,0,0,0,0,0,0,0,0,0,15,21,23,0,4.939,1.387,39.492,46.798,46.964
364,156,37,6,4,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,5.107,1.383,36.621,43.063,43.178
390,158,41,4,0,2,0,1,0,0,0,0,0,0,0,0,15,19,24,25,5.019,1.387,39.008,45.958,47.064
380,158,46,4,2,0,0,1,0,0,0,0,0,0,0,0,15,29,0,29,4.976,1.387,39.389,46.672,47.735
376,174,46,8,0,1,1,0,0,1,0,0,0,0,0,0,15,18,23,0,4.954,1.387,40.898,48.854,57.446
378,148,39,5,0,1,1,1,0,0,0,0,0,0,0,0,14,19,19,29,5.115,1.387,36.609,43.264,44.548
411,144,50,8,1,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,5.022,1.387,39.945,47.218,47.326
398,135,36,6,1,0,0,1,0,0,0,0,0,0,0,0,16,20,0,27,4.816,1.383,38.561,45.013,46.097
396,132,47,6,3,1,1,0,0,0,0,0,0,0,0,0,15,19,69,0,4.874,1.387,38.906,46.344,46.755
412,156,39,6,2,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,4.903,1.360,41.583,48.466,48.569
419,163,38,11,2,0,1,0,0,0,0,0,0,0,0,0,15,21,0,0,4.918,1.387,41.728,49.064,49.428
405,133,51,6,3,3,1,0,0,0,0,0,0,0,0,0,16,24,24,0,4.767,1.387,40.845,49.068,49.576
