Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530152108
Firmware Version,3.5
Calibration Date,2017/05/03
Test Name,IAQ_INDOOR_013
Test Start Time,10:51:06
Test Start Date,2018/08/20
Test Length [D:H:M],2:22:8
Test Interval [M:S],2:0
Mass Average [mg/m3],0.047
Mass Minimum [mg/m3],0.019
Mass Maximum [mg/m3],0.427
Mass TWA [mg/m3],0.137
Photometric User Cal,0.38
Flow User Cal,0.00
Errors,
Number of Samples,2104

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
165120,0.021,,
165240,0.021,,
165360,0.021,,
165480,0.021,,
165600,0.021,,
165720,0.021,,
165840,0.021,,
165960,0.021,,
166080,0.021,,
166200,0.021,,
166320,0.021,,
166440,0.021,,
166560,0.021,,
166680,0.020,,
166800,0.020,,
166920,0.020,,
167040,0.021,,
167160,0.020,,
167280,0.021,,
167400,0.021,,
167520,0.021,,
167640,0.021,,
167760,0.021,,
167880,0.021,,
168000,0.021,,
168120,0.021,,
168240,0.021,,
168360,0.021,,
168480,0.022,,
168600,0.021,,
168720,0.021,,
168840,0.021,,
168960,0.021,,
169080,0.022,,
169200,0.022,,
169320,0.021,,
169440,0.021,,
169560,0.021,,
169680,0.021,,
169800,0.022,,
169920,0.022,,
170040,0.022,,
170160,0.022,,
170280,0.022,,
170400,0.022,,
170520,0.022,,
170640,0.023,,
170760,0.022,,
170880,0.023,,
171000,0.023,,
171120,0.022,,
171240,0.022,,
171360,0.022,,
171480,0.022,,
171600,0.024,,
171720,0.023,,
171840,0.023,,
171960,0.023,,
172080,0.023,,
172200,0.023,,
172320,0.024,,
172440,0.024,,
172560,0.023,,
172680,0.024,,
172800,0.024,,
172920,0.022,,
173040,0.025,,
173160,0.025,,
173280,0.026,,
173400,0.025,,
173520,0.025,,
173640,0.026,,
173760,0.026,,
173880,0.026,,
174000,0.027,,
174120,0.027,,
174240,0.027,,
174360,0.029,,
174480,0.028,,
174600,0.028,,
174720,0.030,,
174840,0.030,,
174960,0.032,,
175080,0.030,,
175200,0.030,,
175320,0.030,,
175440,0.030,,
175560,0.031,,
175680,0.031,,
175800,0.030,,
175920,0.031,,
176040,0.032,,
176160,0.032,,
176280,0.033,,
176400,0.032,,
176520,0.032,,
176640,0.032,,
176760,0.033,,
176880,0.033,,
177000,0.034,,
177120,0.034,,
177240,0.036,,
177360,0.036,,
177480,0.035,,
177600,0.036,,
177720,0.037,,
177840,0.037,,
177960,0.037,,
178080,0.039,,
178200,0.040,,
178320,0.040,,
178440,0.037,,
178560,0.036,,
178680,0.038,,
178800,0.038,,
178920,0.038,,
179040,0.039,,
179160,0.038,,
179280,0.039,,
179400,0.040,,
179520,0.040,,
179640,0.041,,
179760,0.042,,
179880,0.043,,
180000,0.044,,
180120,0.045,,
180240,0.045,,
180360,0.041,,
180480,0.040,,
180600,0.041,,
180720,0.042,,
180840,0.043,,
180960,0.041,,
181080,0.043,,
181200,0.043,,
181320,0.042,,
181440,0.041,,
181560,0.042,,
181680,0.041,,
181800,0.041,,
181920,0.041,,
182040,0.041,,
182160,0.041,,
182280,0.041,,
182400,0.041,,
182520,0.041,,
182640,0.042,,
182760,0.042,,
182880,0.042,,
183000,0.042,,
183120,0.043,,
183240,0.044,,
183360,0.044,,
183480,0.043,,
183600,0.044,,
183720,0.043,,
183840,0.043,,
183960,0.042,,
184080,0.043,,
184200,0.041,,
184320,0.037,,
184440,0.036,,
184560,0.036,,
184680,0.036,,
184800,0.036,,
184920,0.035,,
185040,0.035,,
185160,0.035,,
185280,0.036,,
185400,0.035,,
185520,0.034,,
185640,0.034,,
185760,0.033,,
185880,0.033,,
186000,0.033,,
186120,0.034,,
186240,0.033,,
186360,0.033,,
186480,0.034,,
186600,0.034,,
186720,0.033,,
186840,0.033,,
186960,0.033,,
187080,0.033,,
187200,0.033,,
187320,0.033,,
187440,0.033,,
187560,0.034,,
187680,0.033,,
187800,0.033,,
187920,0.033,,
188040,0.034,,
188160,0.034,,
188280,0.035,,
188400,0.035,,
188520,0.035,,
188640,0.035,,
188760,0.035,,
188880,0.035,,
189000,0.034,,
189120,0.034,,
189240,0.034,,
189360,0.034,,
189480,0.034,,
189600,0.033,,
189720,0.032,,
189840,0.033,,
189960,0.033,,
190080,0.034,,
190200,0.035,,
190320,0.035,,
190440,0.036,,
190560,0.035,,
190680,0.035,,
190800,0.035,,
190920,0.036,,
191040,0.037,,
191160,0.037,,
191280,0.037,,
191400,0.037,,
191520,0.039,,
191640,0.040,,
191760,0.041,,
191880,0.042,,
192000,0.041,,
192120,0.042,,
192240,0.042,,
192360,0.042,,
192480,0.042,,
192600,0.043,,
192720,0.043,,
192840,0.042,,
192960,0.042,,
193080,0.042,,
193200,0.042,,
193320,0.042,,
193440,0.042,,
193560,0.042,,
193680,0.042,,
193800,0.042,,
193920,0.042,,
194040,0.042,,
194160,0.042,,
194280,0.042,,
194400,0.042,,
194520,0.042,,
194640,0.042,,
194760,0.042,,
194880,0.042,,
195000,0.042,,
195120,0.041,,
195240,0.041,,
195360,0.041,,
195480,0.041,,
195600,0.041,,
195720,0.042,,
195840,0.043,,
195960,0.043,,
196080,0.044,,
196200,0.044,,
196320,0.044,,
196440,0.044,,
196560,0.043,,
196680,0.043,,
196800,0.042,,
196920,0.043,,
197040,0.043,,
197160,0.043,,
197280,0.043,,
197400,0.043,,
197520,0.043,,
197640,0.043,,
197760,0.043,,
197880,0.043,,
198000,0.043,,
198120,0.043,,
198240,0.043,,
198360,0.043,,
198480,0.043,,
198600,0.043,,
198720,0.043,,
198840,0.044,,
198960,0.044,,
199080,0.044,,
199200,0.045,,
199320,0.044,,
199440,0.045,,
199560,0.045,,
199680,0.045,,
199800,0.045,,
199920,0.045,,
200040,0.045,,
200160,0.046,,
200280,0.045,,
200400,0.046,,
200520,0.046,,
200640,0.046,,
200760,0.046,,
200880,0.046,,
201000,0.046,,
201120,0.047,,
201240,0.047,,
201360,0.047,,
201480,0.047,,
201600,0.047,,
201720,0.047,,
201840,0.047,,
201960,0.047,,
202080,0.048,,
202200,0.048,,
202320,0.048,,
202440,0.048,,
202560,0.048,,
202680,0.048,,
202800,0.048,,
202920,0.048,,
203040,0.048,,
203160,0.048,,
203280,0.048,,
203400,0.048,,
203520,0.048,,
203640,0.048,,
203760,0.049,,
203880,0.049,,
204000,0.049,,
204120,0.048,,
204240,0.048,,
204360,0.049,,
204480,0.049,,
204600,0.049,,
204720,0.049,,
204840,0.049,,
204960,0.049,,
205080,0.050,,
205200,0.050,,
205320,0.050,,
205440,0.050,,
205560,0.050,,
205680,0.050,,
205800,0.050,,
205920,0.050,,
206040,0.050,,
206160,0.050,,
206280,0.051,,
206400,0.051,,
206520,0.050,,
206640,0.050,,
206760,0.051,,
206880,0.051,,
207000,0.051,,
207120,0.051,,
207240,0.051,,
207360,0.051,,
207480,0.051,,
207600,0.051,,
207720,0.051,,
207840,0.052,,
207960,0.051,,
208080,0.051,,
208200,0.052,,
208320,0.052,,
208440,0.052,,
208560,0.053,,
208680,0.053,,
208800,0.053,,
208920,0.053,,
209040,0.053,,
209160,0.052,,
209280,0.052,,
209400,0.052,,
209520,0.052,,
209640,0.053,,
209760,0.053,,
209880,0.053,,
210000,0.053,,
210120,0.052,,
210240,0.052,,
210360,0.052,,
210480,0.051,,
210600,0.052,,
210720,0.052,,
210840,0.051,,
210960,0.052,,
211080,0.051,,
211200,0.051,,
211320,0.051,,
211440,0.051,,
211560,0.051,,
211680,0.051,,
211800,0.052,,
211920,0.052,,
212040,0.052,,
212160,0.052,,
212280,0.052,,
212400,0.052,,
212520,0.052,,
212640,0.053,,
212760,0.052,,
212880,0.053,,
213000,0.053,,
213120,0.052,,
213240,0.053,,
213360,0.053,,
213480,0.053,,
213600,0.052,,
213720,0.052,,
213840,0.052,,
213960,0.053,,
214080,0.053,,
214200,0.053,,
214320,0.053,,
214440,0.054,,
214560,0.054,,
214680,0.054,,
214800,0.054,,
214920,0.054,,
215040,0.053,,
215160,0.053,,
215280,0.053,,
215400,0.053,,
215520,0.053,,
215640,0.052,,
215760,0.052,,
215880,0.053,,
216000,0.053,,
216120,0.053,,
216240,0.053,,
216360,0.053,,
216480,0.053,,
216600,0.053,,
216720,0.053,,
216840,0.053,,
216960,0.053,,
217080,0.053,,
217200,0.053,,
217320,0.053,,
217440,0.053,,
217560,0.053,,
217680,0.053,,
217800,0.053,,
217920,0.052,,
218040,0.053,,
218160,0.053,,
218280,0.053,,
218400,0.053,,
218520,0.053,,
218640,0.053,,
218760,0.053,,
218880,0.053,,
219000,0.052,,
219120,0.053,,
219240,0.053,,
219360,0.052,,
219480,0.053,,
219600,0.053,,
219720,0.053,,
219840,0.053,,
219960,0.053,,
220080,0.053,,
220200,0.053,,
220320,0.053,,
220440,0.053,,
220560,0.053,,
220680,0.053,,
220800,0.053,,
220920,0.053,,
221040,0.053,,
221160,0.053,,
221280,0.053,,
221400,0.054,,
221520,0.053,,
221640,0.054,,
221760,0.054,,
221880,0.054,,
222000,0.054,,
222120,0.054,,
222240,0.054,,
222360,0.054,,
222480,0.054,,
222600,0.054,,
222720,0.054,,
222840,0.054,,
222960,0.054,,
223080,0.054,,
223200,0.053,,
223320,0.053,,
223440,0.053,,
223560,0.053,,
223680,0.053,,
223800,0.053,,
223920,0.053,,
224040,0.054,,
224160,0.054,,
224280,0.054,,
224400,0.054,,
224520,0.054,,
224640,0.054,,
224760,0.054,,
224880,0.054,,
225000,0.054,,
225120,0.053,,
225240,0.054,,
225360,0.054,,
225480,0.054,,
225600,0.055,,
225720,0.056,,
225840,0.056,,
225960,0.056,,
226080,0.054,,
226200,0.054,,
226320,0.054,,
226440,0.054,,
226560,0.054,,
226680,0.053,,
226800,0.054,,
226920,0.054,,
227040,0.054,,
227160,0.054,,
227280,0.054,,
227400,0.054,,
227520,0.054,,
227640,0.053,,
227760,0.053,,
227880,0.053,,
228000,0.053,,
228120,0.053,,
228240,0.052,,
228360,0.051,,
228480,0.051,,
228600,0.051,,
228720,0.051,,
228840,0.051,,
228960,0.052,,
229080,0.052,,
229200,0.052,,
229320,0.053,,
229440,0.054,,
229560,0.054,,
229680,0.054,,
229800,0.054,,
229920,0.054,,
230040,0.055,,
230160,0.055,,
230280,0.055,,
230400,0.054,,
230520,0.054,,
230640,0.054,,
230760,0.053,,
230880,0.054,,
231000,0.054,,
231120,0.053,,
231240,0.053,,
231360,0.054,,
231480,0.054,,
231600,0.053,,
231720,0.053,,
231840,0.054,,
231960,0.054,,
232080,0.054,,
232200,0.054,,
232320,0.054,,
232440,0.054,,
232560,0.055,,
232680,0.055,,
232800,0.054,,
232920,0.054,,
233040,0.054,,
233160,0.054,,
233280,0.054,,
233400,0.055,,
233520,0.054,,
233640,0.054,,
233760,0.054,,
233880,0.054,,
234000,0.055,,
234120,0.055,,
234240,0.055,,
234360,0.056,,
234480,0.056,,
234600,0.057,,
234720,0.057,,
234840,0.057,,
234960,0.057,,
235080,0.057,,
235200,0.057,,
235320,0.057,,
235440,0.056,,
235560,0.056,,
235680,0.056,,
235800,0.057,,
235920,0.057,,
236040,0.057,,
236160,0.057,,
236280,0.057,,
236400,0.057,,
236520,0.057,,
236640,0.057,,
236760,0.057,,
236880,0.057,,
237000,0.057,,
237120,0.057,,
237240,0.057,,
237360,0.057,,
237480,0.057,,
237600,0.057,,
237720,0.057,,
237840,0.057,,
237960,0.056,,
238080,0.056,,
238200,0.057,,
238320,0.057,,
238440,0.058,,
238560,0.058,,
238680,0.057,,
238800,0.057,,
238920,0.056,,
239040,0.056,,
239160,0.056,,
239280,0.056,,
239400,0.056,,
239520,0.057,,
239640,0.057,,
239760,0.057,,
239880,0.056,,
240000,0.056,,
240120,0.055,,
240240,0.055,,
240360,0.056,,
240480,0.056,,
240600,0.056,,
240720,0.055,,
240840,0.055,,
240960,0.054,,
241080,0.053,,
241200,0.053,,
241320,0.052,,
241440,0.052,,
241560,0.052,,
241680,0.051,,
241800,0.052,,
241920,0.053,,
242040,0.056,,
242160,0.055,,
242280,0.054,,
242400,0.052,,
242520,0.053,,
242640,0.053,,
242760,0.053,,
242880,0.053,,
243000,0.054,,
243120,0.060,,
243240,0.055,,
243360,0.056,,
243480,0.056,,
243600,0.054,,
243720,0.054,,
243840,0.054,,
243960,0.054,,
244080,0.054,,
244200,0.053,,
244320,0.052,,
244440,0.051,,
244560,0.051,,
244680,0.051,,
244800,0.051,,
244920,0.051,,
245040,0.051,,
245160,0.051,,
245280,0.050,,
245400,0.050,,
245520,0.050,,
245640,0.050,,
245760,0.050,,
245880,0.050,,
246000,0.050,,
246120,0.050,,
246240,0.050,,
246360,0.049,,
246480,0.049,,
246600,0.049,,
246720,0.050,,
246840,0.050,,
246960,0.051,,
247080,0.051,,
247200,0.050,,
247320,0.050,,
247440,0.050,,
247560,0.050,,
247680,0.050,,
247800,0.050,,
247920,0.051,,
248040,0.051,,
248160,0.051,,
248280,0.050,,
248400,0.051,,
248520,0.051,,
248640,0.052,,
248760,0.052,,
248880,0.052,,
249000,0.052,,
249120,0.052,,
249240,0.052,,
249360,0.052,,
249480,0.052,,
249600,0.053,,
249720,0.053,,
249840,0.054,,
249960,0.056,,
250080,0.055,,
250200,0.055,,
250320,0.056,,
250440,0.056,,
250560,0.058,,
250680,0.058,,
250800,0.059,,
250920,0.058,,
251040,0.058,,
251160,0.059,,
251280,0.060,,
251400,0.060,,
251520,0.062,,
251640,0.067,,
251760,0.069,,
251880,0.068,,
252000,0.066,,
252120,0.066,,
252240,0.065,,
252360,0.068,,
252480,0.069,,
