Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530152108
Firmware Version,3.5
Calibration Date,2017/05/03
Test Name,IAQ_INDOOR_012
Test Start Time,16:21:33
Test Start Date,2018/08/17
Test Length [D:H:M],2:18:22
Test Interval [M:S],2:0
Mass Average [mg/m3],0.090
Mass Minimum [mg/m3],0.007
Mass Maximum [mg/m3],0.435
Mass TWA [mg/m3],0.014
Photometric User Cal,0.38
Flow User Cal,0.00
Errors,
Number of Samples,1991

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
11520,0.014,,
11640,0.014,,
11760,0.015,,
11880,0.014,,
12000,0.014,,
12120,0.014,,
12240,0.015,,
12360,0.015,,
12480,0.015,,
12600,0.015,,
12720,0.015,,
12840,0.015,,
12960,0.015,,
13080,0.015,,
13200,0.014,,
13320,0.015,,
13440,0.015,,
13560,0.015,,
13680,0.015,,
13800,0.015,,
13920,0.015,,
14040,0.015,,
14160,0.015,,
14280,0.015,,
14400,0.015,,
14520,0.015,,
14640,0.015,,
14760,0.015,,
14880,0.015,,
15000,0.015,,
15120,0.015,,
15240,0.015,,
15360,0.015,,
15480,0.015,,
15600,0.015,,
15720,0.015,,
15840,0.015,,
15960,0.015,,
16080,0.015,,
16200,0.015,,
16320,0.016,,
16440,0.015,,
16560,0.015,,
16680,0.015,,
16800,0.015,,
16920,0.015,,
17040,0.016,,
17160,0.016,,
17280,0.016,,
17400,0.016,,
17520,0.016,,
17640,0.017,,
17760,0.016,,
17880,0.016,,
18000,0.016,,
18120,0.016,,
18240,0.016,,
18360,0.016,,
18480,0.016,,
18600,0.016,,
18720,0.016,,
18840,0.016,,
18960,0.016,,
19080,0.016,,
19200,0.016,,
19320,0.016,,
19440,0.016,,
19560,0.016,,
19680,0.016,,
19800,0.016,,
19920,0.016,,
20040,0.016,,
20160,0.016,,
20280,0.016,,
20400,0.016,,
20520,0.016,,
20640,0.016,,
20760,0.016,,
20880,0.016,,
21000,0.016,,
21120,0.016,,
21240,0.016,,
21360,0.016,,
21480,0.016,,
21600,0.016,,
21720,0.016,,
21840,0.016,,
21960,0.017,,
22080,0.017,,
22200,0.017,,
22320,0.017,,
22440,0.017,,
22560,0.017,,
22680,0.017,,
22800,0.017,,
22920,0.017,,
23040,0.017,,
23160,0.017,,
23280,0.017,,
23400,0.017,,
23520,0.017,,
23640,0.017,,
23760,0.017,,
23880,0.016,,
24000,0.016,,
24120,0.017,,
24240,0.017,,
24360,0.016,,
24480,0.016,,
24600,0.016,,
24720,0.017,,
24840,0.017,,
24960,0.017,,
25080,0.017,,
25200,0.016,,
25320,0.017,,
25440,0.016,,
25560,0.016,,
25680,0.016,,
25800,0.015,,
25920,0.016,,
26040,0.016,,
26160,0.016,,
26280,0.016,,
26400,0.016,,
26520,0.016,,
26640,0.016,,
26760,0.016,,
26880,0.016,,
27000,0.016,,
27120,0.016,,
27240,0.012,,
27360,0.012,,
27480,0.013,,
27600,0.011,,
27720,0.013,,
27840,0.012,,
27960,0.009,,
28080,0.012,,
28200,0.010,,
28320,0.009,,
28440,0.010,,
28560,0.014,,
28680,0.016,,
28800,0.016,,
28920,0.015,,
29040,0.015,,
29160,0.015,,
29280,0.016,,
29400,0.015,,
29520,0.015,,
29640,0.015,,
29760,0.015,,
29880,0.016,,
30000,0.016,,
30120,0.016,,
30240,0.016,,
30360,0.016,,
30480,0.016,,
30600,0.016,,
30720,0.015,,
30840,0.015,,
30960,0.014,,
31080,0.014,,
31200,0.014,,
31320,0.013,,
31440,0.012,,
31560,0.012,,
31680,0.012,,
31800,0.012,,
31920,0.013,,
32040,0.013,,
32160,0.013,,
32280,0.013,,
32400,0.014,,
32520,0.014,,
32640,0.014,,
32760,0.014,,
32880,0.014,,
33000,0.014,,
33120,0.014,,
33240,0.014,,
33360,0.014,,
33480,0.013,,
33600,0.013,,
33720,0.013,,
33840,0.014,,
33960,0.014,,
34080,0.016,,
34200,0.016,,
34320,0.016,,
34440,0.016,,
34560,0.016,,
34680,0.016,,
34800,0.015,,
34920,0.016,,
35040,0.015,,
35160,0.015,,
35280,0.015,,
35400,0.015,,
35520,0.015,,
35640,0.015,,
35760,0.015,,
35880,0.014,,
36000,0.014,,
36120,0.014,,
36240,0.014,,
36360,0.014,,
36480,0.013,,
36600,0.014,,
36720,0.014,,
36840,0.014,,
36960,0.014,,
37080,0.015,,
37200,0.015,,
37320,0.015,,
37440,0.015,,
37560,0.015,,
37680,0.015,,
37800,0.015,,
37920,0.015,,
38040,0.016,,
38160,0.015,,
38280,0.015,,
38400,0.015,,
38520,0.015,,
38640,0.015,,
38760,0.015,,
38880,0.015,,
39000,0.015,,
39120,0.016,,
39240,0.016,,
39360,0.016,,
39480,0.016,,
39600,0.015,,
39720,0.015,,
39840,0.016,,
39960,0.016,,
40080,0.016,,
40200,0.016,,
40320,0.016,,
40440,0.016,,
40560,0.016,,
40680,0.016,,
40800,0.016,,
40920,0.016,,
41040,0.016,,
41160,0.016,,
41280,0.016,,
41400,0.016,,
41520,0.016,,
41640,0.016,,
41760,0.017,,
41880,0.017,,
42000,0.016,,
42120,0.016,,
42240,0.016,,
42360,0.015,,
42480,0.015,,
42600,0.014,,
42720,0.015,,
42840,0.015,,
42960,0.016,,
43080,0.016,,
43200,0.017,,
43320,0.017,,
43440,0.016,,
43560,0.016,,
43680,0.016,,
43800,0.015,,
43920,0.015,,
44040,0.015,,
44160,0.015,,
44280,0.015,,
44400,0.015,,
44520,0.015,,
44640,0.015,,
44760,0.015,,
44880,0.014,,
45000,0.015,,
45120,0.015,,
45240,0.015,,
45360,0.015,,
45480,0.015,,
45600,0.015,,
45720,0.014,,
45840,0.014,,
45960,0.014,,
46080,0.015,,
46200,0.015,,
46320,0.015,,
46440,0.015,,
46560,0.014,,
46680,0.015,,
46800,0.015,,
46920,0.015,,
47040,0.015,,
47160,0.015,,
47280,0.015,,
47400,0.015,,
47520,0.015,,
47640,0.015,,
47760,0.015,,
47880,0.015,,
48000,0.015,,
48120,0.015,,
48240,0.015,,
48360,0.015,,
48480,0.015,,
48600,0.015,,
48720,0.015,,
48840,0.015,,
48960,0.016,,
49080,0.015,,
49200,0.015,,
49320,0.015,,
49440,0.015,,
49560,0.014,,
49680,0.014,,
49800,0.015,,
49920,0.016,,
50040,0.016,,
50160,0.016,,
50280,0.017,,
50400,0.017,,
50520,0.017,,
50640,0.017,,
50760,0.017,,
50880,0.017,,
51000,0.018,,
51120,0.020,,
51240,0.021,,
51360,0.022,,
51480,0.021,,
51600,0.020,,
51720,0.019,,
51840,0.019,,
51960,0.020,,
52080,0.020,,
52200,0.020,,
52320,0.018,,
52440,0.017,,
52560,0.018,,
52680,0.018,,
52800,0.017,,
52920,0.017,,
53040,0.016,,
53160,0.017,,
53280,0.015,,
53400,0.015,,
53520,0.013,,
53640,0.012,,
53760,0.011,,
53880,0.012,,
54000,0.009,,
54120,0.009,,
54240,0.008,,
54360,0.008,,
54480,0.008,,
54600,0.007,,
54720,0.007,,
54840,0.007,,
54960,0.007,,
55080,0.007,,
55200,0.007,,
55320,0.007,,
55440,0.007,,
55560,0.007,,
55680,0.007,,
55800,0.007,,
55920,0.007,,
56040,0.007,,
56160,0.007,,
56280,0.007,,
56400,0.008,,
56520,0.010,,
56640,0.013,,
56760,0.014,,
56880,0.014,,
57000,0.015,,
57120,0.017,,
57240,0.018,,
57360,0.018,,
57480,0.018,,
57600,0.018,,
57720,0.017,,
57840,0.016,,
57960,0.017,,
58080,0.017,,
58200,0.017,,
58320,0.017,,
58440,0.016,,
58560,0.016,,
58680,0.016,,
58800,0.015,,
58920,0.015,,
59040,0.015,,
59160,0.013,,
59280,0.013,,
59400,0.012,,
59520,0.012,,
59640,0.012,,
59760,0.012,,
59880,0.012,,
60000,0.011,,
60120,0.009,,
60240,0.009,,
60360,0.009,,
60480,0.009,,
60600,0.009,,
60720,0.010,,
60840,0.010,,
60960,0.010,,
61080,0.010,,
61200,0.010,,
61320,0.009,,
61440,0.009,,
61560,0.009,,
61680,0.010,,
61800,0.010,,
61920,0.010,,
62040,0.010,,
62160,0.010,,
62280,0.010,,
62400,0.010,,
62520,0.010,,
62640,0.010,,
62760,0.009,,
62880,0.009,,
63000,0.009,,
63120,0.009,,
63240,0.009,,
63360,0.009,,
63480,0.009,,
63600,0.009,,
63720,0.009,,
63840,0.009,,
63960,0.009,,
64080,0.009,,
64200,0.009,,
64320,0.009,,
64440,0.009,,
64560,0.009,,
64680,0.009,,
64800,0.009,,
64920,0.008,,
65040,0.008,,
65160,0.008,,
65280,0.008,,
65400,0.008,,
65520,0.008,,
65640,0.008,,
65760,0.008,,
65880,0.008,,
66000,0.008,,
66120,0.008,,
66240,0.008,,
66360,0.008,,
66480,0.008,,
66600,0.008,,
66720,0.008,,
66840,0.008,,
66960,0.008,,
67080,0.008,,
67200,0.008,,
67320,0.008,,
67440,0.008,,
67560,0.008,,
67680,0.008,,
67800,0.008,,
67920,0.008,,
68040,0.008,,
68160,0.008,,
68280,0.008,,
68400,0.008,,
68520,0.008,,
68640,0.008,,
68760,0.008,,
68880,0.008,,
69000,0.008,,
69120,0.007,,
69240,0.007,,
69360,0.007,,
69480,0.007,,
69600,0.008,,
69720,0.007,,
69840,0.007,,
69960,0.007,,
70080,0.007,,
70200,0.007,,
70320,0.007,,
70440,0.007,,
70560,0.008,,
70680,0.008,,
70800,0.008,,
70920,0.007,,
71040,0.007,,
71160,0.008,,
71280,0.008,,
71400,0.008,,
71520,0.008,,
71640,0.008,,
71760,0.008,,
71880,0.008,,
72000,0.008,,
72120,0.008,,
72240,0.008,,
72360,0.008,,
72480,0.008,,
72600,0.008,,
72720,0.008,,
72840,0.008,,
72960,0.009,,
73080,0.008,,
73200,0.008,,
73320,0.008,,
73440,0.008,,
73560,0.008,,
73680,0.008,,
73800,0.009,,
73920,0.009,,
74040,0.009,,
74160,0.009,,
74280,0.009,,
74400,0.009,,
74520,0.009,,
74640,0.009,,
74760,0.009,,
74880,0.010,,
75000,0.010,,
75120,0.010,,
75240,0.010,,
75360,0.010,,
75480,0.010,,
75600,0.010,,
75720,0.010,,
75840,0.010,,
75960,0.010,,
76080,0.010,,
76200,0.010,,
76320,0.010,,
76440,0.010,,
76560,0.010,,
76680,0.010,,
76800,0.011,,
76920,0.011,,
77040,0.012,,
77160,0.011,,
77280,0.011,,
77400,0.011,,
77520,0.011,,
77640,0.010,,
77760,0.010,,
77880,0.010,,
78000,0.010,,
78120,0.010,,
78240,0.010,,
78360,0.011,,
78480,0.011,,
78600,0.011,,
78720,0.011,,
78840,0.011,,
78960,0.011,,
79080,0.011,,
79200,0.011,,
79320,0.011,,
79440,0.011,,
79560,0.011,,
79680,0.011,,
79800,0.011,,
79920,0.011,,
80040,0.011,,
80160,0.011,,
80280,0.011,,
80400,0.011,,
80520,0.011,,
80640,0.011,,
80760,0.011,,
80880,0.011,,
81000,0.011,,
81120,0.011,,
81240,0.011,,
81360,0.011,,
81480,0.011,,
81600,0.011,,
81720,0.011,,
81840,0.011,,
81960,0.011,,
82080,0.011,,
82200,0.011,,
82320,0.011,,
82440,0.011,,
82560,0.011,,
82680,0.011,,
82800,0.011,,
82920,0.011,,
83040,0.012,,
83160,0.012,,
83280,0.011,,
83400,0.012,,
83520,0.012,,
83640,0.012,,
83760,0.012,,
83880,0.012,,
84000,0.012,,
84120,0.012,,
84240,0.012,,
84360,0.012,,
84480,0.012,,
84600,0.012,,
84720,0.012,,
84840,0.012,,
84960,0.012,,
85080,0.012,,
85200,0.012,,
85320,0.012,,
85440,0.012,,
85560,0.012,,
85680,0.012,,
85800,0.012,,
85920,0.012,,
86040,0.012,,
86160,0.011,,
86280,0.011,,
86400,0.011,,
86520,0.018,,
86640,0.015,,
86760,0.015,,
86880,0.015,,
87000,0.016,,
87120,0.016,,
87240,0.016,,
87360,0.016,,
87480,0.016,,
87600,0.016,,
87720,0.016,,
87840,0.016,,
87960,0.016,,
88080,0.015,,
88200,0.015,,
88320,0.015,,
88440,0.015,,
88560,0.015,,
88680,0.015,,
88800,0.016,,
88920,0.016,,
89040,0.016,,
89160,0.016,,
89280,0.016,,
89400,0.016,,
89520,0.016,,
89640,0.016,,
89760,0.016,,
89880,0.016,,
90000,0.016,,
90120,0.016,,
90240,0.016,,
90360,0.016,,
90480,0.016,,
90600,0.016,,
90720,0.017,,
90840,0.017,,
90960,0.017,,
91080,0.017,,
91200,0.017,,
91320,0.017,,
91440,0.017,,
91560,0.017,,
91680,0.017,,
91800,0.017,,
91920,0.017,,
92040,0.017,,
92160,0.017,,
92280,0.017,,
92400,0.017,,
92520,0.017,,
92640,0.017,,
92760,0.017,,
92880,0.017,,
93000,0.018,,
93120,0.018,,
93240,0.018,,
93360,0.018,,
93480,0.019,,
93600,0.019,,
93720,0.019,,
93840,0.019,,
93960,0.019,,
94080,0.019,,
94200,0.019,,
94320,0.020,,
94440,0.020,,
94560,0.020,,
94680,0.020,,
94800,0.020,,
94920,0.020,,
95040,0.020,,
95160,0.020,,
95280,0.021,,
95400,0.021,,
95520,0.021,,
95640,0.021,,
95760,0.021,,
95880,0.021,,
96000,0.021,,
96120,0.022,,
96240,0.021,,
96360,0.022,,
96480,0.022,,
96600,0.022,,
96720,0.023,,
96840,0.023,,
96960,0.024,,
97080,0.024,,
97200,0.024,,
97320,0.025,,
97440,0.025,,
97560,0.025,,
97680,0.025,,
97800,0.025,,
97920,0.026,,
98040,0.026,,
98160,0.025,,
98280,0.025,,
98400,0.024,,
98520,0.024,,
98640,0.023,,
98760,0.024,,
98880,0.024,,
99000,0.024,,
99120,0.023,,
99240,0.024,,
99360,0.023,,
99480,0.024,,
99600,0.024,,
99720,0.025,,
99840,0.025,,
99960,0.025,,
100080,0.026,,
100200,0.026,,
100320,0.026,,
100440,0.026,,
100560,0.026,,
100680,0.026,,
100800,0.026,,
100920,0.026,,
101040,0.026,,
101160,0.026,,
101280,0.026,,
101400,0.026,,
101520,0.026,,
101640,0.026,,
101760,0.026,,
101880,0.026,,
102000,0.026,,
102120,0.026,,
102240,0.026,,
102360,0.026,,
102480,0.026,,
102600,0.027,,
102720,0.027,,
102840,0.027,,
102960,0.027,,
103080,0.027,,
103200,0.027,,
103320,0.027,,
103440,0.026,,
103560,0.027,,
103680,0.027,,
103800,0.027,,
103920,0.026,,
104040,0.027,,
104160,0.027,,
104280,0.024,,
104400,0.024,,
104520,0.026,,
104640,0.027,,
104760,0.026,,
104880,0.026,,
105000,0.026,,
105120,0.026,,
105240,0.026,,
105360,0.026,,
105480,0.026,,
105600,0.026,,
105720,0.026,,
105840,0.027,,
105960,0.027,,
106080,0.026,,
106200,0.026,,
106320,0.026,,
106440,0.025,,
106560,0.024,,
106680,0.025,,
106800,0.026,,
106920,0.026,,
107040,0.026,,
107160,0.027,,
107280,0.026,,
107400,0.026,,
107520,0.026,,
107640,0.026,,
107760,0.025,,
107880,0.025,,
108000,0.026,,
108120,0.026,,
108240,0.025,,
108360,0.026,,
108480,0.026,,
108600,0.026,,
108720,0.026,,
108840,0.026,,
108960,0.026,,
109080,0.026,,
109200,0.026,,
109320,0.026,,
109440,0.026,,
109560,0.025,,
109680,0.025,,
109800,0.025,,
109920,0.025,,
110040,0.025,,
110160,0.025,,
110280,0.025,,
110400,0.025,,
110520,0.026,,
110640,0.026,,
110760,0.026,,
110880,0.027,,
111000,0.027,,
111120,0.027,,
111240,0.027,,
111360,0.027,,
111480,0.027,,
111600,0.027,,
111720,0.027,,
111840,0.027,,
111960,0.027,,
112080,0.027,,
112200,0.027,,
112320,0.027,,
112440,0.028,,
112560,0.028,,
112680,0.029,,
112800,0.029,,
112920,0.028,,
113040,0.028,,
113160,0.028,,
113280,0.028,,
113400,0.028,,
113520,0.028,,
113640,0.029,,
113760,0.028,,
113880,0.029,,
114000,0.029,,
114120,0.029,,
114240,0.029,,
114360,0.029,,
114480,0.029,,
114600,0.029,,
114720,0.029,,
114840,0.029,,
114960,0.029,,
115080,0.029,,
115200,0.029,,
115320,0.029,,
115440,0.030,,
115560,0.029,,
115680,0.029,,
115800,0.029,,
115920,0.029,,
116040,0.029,,
116160,0.028,,
116280,0.028,,
116400,0.028,,
116520,0.028,,
116640,0.028,,
116760,0.028,,
116880,0.028,,
117000,0.028,,
117120,0.027,,
117240,0.028,,
117360,0.028,,
117480,0.028,,
117600,0.028,,
117720,0.028,,
117840,0.028,,
117960,0.028,,
118080,0.028,,
118200,0.028,,
118320,0.028,,
118440,0.028,,
118560,0.028,,
118680,0.027,,
118800,0.028,,
118920,0.028,,
119040,0.027,,
119160,0.027,,
119280,0.027,,
119400,0.027,,
119520,0.027,,
119640,0.027,,
119760,0.027,,
119880,0.027,,
120000,0.027,,
120120,0.027,,
120240,0.027,,
120360,0.027,,
120480,0.027,,
120600,0.027,,
120720,0.027,,
120840,0.028,,
120960,0.027,,
121080,0.027,,
121200,0.027,,
121320,0.028,,
121440,0.027,,
121560,0.027,,
121680,0.027,,
121800,0.027,,
121920,0.026,,
122040,0.026,,
122160,0.027,,
122280,0.027,,
122400,0.027,,
122520,0.027,,
122640,0.027,,
122760,0.027,,
122880,0.027,,
123000,0.027,,
123120,0.027,,
123240,0.027,,
123360,0.027,,
123480,0.027,,
123600,0.027,,
123720,0.027,,
123840,0.026,,
123960,0.026,,
124080,0.026,,
124200,0.026,,
124320,0.026,,
124440,0.026,,
124560,0.026,,
124680,0.026,,
124800,0.026,,
124920,0.026,,
125040,0.026,,
125160,0.026,,
125280,0.026,,
125400,0.026,,
125520,0.026,,
125640,0.026,,
125760,0.026,,
125880,0.026,,
126000,0.026,,
126120,0.026,,
126240,0.026,,
126360,0.026,,
126480,0.026,,
126600,0.026,,
126720,0.026,,
126840,0.026,,
126960,0.026,,
127080,0.026,,
127200,0.026,,
127320,0.026,,
127440,0.025,,
127560,0.025,,
127680,0.025,,
127800,0.025,,
127920,0.025,,
128040,0.025,,
128160,0.025,,
128280,0.025,,
128400,0.025,,
128520,0.025,,
128640,0.025,,
128760,0.025,,
128880,0.025,,
129000,0.025,,
129120,0.025,,
129240,0.025,,
129360,0.025,,
129480,0.025,,
129600,0.025,,
129720,0.025,,
129840,0.025,,
129960,0.025,,
130080,0.025,,
130200,0.025,,
130320,0.025,,
130440,0.026,,
130560,0.026,,
130680,0.026,,
130800,0.026,,
130920,0.026,,
131040,0.026,,
131160,0.026,,
131280,0.026,,
131400,0.026,,
131520,0.027,,
131640,0.027,,
131760,0.028,,
131880,0.027,,
132000,0.026,,
132120,0.027,,
132240,0.027,,
132360,0.027,,
132480,0.027,,
132600,0.027,,
132720,0.027,,
132840,0.027,,
132960,0.027,,
133080,0.026,,
133200,0.025,,
133320,0.025,,
133440,0.025,,
133560,0.026,,
133680,0.025,,
133800,0.025,,
133920,0.025,,
134040,0.026,,
134160,0.026,,
134280,0.027,,
134400,0.026,,
134520,0.026,,
134640,0.026,,
134760,0.025,,
134880,0.025,,
135000,0.026,,
135120,0.025,,
135240,0.025,,
135360,0.025,,
135480,0.025,,
135600,0.025,,
135720,0.025,,
135840,0.025,,
135960,0.026,,
136080,0.025,,
136200,0.025,,
136320,0.025,,
136440,0.025,,
136560,0.025,,
136680,0.025,,
136800,0.025,,
136920,0.025,,
137040,0.025,,
137160,0.025,,
137280,0.025,,
137400,0.025,,
137520,0.025,,
137640,0.025,,
137760,0.025,,
137880,0.025,,
138000,0.025,,
138120,0.025,,
138240,0.025,,
138360,0.025,,
138480,0.025,,
138600,0.025,,
138720,0.025,,
138840,0.025,,
138960,0.025,,
139080,0.025,,
139200,0.025,,
139320,0.025,,
139440,0.025,,
139560,0.025,,
139680,0.025,,
139800,0.025,,
139920,0.025,,
140040,0.025,,
140160,0.025,,
140280,0.025,,
140400,0.025,,
140520,0.025,,
140640,0.025,,
140760,0.025,,
140880,0.025,,
141000,0.025,,
141120,0.025,,
141240,0.025,,
141360,0.025,,
141480,0.025,,
141600,0.025,,
141720,0.025,,
141840,0.025,,
141960,0.025,,
142080,0.025,,
142200,0.025,,
142320,0.025,,
142440,0.025,,
142560,0.025,,
142680,0.025,,
142800,0.025,,
142920,0.025,,
143040,0.025,,
143160,0.025,,
143280,0.025,,
143400,0.025,,
143520,0.025,,
143640,0.025,,
143760,0.025,,
143880,0.025,,
144000,0.025,,
144120,0.025,,
144240,0.025,,
144360,0.025,,
144480,0.025,,
144600,0.025,,
144720,0.025,,
144840,0.025,,
144960,0.026,,
145080,0.025,,
145200,0.024,,
145320,0.024,,
145440,0.024,,
145560,0.024,,
145680,0.025,,
145800,0.025,,
145920,0.025,,
146040,0.025,,
146160,0.025,,
146280,0.025,,
146400,0.025,,
146520,0.025,,
146640,0.024,,
146760,0.024,,
146880,0.024,,
147000,0.024,,
147120,0.024,,
147240,0.024,,
147360,0.024,,
147480,0.024,,
147600,0.024,,
147720,0.024,,
147840,0.024,,
147960,0.024,,
148080,0.024,,
148200,0.024,,
148320,0.024,,
148440,0.024,,
148560,0.024,,
148680,0.024,,
148800,0.024,,
148920,0.024,,
149040,0.023,,
149160,0.023,,
149280,0.023,,
149400,0.023,,
149520,0.023,,
149640,0.023,,
149760,0.023,,
149880,0.023,,
150000,0.023,,
150120,0.023,,
150240,0.023,,
150360,0.023,,
150480,0.023,,
150600,0.023,,
150720,0.023,,
150840,0.022,,
150960,0.022,,
151080,0.022,,
151200,0.022,,
151320,0.022,,
151440,0.022,,
151560,0.022,,
151680,0.023,,
151800,0.023,,
151920,0.023,,
152040,0.023,,
152160,0.023,,
152280,0.023,,
152400,0.023,,
152520,0.023,,
152640,0.023,,
152760,0.023,,
152880,0.023,,
153000,0.023,,
153120,0.023,,
153240,0.023,,
153360,0.023,,
153480,0.023,,
153600,0.023,,
153720,0.023,,
153840,0.023,,
153960,0.023,,
154080,0.023,,
154200,0.023,,
154320,0.023,,
154440,0.023,,
154560,0.023,,
154680,0.023,,
154800,0.023,,
154920,0.023,,
155040,0.023,,
155160,0.023,,
155280,0.023,,
155400,0.023,,
155520,0.023,,
155640,0.023,,
155760,0.023,,
155880,0.023,,
156000,0.023,,
156120,0.023,,
156240,0.024,,
156360,0.023,,
156480,0.023,,
156600,0.023,,
156720,0.023,,
156840,0.023,,
156960,0.023,,
157080,0.023,,
157200,0.023,,
157320,0.023,,
157440,0.023,,
157560,0.023,,
157680,0.023,,
157800,0.024,,
157920,0.024,,
158040,0.024,,
158160,0.024,,
158280,0.024,,
158400,0.024,,
158520,0.024,,
158640,0.023,,
158760,0.023,,
158880,0.023,,
159000,0.023,,
159120,0.023,,
159240,0.023,,
159360,0.023,,
159480,0.023,,
159600,0.023,,
159720,0.023,,
159840,0.023,,
159960,0.023,,
160080,0.023,,
160200,0.023,,
160320,0.024,,
160440,0.023,,
160560,0.023,,
160680,0.024,,
160800,0.024,,
160920,0.024,,
161040,0.024,,
161160,0.024,,
161280,0.024,,
161400,0.025,,
161520,0.024,,
161640,0.024,,
161760,0.024,,
161880,0.024,,
162000,0.024,,
162120,0.024,,
162240,0.024,,
162360,0.024,,
162480,0.024,,
162600,0.024,,
162720,0.024,,
162840,0.024,,
162960,0.024,,
163080,0.025,,
163200,0.024,,
163320,0.025,,
163440,0.024,,
163560,0.024,,
163680,0.024,,
163800,0.024,,
163920,0.025,,
164040,0.024,,
164160,0.025,,
164280,0.025,,
164400,0.025,,
164520,0.025,,
164640,0.025,,
164760,0.024,,
164880,0.024,,
165000,0.025,,
165120,0.025,,
165240,0.025,,
165360,0.025,,
165480,0.025,,
165600,0.025,,
165720,0.025,,
165840,0.025,,
165960,0.025,,
166080,0.025,,
166200,0.025,,
166320,0.025,,
166440,0.025,,
166560,0.025,,
166680,0.024,,
166800,0.024,,
166920,0.025,,
167040,0.025,,
167160,0.024,,
167280,0.024,,
167400,0.024,,
167520,0.024,,
167640,0.024,,
167760,0.024,,
167880,0.025,,
168000,0.025,,
168120,0.025,,
168240,0.025,,
168360,0.025,,
168480,0.025,,
168600,0.025,,
168720,0.025,,
168840,0.025,,
168960,0.025,,
169080,0.024,,
169200,0.024,,
169320,0.024,,
169440,0.024,,
169560,0.024,,
169680,0.024,,
169800,0.024,,
169920,0.025,,
170040,0.024,,
170160,0.024,,
170280,0.023,,
170400,0.023,,
170520,0.023,,
170640,0.023,,
170760,0.023,,
170880,0.023,,
171000,0.024,,
171120,0.024,,
171240,0.024,,
171360,0.024,,
171480,0.025,,
171600,0.025,,
171720,0.025,,
171840,0.026,,
171960,0.026,,
172080,0.026,,
172200,0.026,,
172320,0.026,,
172440,0.026,,
172560,0.026,,
172680,0.026,,
172800,0.026,,
172920,0.021,,
173040,0.023,,
173160,0.023,,
173280,0.023,,
173400,0.023,,
173520,0.022,,
173640,0.021,,
173760,0.022,,
173880,0.023,,
174000,0.021,,
174120,0.022,,
174240,0.023,,
174360,0.023,,
174480,0.023,,
174600,0.023,,
174720,0.023,,
174840,0.023,,
174960,0.024,,
175080,0.023,,
175200,0.024,,
175320,0.024,,
175440,0.024,,
175560,0.024,,
175680,0.024,,
175800,0.024,,
175920,0.024,,
176040,0.024,,
176160,0.024,,
176280,0.023,,
176400,0.023,,
176520,0.023,,
176640,0.023,,
176760,0.024,,
176880,0.024,,
177000,0.024,,
177120,0.024,,
177240,0.025,,
177360,0.026,,
177480,0.038,,
177600,0.105,,
177720,0.137,,
177840,0.145,,
177960,0.150,,
178080,0.152,,
178200,0.153,,
178320,0.154,,
178440,0.156,,
178560,0.155,,
178680,0.156,,
178800,0.157,,
178920,0.158,,
179040,0.158,,
179160,0.159,,
179280,0.160,,
179400,0.161,,
