Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530150710
Firmware Version,3.5
Calibration Date,2017/05/02
Test Name,IAQ_OUTDOOR_026
Test Start Time,16:19:07
Test Start Date,2018/08/17
Test Length [D:H:M],2:18:22
Test Interval [M:S],2:0
Mass Average [mg/m3],0.081
Mass Minimum [mg/m3],0.009
Mass Maximum [mg/m3],0.383
Mass TWA [mg/m3],0.015
Photometric User Cal,0.38
Flow User Cal,0.00
Errors,
Number of Samples,1991

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
39360,0.017,,
39480,0.017,,
39600,0.017,,
39720,0.017,,
39840,0.017,,
39960,0.017,,
40080,0.017,,
40200,0.017,,
40320,0.017,,
40440,0.017,,
40560,0.017,,
40680,0.017,,
40800,0.017,,
40920,0.018,,
41040,0.018,,
41160,0.017,,
41280,0.017,,
41400,0.017,,
41520,0.017,,
41640,0.018,,
41760,0.019,,
41880,0.018,,
42000,0.017,,
42120,0.017,,
42240,0.017,,
42360,0.017,,
42480,0.017,,
42600,0.016,,
42720,0.016,,
42840,0.017,,
42960,0.017,,
43080,0.017,,
43200,0.018,,
43320,0.018,,
43440,0.017,,
43560,0.017,,
43680,0.017,,
43800,0.017,,
43920,0.017,,
44040,0.017,,
44160,0.017,,
44280,0.017,,
44400,0.016,,
44520,0.016,,
44640,0.016,,
44760,0.016,,
44880,0.016,,
45000,0.016,,
45120,0.016,,
45240,0.016,,
45360,0.016,,
45480,0.016,,
45600,0.016,,
45720,0.016,,
45840,0.015,,
45960,0.015,,
46080,0.016,,
46200,0.016,,
46320,0.016,,
46440,0.016,,
46560,0.016,,
46680,0.016,,
46800,0.016,,
46920,0.016,,
47040,0.017,,
47160,0.017,,
47280,0.016,,
47400,0.016,,
47520,0.016,,
47640,0.016,,
47760,0.016,,
47880,0.016,,
48000,0.016,,
48120,0.016,,
48240,0.017,,
48360,0.016,,
48480,0.016,,
48600,0.016,,
48720,0.016,,
48840,0.017,,
48960,0.017,,
49080,0.017,,
49200,0.016,,
49320,0.016,,
49440,0.016,,
49560,0.016,,
49680,0.016,,
49800,0.016,,
49920,0.017,,
50040,0.017,,
50160,0.017,,
50280,0.018,,
50400,0.018,,
50520,0.018,,
50640,0.018,,
50760,0.018,,
50880,0.018,,
51000,0.019,,
51120,0.020,,
51240,0.021,,
51360,0.022,,
51480,0.021,,
51600,0.020,,
51720,0.020,,
51840,0.020,,
51960,0.020,,
52080,0.020,,
52200,0.020,,
52320,0.019,,
52440,0.018,,
52560,0.019,,
52680,0.019,,
52800,0.018,,
52920,0.018,,
53040,0.017,,
53160,0.018,,
53280,0.017,,
53400,0.016,,
53520,0.015,,
53640,0.014,,
53760,0.013,,
53880,0.013,,
54000,0.011,,
54120,0.010,,
54240,0.010,,
54360,0.010,,
54480,0.010,,
54600,0.009,,
54720,0.009,,
54840,0.009,,
54960,0.009,,
55080,0.009,,
55200,0.009,,
55320,0.009,,
55440,0.009,,
55560,0.009,,
55680,0.009,,
55800,0.009,,
55920,0.009,,
56040,0.009,,
56160,0.009,,
56280,0.009,,
56400,0.010,,
56520,0.012,,
56640,0.015,,
56760,0.015,,
56880,0.016,,
57000,0.016,,
57120,0.018,,
57240,0.019,,
57360,0.019,,
57480,0.018,,
57600,0.018,,
57720,0.018,,
57840,0.017,,
57960,0.018,,
58080,0.018,,
58200,0.018,,
58320,0.018,,
58440,0.018,,
58560,0.017,,
58680,0.017,,
58800,0.016,,
58920,0.016,,
59040,0.016,,
59160,0.015,,
59280,0.015,,
59400,0.014,,
59520,0.014,,
59640,0.014,,
59760,0.014,,
59880,0.014,,
60000,0.013,,
60120,0.011,,
60240,0.011,,
60360,0.011,,
60480,0.011,,
60600,0.011,,
60720,0.012,,
60840,0.012,,
60960,0.012,,
61080,0.012,,
61200,0.012,,
61320,0.012,,
61440,0.012,,
61560,0.012,,
61680,0.012,,
61800,0.012,,
61920,0.012,,
62040,0.012,,
62160,0.012,,
62280,0.012,,
62400,0.012,,
62520,0.012,,
62640,0.012,,
62760,0.011,,
62880,0.011,,
63000,0.011,,
63120,0.011,,
63240,0.011,,
63360,0.011,,
63480,0.011,,
63600,0.011,,
63720,0.011,,
63840,0.011,,
63960,0.011,,
64080,0.011,,
64200,0.011,,
64320,0.011,,
64440,0.011,,
64560,0.011,,
64680,0.011,,
64800,0.011,,
64920,0.011,,
65040,0.010,,
65160,0.011,,
65280,0.011,,
65400,0.011,,
65520,0.010,,
65640,0.010,,
65760,0.010,,
65880,0.010,,
66000,0.010,,
66120,0.010,,
66240,0.010,,
66360,0.010,,
66480,0.010,,
66600,0.010,,
66720,0.010,,
66840,0.010,,
66960,0.010,,
67080,0.010,,
67200,0.010,,
67320,0.010,,
67440,0.010,,
67560,0.010,,
67680,0.010,,
67800,0.010,,
67920,0.010,,
68040,0.010,,
68160,0.010,,
68280,0.010,,
68400,0.010,,
68520,0.010,,
68640,0.010,,
68760,0.010,,
68880,0.010,,
69000,0.010,,
69120,0.010,,
69240,0.010,,
69360,0.009,,
69480,0.010,,
69600,0.010,,
69720,0.010,,
69840,0.010,,
69960,0.010,,
70080,0.010,,
70200,0.010,,
70320,0.010,,
70440,0.010,,
70560,0.010,,
70680,0.010,,
70800,0.010,,
70920,0.010,,
71040,0.009,,
71160,0.009,,
71280,0.010,,
71400,0.010,,
71520,0.010,,
71640,0.010,,
71760,0.010,,
71880,0.010,,
72000,0.010,,
72120,0.010,,
72240,0.010,,
72360,0.010,,
72480,0.010,,
72600,0.010,,
72720,0.010,,
72840,0.010,,
72960,0.011,,
73080,0.010,,
73200,0.010,,
73320,0.010,,
73440,0.010,,
73560,0.010,,
73680,0.010,,
73800,0.010,,
73920,0.011,,
74040,0.011,,
74160,0.011,,
74280,0.011,,
74400,0.011,,
74520,0.011,,
74640,0.011,,
74760,0.011,,
74880,0.011,,
75000,0.012,,
75120,0.012,,
75240,0.012,,
75360,0.012,,
75480,0.012,,
75600,0.011,,
75720,0.012,,
75840,0.012,,
75960,0.012,,
76080,0.012,,
76200,0.012,,
76320,0.012,,
76440,0.012,,
76560,0.012,,
76680,0.012,,
76800,0.013,,
76920,0.013,,
77040,0.013,,
77160,0.013,,
77280,0.013,,
77400,0.012,,
77520,0.013,,
77640,0.012,,
77760,0.012,,
77880,0.012,,
78000,0.012,,
78120,0.012,,
78240,0.012,,
78360,0.012,,
78480,0.013,,
78600,0.013,,
78720,0.013,,
78840,0.013,,
78960,0.013,,
79080,0.012,,
79200,0.012,,
79320,0.012,,
79440,0.012,,
79560,0.013,,
79680,0.013,,
79800,0.012,,
79920,0.012,,
80040,0.012,,
80160,0.013,,
80280,0.012,,
80400,0.012,,
80520,0.012,,
80640,0.012,,
80760,0.013,,
80880,0.012,,
81000,0.013,,
81120,0.013,,
81240,0.013,,
81360,0.013,,
81480,0.013,,
81600,0.013,,
81720,0.013,,
81840,0.013,,
81960,0.013,,
82080,0.013,,
82200,0.013,,
82320,0.013,,
82440,0.013,,
82560,0.013,,
82680,0.013,,
82800,0.013,,
82920,0.013,,
83040,0.013,,
83160,0.013,,
83280,0.013,,
83400,0.013,,
83520,0.013,,
83640,0.013,,
83760,0.013,,
83880,0.014,,
84000,0.014,,
84120,0.014,,
84240,0.013,,
84360,0.013,,
84480,0.014,,
84600,0.013,,
84720,0.013,,
84840,0.013,,
84960,0.013,,
85080,0.013,,
85200,0.014,,
85320,0.014,,
85440,0.013,,
85560,0.013,,
85680,0.013,,
85800,0.013,,
85920,0.013,,
86040,0.013,,
86160,0.013,,
86280,0.013,,
86400,0.013,,
86520,0.012,,
86640,0.014,,
86760,0.014,,
86880,0.014,,
87000,0.014,,
87120,0.014,,
87240,0.014,,
87360,0.014,,
87480,0.014,,
87600,0.014,,
87720,0.014,,
87840,0.014,,
87960,0.014,,
88080,0.014,,
88200,0.014,,
88320,0.014,,
88440,0.014,,
88560,0.014,,
88680,0.014,,
88800,0.014,,
88920,0.014,,
89040,0.014,,
89160,0.014,,
89280,0.014,,
89400,0.014,,
89520,0.014,,
89640,0.014,,
89760,0.014,,
89880,0.014,,
90000,0.014,,
90120,0.014,,
90240,0.015,,
90360,0.015,,
90480,0.015,,
90600,0.015,,
90720,0.015,,
90840,0.015,,
90960,0.015,,
91080,0.015,,
91200,0.015,,
91320,0.015,,
91440,0.015,,
91560,0.015,,
91680,0.015,,
91800,0.015,,
91920,0.015,,
92040,0.016,,
92160,0.015,,
92280,0.016,,
92400,0.016,,
92520,0.015,,
92640,0.015,,
92760,0.016,,
92880,0.015,,
93000,0.016,,
93120,0.016,,
93240,0.016,,
93360,0.016,,
93480,0.017,,
93600,0.017,,
93720,0.017,,
93840,0.017,,
93960,0.017,,
94080,0.017,,
94200,0.018,,
94320,0.018,,
94440,0.018,,
94560,0.018,,
94680,0.018,,
94800,0.018,,
94920,0.018,,
95040,0.018,,
95160,0.019,,
95280,0.019,,
95400,0.019,,
95520,0.019,,
95640,0.019,,
95760,0.019,,
95880,0.019,,
96000,0.019,,
96120,0.019,,
96240,0.020,,
96360,0.020,,
96480,0.020,,
96600,0.020,,
96720,0.021,,
96840,0.021,,
96960,0.022,,
97080,0.022,,
97200,0.022,,
97320,0.022,,
97440,0.023,,
97560,0.023,,
97680,0.023,,
97800,0.023,,
97920,0.023,,
98040,0.023,,
98160,0.023,,
98280,0.023,,
98400,0.022,,
98520,0.021,,
98640,0.021,,
98760,0.021,,
98880,0.021,,
99000,0.021,,
99120,0.021,,
99240,0.021,,
99360,0.021,,
99480,0.021,,
99600,0.022,,
99720,0.022,,
99840,0.022,,
99960,0.022,,
100080,0.023,,
100200,0.023,,
100320,0.023,,
100440,0.023,,
100560,0.023,,
100680,0.023,,
100800,0.023,,
100920,0.023,,
101040,0.023,,
101160,0.024,,
101280,0.024,,
101400,0.023,,
101520,0.023,,
101640,0.024,,
101760,0.024,,
101880,0.023,,
102000,0.023,,
102120,0.023,,
102240,0.023,,
102360,0.023,,
102480,0.023,,
102600,0.023,,
102720,0.024,,
102840,0.024,,
102960,0.024,,
103080,0.024,,
103200,0.024,,
103320,0.024,,
103440,0.023,,
103560,0.023,,
103680,0.024,,
103800,0.024,,
103920,0.023,,
104040,0.024,,
104160,0.024,,
104280,0.022,,
104400,0.022,,
104520,0.023,,
104640,0.023,,
104760,0.023,,
104880,0.023,,
105000,0.023,,
105120,0.023,,
105240,0.023,,
105360,0.023,,
105480,0.023,,
105600,0.023,,
105720,0.024,,
105840,0.024,,
105960,0.024,,
106080,0.024,,
106200,0.023,,
106320,0.023,,
106440,0.023,,
106560,0.021,,
106680,0.022,,
106800,0.023,,
106920,0.023,,
107040,0.024,,
107160,0.024,,
107280,0.024,,
107400,0.023,,
107520,0.023,,
107640,0.023,,
107760,0.022,,
107880,0.022,,
108000,0.023,,
108120,0.023,,
108240,0.022,,
108360,0.022,,
108480,0.023,,
108600,0.022,,
108720,0.023,,
108840,0.023,,
108960,0.023,,
109080,0.023,,
109200,0.022,,
109320,0.022,,
109440,0.022,,
109560,0.022,,
109680,0.022,,
109800,0.022,,
109920,0.022,,
110040,0.022,,
110160,0.022,,
110280,0.022,,
110400,0.022,,
110520,0.022,,
110640,0.022,,
110760,0.023,,
110880,0.023,,
111000,0.024,,
111120,0.024,,
111240,0.024,,
111360,0.024,,
111480,0.024,,
111600,0.024,,
111720,0.024,,
111840,0.024,,
111960,0.024,,
112080,0.024,,
112200,0.024,,
112320,0.024,,
112440,0.024,,
112560,0.025,,
112680,0.025,,
112800,0.025,,
112920,0.025,,
113040,0.024,,
113160,0.025,,
113280,0.025,,
113400,0.025,,
113520,0.025,,
113640,0.025,,
113760,0.025,,
113880,0.025,,
114000,0.025,,
114120,0.025,,
114240,0.025,,
114360,0.025,,
114480,0.025,,
114600,0.025,,
114720,0.025,,
114840,0.025,,
114960,0.026,,
115080,0.025,,
115200,0.025,,
115320,0.025,,
115440,0.026,,
115560,0.026,,
115680,0.026,,
115800,0.025,,
115920,0.025,,
116040,0.025,,
116160,0.025,,
116280,0.025,,
116400,0.024,,
116520,0.024,,
116640,0.024,,
116760,0.025,,
116880,0.025,,
117000,0.024,,
117120,0.024,,
117240,0.024,,
117360,0.024,,
117480,0.024,,
117600,0.024,,
117720,0.024,,
117840,0.024,,
117960,0.025,,
118080,0.025,,
118200,0.024,,
118320,0.024,,
118440,0.024,,
118560,0.024,,
118680,0.024,,
118800,0.024,,
118920,0.024,,
119040,0.024,,
119160,0.024,,
119280,0.024,,
119400,0.024,,
119520,0.024,,
119640,0.024,,
119760,0.024,,
119880,0.024,,
120000,0.024,,
120120,0.024,,
120240,0.024,,
120360,0.024,,
120480,0.024,,
120600,0.024,,
120720,0.024,,
120840,0.024,,
120960,0.024,,
121080,0.024,,
121200,0.024,,
121320,0.024,,
121440,0.024,,
121560,0.024,,
121680,0.024,,
121800,0.024,,
121920,0.023,,
122040,0.023,,
122160,0.024,,
122280,0.024,,
122400,0.024,,
122520,0.024,,
122640,0.024,,
122760,0.024,,
122880,0.024,,
123000,0.024,,
123120,0.024,,
123240,0.024,,
123360,0.024,,
123480,0.024,,
123600,0.024,,
123720,0.023,,
123840,0.023,,
123960,0.023,,
124080,0.023,,
124200,0.023,,
124320,0.023,,
124440,0.023,,
124560,0.023,,
124680,0.022,,
124800,0.023,,
124920,0.023,,
125040,0.023,,
125160,0.023,,
125280,0.023,,
125400,0.023,,
125520,0.023,,
125640,0.023,,
125760,0.023,,
125880,0.023,,
126000,0.023,,
126120,0.023,,
126240,0.023,,
126360,0.023,,
126480,0.023,,
126600,0.023,,
126720,0.023,,
126840,0.023,,
126960,0.023,,
127080,0.023,,
127200,0.023,,
127320,0.022,,
127440,0.022,,
127560,0.022,,
127680,0.022,,
127800,0.022,,
127920,0.022,,
128040,0.022,,
128160,0.022,,
128280,0.022,,
128400,0.022,,
128520,0.022,,
128640,0.022,,
128760,0.022,,
128880,0.022,,
129000,0.022,,
129120,0.022,,
129240,0.022,,
129360,0.022,,
129480,0.022,,
129600,0.022,,
129720,0.022,,
129840,0.022,,
129960,0.022,,
130080,0.022,,
130200,0.022,,
130320,0.022,,
130440,0.022,,
130560,0.022,,
130680,0.023,,
130800,0.022,,
130920,0.023,,
131040,0.023,,
131160,0.023,,
131280,0.022,,
131400,0.023,,
131520,0.023,,
131640,0.024,,
131760,0.024,,
131880,0.023,,
132000,0.023,,
132120,0.023,,
132240,0.023,,
132360,0.023,,
132480,0.023,,
132600,0.023,,
132720,0.024,,
132840,0.024,,
132960,0.023,,
133080,0.023,,
133200,0.022,,
133320,0.022,,
133440,0.022,,
133560,0.022,,
133680,0.022,,
133800,0.022,,
133920,0.022,,
134040,0.022,,
134160,0.022,,
134280,0.023,,
134400,0.023,,
134520,0.023,,
134640,0.023,,
134760,0.022,,
134880,0.022,,
135000,0.022,,
135120,0.022,,
135240,0.022,,
135360,0.022,,
135480,0.022,,
135600,0.022,,
135720,0.022,,
135840,0.022,,
135960,0.022,,
136080,0.022,,
136200,0.022,,
136320,0.022,,
136440,0.022,,
136560,0.022,,
136680,0.022,,
136800,0.022,,
136920,0.022,,
137040,0.022,,
137160,0.021,,
137280,0.021,,
137400,0.021,,
137520,0.021,,
137640,0.021,,
137760,0.021,,
137880,0.021,,
138000,0.021,,
138120,0.021,,
138240,0.021,,
138360,0.021,,
138480,0.021,,
138600,0.021,,
138720,0.021,,
138840,0.022,,
138960,0.022,,
139080,0.022,,
139200,0.022,,
139320,0.022,,
139440,0.022,,
139560,0.022,,
139680,0.022,,
139800,0.022,,
139920,0.022,,
140040,0.022,,
140160,0.021,,
140280,0.021,,
140400,0.022,,
140520,0.022,,
140640,0.022,,
140760,0.022,,
140880,0.022,,
141000,0.022,,
141120,0.022,,
141240,0.022,,
141360,0.022,,
141480,0.022,,
141600,0.022,,
141720,0.022,,
141840,0.022,,
141960,0.022,,
142080,0.022,,
142200,0.022,,
142320,0.022,,
142440,0.022,,
142560,0.022,,
142680,0.022,,
142800,0.022,,
142920,0.022,,
143040,0.022,,
143160,0.022,,
143280,0.022,,
143400,0.022,,
143520,0.022,,
143640,0.022,,
143760,0.022,,
143880,0.022,,
144000,0.022,,
144120,0.022,,
144240,0.022,,
144360,0.022,,
144480,0.022,,
144600,0.022,,
144720,0.022,,
144840,0.022,,
144960,0.022,,
145080,0.022,,
145200,0.021,,
145320,0.022,,
145440,0.022,,
145560,0.022,,
145680,0.022,,
145800,0.022,,
145920,0.022,,
146040,0.022,,
146160,0.021,,
146280,0.021,,
146400,0.022,,
146520,0.021,,
146640,0.021,,
146760,0.021,,
146880,0.021,,
147000,0.021,,
147120,0.021,,
147240,0.021,,
147360,0.021,,
147480,0.021,,
147600,0.021,,
147720,0.021,,
147840,0.021,,
147960,0.021,,
148080,0.021,,
148200,0.021,,
148320,0.021,,
148440,0.021,,
148560,0.021,,
148680,0.021,,
148800,0.021,,
148920,0.021,,
149040,0.021,,
149160,0.020,,
149280,0.020,,
149400,0.020,,
149520,0.020,,
149640,0.020,,
149760,0.020,,
149880,0.020,,
150000,0.020,,
150120,0.020,,
150240,0.020,,
150360,0.020,,
150480,0.020,,
150600,0.020,,
150720,0.020,,
150840,0.020,,
150960,0.020,,
151080,0.020,,
151200,0.020,,
151320,0.020,,
151440,0.020,,
151560,0.020,,
151680,0.020,,
151800,0.020,,
151920,0.021,,
152040,0.021,,
152160,0.021,,
152280,0.021,,
152400,0.020,,
152520,0.020,,
152640,0.021,,
152760,0.020,,
152880,0.020,,
153000,0.021,,
153120,0.021,,
153240,0.020,,
153360,0.020,,
153480,0.020,,
153600,0.020,,
153720,0.020,,
153840,0.020,,
153960,0.020,,
154080,0.020,,
154200,0.020,,
154320,0.020,,
154440,0.020,,
154560,0.020,,
154680,0.020,,
154800,0.020,,
154920,0.020,,
155040,0.020,,
155160,0.020,,
155280,0.020,,
155400,0.020,,
155520,0.020,,
155640,0.020,,
155760,0.020,,
155880,0.020,,
156000,0.020,,
156120,0.020,,
156240,0.021,,
156360,0.020,,
156480,0.020,,
156600,0.020,,
156720,0.020,,
156840,0.020,,
156960,0.020,,
157080,0.020,,
157200,0.020,,
157320,0.020,,
157440,0.020,,
157560,0.020,,
157680,0.020,,
157800,0.020,,
157920,0.021,,
158040,0.021,,
158160,0.020,,
158280,0.020,,
158400,0.021,,
158520,0.021,,
158640,0.020,,
158760,0.020,,
158880,0.020,,
159000,0.020,,
159120,0.020,,
159240,0.020,,
159360,0.020,,
159480,0.020,,
159600,0.020,,
159720,0.020,,
159840,0.020,,
159960,0.020,,
160080,0.020,,
160200,0.020,,
160320,0.020,,
160440,0.020,,
160560,0.020,,
160680,0.020,,
160800,0.020,,
160920,0.021,,
161040,0.021,,
161160,0.020,,
161280,0.021,,
161400,0.021,,
161520,0.020,,
161640,0.020,,
161760,0.021,,
161880,0.021,,
162000,0.021,,
162120,0.021,,
162240,0.021,,
162360,0.021,,
162480,0.021,,
162600,0.021,,
162720,0.021,,
162840,0.021,,
162960,0.021,,
163080,0.021,,
163200,0.021,,
163320,0.021,,
163440,0.020,,
163560,0.020,,
163680,0.020,,
163800,0.021,,
163920,0.021,,
164040,0.020,,
164160,0.021,,
164280,0.021,,
164400,0.021,,
164520,0.021,,
164640,0.021,,
164760,0.020,,
164880,0.020,,
165000,0.021,,
165120,0.020,,
165240,0.020,,
165360,0.021,,
165480,0.021,,
165600,0.020,,
165720,0.020,,
165840,0.020,,
165960,0.021,,
166080,0.021,,
166200,0.021,,
166320,0.021,,
166440,0.021,,
166560,0.020,,
166680,0.020,,
166800,0.020,,
166920,0.020,,
167040,0.020,,
167160,0.020,,
167280,0.020,,
167400,0.020,,
167520,0.020,,
167640,0.020,,
167760,0.020,,
167880,0.020,,
168000,0.020,,
168120,0.020,,
168240,0.020,,
168360,0.021,,
168480,0.021,,
168600,0.020,,
168720,0.021,,
168840,0.021,,
168960,0.021,,
169080,0.020,,
169200,0.020,,
169320,0.020,,
169440,0.020,,
169560,0.020,,
169680,0.020,,
169800,0.020,,
169920,0.020,,
170040,0.019,,
170160,0.019,,
170280,0.019,,
170400,0.019,,
170520,0.019,,
170640,0.019,,
170760,0.019,,
170880,0.019,,
171000,0.019,,
171120,0.019,,
171240,0.019,,
171360,0.020,,
171480,0.020,,
171600,0.021,,
171720,0.021,,
171840,0.021,,
171960,0.021,,
172080,0.021,,
172200,0.021,,
172320,0.021,,
172440,0.021,,
172560,0.021,,
172680,0.021,,
172800,0.021,,
172920,0.019,,
173040,0.021,,
173160,0.021,,
173280,0.021,,
173400,0.021,,
173520,0.020,,
173640,0.019,,
173760,0.020,,
173880,0.021,,
174000,0.019,,
174120,0.020,,
174240,0.021,,
174360,0.020,,
174480,0.021,,
174600,0.021,,
174720,0.021,,
174840,0.021,,
174960,0.022,,
175080,0.021,,
175200,0.021,,
175320,0.021,,
175440,0.022,,
175560,0.022,,
175680,0.022,,
175800,0.022,,
175920,0.022,,
176040,0.022,,
176160,0.021,,
176280,0.021,,
176400,0.021,,
176520,0.021,,
176640,0.021,,
176760,0.021,,
176880,0.022,,
177000,0.022,,
177120,0.022,,
177240,0.022,,
177360,0.024,,
177480,0.034,,
177600,0.094,,
177720,0.122,,
177840,0.129,,
177960,0.134,,
178080,0.135,,
178200,0.136,,
178320,0.137,,
178440,0.138,,
178560,0.138,,
178680,0.139,,
178800,0.140,,
178920,0.141,,
179040,0.141,,
179160,0.141,,
179280,0.142,,
179400,0.144,,
