OPC-N2 FirmwareVer=OPC-018.1..............................BD
OPC-N2 176430716                                            
Config info:
GSC,1.000
LaserDAC,186
FanDAC,255
ToFtoSFRfactor,74
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
2532,769,249,44,5,3,3,1,0,1,0,0,0,0,0,0,16,18,23,31,4.709,1.386,244.314,286.473,297.622
2457,715,242,44,7,7,3,2,0,0,0,0,0,0,0,0,16,20,20,28,4.667,1.386,236.440,278.164,281.901
2530,799,249,52,5,4,2,0,0,1,0,0,0,0,0,0,16,20,17,0,4.646,1.387,250.697,294.138,304.223
2468,743,242,49,8,7,3,1,0,0,1,0,0,0,0,0,16,21,22,25,4.635,1.344,249.137,293.255,313.115
2475,754,262,51,8,2,2,3,0,0,0,0,0,0,0,0,15,21,22,25,4.780,1.386,237.959,280.871,285.124
2501,761,236,34,8,2,2,0,1,1,0,0,0,0,0,0,16,21,24,0,4.701,1.387,240.402,280.607,293.797
2495,767,236,48,6,7,4,1,0,0,0,1,0,0,0,0,16,20,21,29,4.663,1.387,243.161,285.604,325.687
2563,756,220,47,3,3,3,2,0,0,0,0,0,0,0,0,16,20,17,26,4.644,1.386,244.915,285.233,288.756
2505,782,267,35,7,4,3,1,0,0,0,0,0,0,0,0,15,18,18,29,4.784,1.387,241.983,284.579,287.100
2582,752,255,50,6,5,4,1,0,0,0,0,0,0,0,0,15,19,19,25,4.858,1.382,239.647,281.706,284.515
2635,762,271,41,5,4,6,0,0,1,0,0,1,0,0,0,15,20,22,0,4.895,1.387,242.256,284.937,347.773
2508,760,248,48,5,4,3,0,0,0,0,0,0,0,0,0,16,20,21,0,4.756,1.387,239.748,281.178,282.708
2512,716,244,45,5,3,3,4,0,1,0,0,0,0,0,0,16,19,24,21,4.690,1.387,238.570,280.406,294.656
2541,751,230,34,7,1,3,2,1,0,0,0,1,0,0,0,16,20,7,23,4.657,1.386,243.244,283.598,345.392
2524,757,278,43,7,4,5,0,0,0,0,0,0,0,0,0,15,19,20,0,4.791,1.386,241.913,285.688,287.754
2512,755,254,49,13,8,4,0,0,0,0,0,0,0,0,0,15,20,25,0,4.861,1.382,236.082,278.664,280.679
2498,770,248,37,7,2,7,1,0,2,0,0,0,0,0,0,15,18,17,27,4.897,1.387,232.860,273.953,293.926
2580,733,237,40,4,6,5,2,1,0,0,0,0,0,0,0,15,19,27,24,4.915,1.386,231.924,271.705,278.869
2595,749,248,51,9,6,4,1,0,0,0,0,0,0,0,0,15,18,26,27,4.924,1.386,235.429,276.674,279.504
2606,775,237,34,4,6,3,1,0,2,0,0,0,0,0,0,16,22,21,25,4.770,1.387,244.098,284.808,304.410
2545,753,267,50,7,7,4,0,0,1,0,0,0,0,0,0,16,19,17,0,4.696,1.386,246.588,291.176,301.832
2555,716,245,63,6,1,0,0,1,1,0,0,0,0,0,0,15,19,25,0,4.812,1.383,236.121,276.724,289.186
2531,746,222,45,2,4,2,0,0,0,0,0,0,0,0,0,16,20,19,0,4.717,1.387,238.528,277.313,278.520
2542,756,251,40,1,4,2,2,0,2,1,0,0,0,0,0,16,21,27,29,4.670,1.387,245.625,287.892,324.963
2569,686,252,42,8,4,1,1,0,0,0,0,0,0,0,0,16,21,20,31,4.648,1.386,242.021,283.199,285.287
2489,720,219,40,7,2,3,0,0,0,0,1,0,0,0,0,16,18,37,0,4.636,1.387,237.341,276.145,314.904
2521,762,250,42,10,5,3,1,1,1,0,0,0,0,0,0,15,20,25,23,4.780,1.383,240.203,282.621,297.080
2524,731,279,43,6,1,0,1,0,0,1,0,0,0,0,1,16,19,13,25,4.701,1.386,244.109,287.020,348.238
2532,730,237,40,4,2,7,1,1,0,0,0,0,0,0,0,16,20,21,25,4.663,1.386,241.445,282.916,289.789
2444,720,249,43,5,3,3,1,2,0,0,0,0,0,0,0,16,18,23,31,4.644,1.386,238.035,280.087,289.429
2505,787,236,46,4,6,3,2,0,1,0,0,0,0,0,0,15,18,22,29,4.784,1.386,239.290,280.729,292.811
2507,778,264,42,6,2,3,0,0,1,0,0,0,0,0,0,15,18,31,0,4.858,1.386,237.941,279.654,289.458
2488,724,247,57,5,5,4,0,1,1,0,0,0,0,0,0,15,20,23,0,4.895,1.383,229.423,270.499,283.881
2482,732,224,33,10,3,2,2,1,1,0,0,0,0,0,0,16,18,29,32,4.756,1.387,232.490,271.511,286.604
2461,733,250,34,7,2,3,2,0,0,0,0,0,0,0,0,16,19,50,27,4.690,1.386,237.739,278.839,282.319
2536,733,226,44,11,7,4,0,0,1,0,1,0,0,0,0,15,20,22,0,4.808,1.387,233.695,273.655,320.017
2622,720,269,60,6,4,7,1,0,1,0,0,0,0,0,0,16,18,23,59,4.715,1.386,247.305,292.605,304.904
2551,746,237,52,11,2,6,1,1,0,1,0,0,0,0,0,16,20,15,29,4.670,1.386,244.271,287.295,310.397
2508,786,265,41,3,5,2,1,0,0,0,0,0,0,0,0,15,18,22,27,4.798,1.383,242.444,284.920,287.206
2490,782,264,38,6,2,6,1,0,0,0,0,0,0,0,0,16,19,24,11,4.710,1.387,244.700,288.265,291.509
2571,765,248,42,8,6,3,1,0,1,0,0,0,2,0,0,16,19,22,25,4.667,1.387,248.218,291.218,413.316
2617,747,275,44,7,7,3,1,0,1,0,0,0,0,0,0,15,20,22,27,4.796,1.386,245.517,289.432,300.600
2475,731,245,41,11,3,1,0,1,0,0,0,0,0,0,0,15,20,17,0,4.864,1.386,229.536,269.001,273.243
2568,745,238,39,3,4,1,1,1,0,0,0,0,0,0,0,16,19,18,29,4.741,1.387,240.869,280.734,286.032
2559,706,260,38,9,4,1,0,1,0,0,0,0,0,0,0,16,21,18,0,4.683,1.383,243.020,284.798,289.243
2584,720,255,38,4,4,2,2,0,0,1,0,0,0,0,0,15,18,20,18,4.805,1.387,238.163,278.774,297.900
2440,763,259,46,10,3,2,3,0,0,0,0,0,0,0,0,15,19,23,38,4.868,1.386,232.120,274.082,278.299
2580,774,257,36,9,6,2,2,2,0,0,1,0,0,0,0,16,19,24,19,4.743,1.386,246.407,289.683,336.222
2509,761,231,47,4,6,3,0,1,0,0,0,0,0,0,0,16,20,22,0,4.683,1.386,241.649,282.768,287.745
2523,743,270,45,5,3,5,1,0,1,0,0,0,0,0,0,16,20,25,29,4.654,1.387,246.678,291.124,302.954
2519,729,239,44,6,5,3,3,1,0,0,0,0,0,0,0,15,20,22,38,4.790,1.383,235.324,276.352,284.217
2460,810,244,54,8,3,3,1,0,1,0,0,0,0,0,0,15,18,24,27,4.860,1.386,236.443,278.393,289.260
2464,740,231,41,7,2,3,0,1,0,1,0,0,0,0,0,16,20,25,0,4.740,1.386,234.094,273.690,294.580
2502,772,247,46,10,7,4,1,1,0,0,0,0,0,0,0,16,19,18,31,4.682,1.387,244.329,288.023,294.411
2527,742,249,50,6,5,3,4,0,0,0,0,0,0,0,0,16,19,25,24,4.653,1.386,244.661,288.235,293.978
2542,704,253,43,5,7,3,5,1,0,0,0,0,0,0,0,16,20,20,27,4.639,1.387,242.773,286.402,296.651
2475,714,242,46,11,4,1,1,0,1,0,0,0,0,0,0,16,20,33,11,4.632,1.383,239.896,281.587,292.536
2452,771,267,43,10,4,5,0,0,0,0,0,0,0,0,0,15,18,21,0,4.778,1.386,238.744,282.150,284.242
2513,779,238,48,7,5,4,2,0,0,1,0,0,0,0,0,16,19,20,35,4.700,1.387,243.566,286.175,306.335
2526,793,241,50,8,6,3,2,0,1,0,1,0,0,0,0,15,19,22,26,4.814,1.386,240.295,282.665,330.684
2576,740,241,38,7,6,4,2,1,0,1,1,0,0,0,0,16,20,20,30,4.718,1.386,242.537,284.444,344.576
2537,756,259,48,5,1,4,3,0,1,0,0,0,0,0,0,16,19,19,36,4.671,1.382,247.353,291.345,304.875
2557,739,258,48,9,6,4,1,0,0,0,0,0,0,0,0,16,22,22,31,4.648,1.386,247.395,291.462,294.462
2486,716,241,40,10,7,6,1,0,1,0,0,0,0,0,0,16,20,18,11,4.636,1.348,246.408,290.253,302.915
2479,728,224,37,9,4,3,1,0,1,1,0,0,0,0,0,16,20,24,27,4.631,1.386,238.404,278.536,306.412
2417,775,248,54,5,6,5,2,0,0,0,0,0,0,0,0,16,20,26,27,4.628,1.386,242.991,287.405,291.680
2500,718,238,48,5,3,2,2,0,0,0,1,0,0,0,0,15,21,18,28,4.776,1.387,233.246,273.189,312.640
2558,754,245,37,11,4,7,0,0,0,0,0,0,0,0,0,15,19,22,0,4.853,1.382,237.291,278.466,280.993
2495,717,229,47,8,4,4,1,0,0,1,0,0,0,0,0,16,20,25,25,4.736,1.387,233.800,273.912,292.856
2528,729,255,40,4,3,9,3,1,0,1,0,0,0,0,0,16,20,25,22,4.680,1.386,242.355,286.333,312.146
2484,799,232,39,8,9,2,3,1,1,0,0,0,0,0,0,15,18,22,25,4.803,1.386,237.741,279.431,295.639
2535,772,232,48,12,6,3,1,1,0,0,0,0,0,0,0,15,18,26,27,4.867,1.386,235.231,276.092,281.957
2464,719,271,50,7,6,4,0,0,0,0,0,0,0,0,0,15,20,20,0,4.900,1.386,229.335,271.381,273.250
2500,775,265,44,3,5,3,0,0,1,0,0,0,0,0,0,15,20,21,0,4.917,1.382,235.377,277.018,286.835
2456,761,253,51,8,3,2,2,0,0,0,1,0,0,0,0,15,19,22,33,4.925,1.387,229.549,270.514,308.832
2481,727,257,67,9,6,4,3,0,1,0,1,0,0,0,0,15,20,21,27,4.929,1.386,228.690,271.839,320.040
2475,746,236,42,4,6,4,1,1,1,2,0,0,0,0,0,15,19,22,27,4.931,1.386,226.731,266.372,311.568
2476,776,262,35,7,3,4,0,0,0,0,0,0,0,0,0,15,18,22,0,4.932,1.386,232.123,272.772,274.446
2429,750,246,44,5,4,3,1,0,0,0,0,0,0,0,0,15,19,19,35,4.933,1.387,225.682,265.173,267.601
2497,747,225,46,11,6,3,3,0,0,0,0,0,0,0,0,16,20,19,36,4.774,1.383,235.139,275.892,280.550
2522,741,241,44,7,3,2,3,0,0,0,0,0,0,0,0,16,20,22,31,4.698,1.386,240.755,282.135,286.439
2523,760,250,34,8,5,1,3,2,0,0,0,0,0,0,0,16,19,19,37,4.661,1.387,245.266,288.009,298.940
2617,713,268,35,7,6,2,0,0,0,0,0,0,0,0,0,16,19,24,0,4.643,1.386,249.176,291.911,293.301
2553,748,260,59,6,4,0,0,0,0,0,0,0,0,0,0,15,19,33,0,4.784,1.387,241.438,283.574,284.402
2534,822,274,41,5,4,3,3,1,0,1,0,0,0,0,0,15,19,30,22,4.857,1.387,244.487,288.770,312.225
2481,833,265,45,8,5,1,0,2,0,1,0,0,0,0,0,15,18,27,0,4.895,1.383,240.706,283.891,307.113
2526,758,237,47,2,4,1,1,1,0,0,0,0,0,0,0,15,18,17,31,4.914,1.387,231.496,270.480,275.609
2609,698,240,43,6,1,3,1,0,0,0,0,0,1,0,0,15,17,23,33,4.924,1.386,230.295,268.465,323.242
2493,776,249,42,5,1,2,2,2,0,0,1,0,0,0,0,16,20,23,33,4.770,1.386,239.625,281.318,327.361
2580,716,246,38,5,1,2,0,0,1,0,0,0,0,0,0,16,20,17,0,4.696,1.386,242.045,282.063,291.852
2436,761,258,54,12,8,1,2,0,1,0,1,0,0,0,1,16,19,20,25,4.660,1.383,242.961,287.958,381.082
2541,710,220,57,8,6,2,0,0,0,1,0,0,0,0,0,16,19,23,0,4.643,1.386,239.847,280.237,298.130
2521,828,279,34,4,9,2,0,0,0,0,0,0,0,0,0,15,19,21,0,4.784,1.387,248.486,292.682,294.140
2576,755,251,47,8,2,1,2,0,1,0,0,0,0,0,0,15,18,27,28,4.857,1.387,238.278,279.251,290.551
2535,790,273,31,4,2,1,0,0,0,0,0,0,0,0,0,15,20,26,0,4.895,1.386,239.291,280.074,280.946
2515,774,255,42,7,6,6,1,0,1,0,0,0,0,0,0,15,19,27,27,4.914,1.387,234.318,276.341,287.906
2454,818,267,44,7,8,5,2,0,0,0,0,0,0,0,0,15,19,23,16,4.924,1.383,236.709,280.551,284.673
2543,714,228,39,11,5,2,0,0,0,0,0,0,0,0,0,15,19,32,0,4.929,1.387,226.666,264.230,265.506
2448,761,302,48,7,9,4,1,1,1,0,0,0,0,0,0,15,19,26,29,4.931,1.387,234.213,279.975,294.416
2479,770,262,38,7,4,2,3,2,0,0,0,1,0,0,0,15,18,21,24,4.932,1.386,231.839,273.551,336.012
2491,808,266,43,12,5,3,3,0,0,0,0,0,0,0,0,15,18,32,26,4.933,1.386,236.606,279.821,284.331
2581,724,229,53,10,3,3,2,1,1,0,0,0,0,0,0,16,19,32,24,4.774,1.386,237.614,278.512,293.884
2512,729,229,41,11,2,1,1,0,0,0,0,0,0,0,0,15,19,12,25,4.852,1.383,230.736,269.036,270.960
2538,712,237,52,3,3,3,0,0,1,0,0,0,0,0,0,16,20,22,0,4.736,1.386,236.741,276.865,286.929
2593,700,263,49,6,4,7,0,0,0,0,0,0,0,0,0,16,20,17,0,4.680,1.387,244.509,288.049,290.670
2497,764,243,48,3,3,3,1,1,0,0,0,0,0,0,0,15,21,17,33,4.803,1.387,236.527,277.420,283.152
2541,711,246,41,6,3,2,0,0,0,1,0,0,0,0,0,15,18,23,0,4.867,1.386,231.106,270.022,286.916
2531,749,270,49,6,6,3,0,1,0,0,0,0,0,0,0,15,18,21,0,4.900,1.387,235.451,277.891,282.724
2503,802,262,47,8,3,7,1,0,0,1,0,0,0,0,0,15,18,32,11,4.917,1.383,237.688,280.936,299.983
2617,765,255,57,4,7,5,1,0,1,0,1,0,0,0,0,15,20,24,23,4.925,1.386,238.912,281.549,328.044
2509,726,240,38,9,1,3,1,1,0,0,0,0,0,0,0,15,18,25,25,4.929,1.386,227.161,265.771,271.299
2519,775,231,40,5,4,2,0,1,1,1,0,0,0,0,0,15,20,21,0,4.931,1.386,231.045,269.741,297.886
2553,774,256,45,10,4,1,4,1,0,0,0,0,0,0,0,15,19,23,21,4.932,1.386,235.737,277.619,285.745
2469,828,232,42,6,5,1,2,0,0,0,0,0,0,0,0,15,19,24,28,4.933,1.386,233.325,272.956,275.896
2537,766,230,53,3,5,2,1,1,0,0,0,0,0,0,0,15,18,20,41,4.933,1.383,232.014,271.403,276.837
2566,728,211,51,13,2,5,1,1,1,0,1,0,0,0,0,16,20,23,27,4.774,1.386,235.092,274.857,325.943
2493,745,242,53,8,4,2,2,0,1,0,0,0,0,0,0,15,19,17,27,4.852,1.386,232.420,273.352,285.008
2529,777,245,41,7,6,6,2,0,0,0,0,0,0,0,0,16,19,27,25,4.736,1.386,243.047,285.931,290.335
2585,740,260,46,8,4,1,2,0,0,0,0,0,0,0,0,15,19,26,30,4.833,1.387,239.620,281.285,284.311
2582,717,247,42,8,8,3,1,0,0,1,0,0,0,0,0,16,21,23,29,4.727,1.387,241.075,282.814,301.718
2572,718,260,53,7,6,4,1,0,0,0,0,0,0,0,0,15,20,24,29,4.828,1.383,238.049,280.586,283.480
2488,717,250,33,6,5,1,3,0,2,1,1,0,0,0,0,15,20,21,28,4.880,1.387,228.392,268.202,339.943
2540,797,259,47,7,2,1,1,0,0,0,0,0,0,0,0,15,19,23,47,4.906,1.386,238.729,280.033,281.951
2497,698,251,55,5,6,3,1,0,0,0,0,0,0,0,0,16,19,25,25,4.762,1.348,240.406,283.170,285.890
2582,728,244,42,3,4,4,2,0,0,0,0,0,0,0,0,16,19,18,17,4.692,1.387,243.387,284.798,288.596
2494,801,252,40,8,8,7,3,0,0,0,0,0,0,0,0,15,20,19,30,4.810,1.382,241.191,285.221,290.923
2508,839,257,51,11,6,4,1,2,0,0,0,0,0,0,0,16,20,22,13,4.716,1.386,250.604,296.506,306.204
2552,746,250,45,8,1,1,1,1,0,0,0,0,0,0,0,15,19,9,29,4.822,1.386,237.725,278.295,283.472
2568,754,246,36,10,8,3,1,2,0,0,1,0,0,0,0,15,19,23,29,4.877,1.386,236.010,277.230,321.840
2543,704,291,44,7,6,4,1,1,0,0,0,0,0,0,0,16,20,26,21,4.748,1.386,241.756,286.736,293.006
2549,731,248,45,12,1,5,2,1,0,0,0,0,0,0,0,16,21,21,18,4.686,1.386,242.926,285.825,293.250
2514,812,237,41,12,5,2,1,3,0,0,0,0,0,0,0,15,19,24,29,4.806,1.381,241.955,284.206,296.456
2582,763,227,41,7,1,4,1,0,0,0,1,0,0,0,0,15,18,25,25,4.869,1.386,235.890,274.731,312.847
2436,776,258,45,6,3,2,3,0,1,0,0,0,0,0,0,16,19,20,20,4.744,1.386,238.972,281.942,294.800
2487,786,276,45,5,7,2,0,1,0,0,0,0,0,0,0,15,20,26,0,4.837,1.386,240.120,283.681,288.353
2486,804,267,51,5,4,3,4,0,1,0,0,0,0,0,0,15,20,16,33,4.885,1.387,238.511,282.398,296.177
2541,747,276,46,10,7,4,1,0,0,0,0,0,0,0,0,15,18,19,25,4.909,1.386,236.077,279.375,282.283
2469,756,248,36,7,3,2,1,0,0,0,0,0,0,0,0,16,18,17,31,4.763,1.383,237.143,277.737,279.958
2459,785,259,42,4,8,1,0,0,0,0,0,0,0,0,0,16,19,24,0,4.693,1.386,243.717,286.509,287.696
2556,712,258,50,6,2,2,0,0,0,0,0,0,0,0,0,15,19,18,0,4.810,1.387,236.388,277.131,278.337
2430,804,268,47,7,4,3,0,1,0,0,0,0,0,0,0,16,19,21,0,4.716,1.387,243.930,288.317,293.258
2455,738,281,51,8,4,2,1,0,0,0,0,0,0,0,0,16,20,19,27,4.670,1.387,243.102,287.998,290.410
2541,727,264,37,7,7,4,2,0,0,0,0,0,0,0,0,15,19,21,34,4.798,1.386,237.912,280.313,284.203
2553,709,222,47,2,4,4,1,1,0,1,0,0,0,0,0,16,21,20,33,4.710,1.383,237.317,276.909,299.302
2524,734,253,29,5,4,1,2,0,0,0,0,0,0,0,0,16,21,23,34,4.667,1.386,242.656,283.583,286.609
2568,728,246,55,10,6,1,0,1,0,0,1,0,0,0,0,16,21,20,0,4.646,1.387,245.886,288.738,330.594
2500,750,258,39,6,7,3,1,1,0,0,0,0,0,0,0,16,19,21,29,4.635,1.386,245.506,289.062,295.194
2504,709,249,47,9,4,2,2,0,1,0,0,0,0,0,0,16,20,23,24,4.630,1.386,241.304,283.825,296.034
2440,780,232,40,14,8,4,2,0,0,0,0,0,0,0,0,16,18,26,26,4.628,1.386,242.589,285.672,289.801
2565,749,246,44,1,5,4,1,0,0,0,0,0,0,0,0,16,18,22,33,4.626,1.383,248.868,291.321,294.177
2493,718,263,46,4,7,2,2,0,0,0,0,0,0,0,0,16,21,20,26,4.626,1.386,243.332,286.881,290.391
2506,717,214,52,10,5,6,0,1,0,0,0,0,0,0,0,15,21,31,0,4.775,1.387,231.091,270.761,276.422
2500,755,236,39,7,3,3,2,2,1,0,0,0,0,0,0,16,19,22,28,4.699,1.387,240.074,281.624,300.529
2573,711,257,44,5,5,2,0,2,0,0,1,0,0,0,0,15,20,22,0,4.813,1.386,236.825,277.975,321.795
2544,769,251,32,5,3,6,4,0,1,0,0,0,0,0,0,15,18,24,31,4.872,1.383,237.219,278.888,293.355
2483,729,258,58,5,3,3,1,0,0,1,0,0,0,0,0,16,19,26,33,4.746,1.386,237.503,280.162,298.822
2497,739,251,50,11,5,2,1,0,0,0,0,0,0,0,0,15,19,23,27,4.838,1.386,233.739,275.146,277.507
2545,729,253,62,8,5,6,2,0,1,0,0,0,0,0,0,15,20,21,30,4.885,1.386,233.718,276.688,289.341
2503,709,225,35,5,5,2,2,0,1,0,0,0,0,0,0,15,18,24,31,4.909,1.386,224.409,261.665,273.105
2543,736,248,40,3,6,4,0,0,1,0,0,0,0,0,0,16,19,20,0,4.763,1.386,238.818,279.821,290.180
2517,749,289,68,5,4,6,3,1,1,0,0,0,0,0,0,15,19,34,22,4.847,1.383,240.711,287.771,304.812
2515,790,265,49,5,6,7,3,0,0,0,0,0,0,0,0,15,18,26,30,4.890,1.386,238.338,282.460,287.985
2617,764,293,48,7,3,3,2,0,0,0,0,0,0,0,0,15,18,19,25,4.911,1.387,243.374,287.724,291.193
2507,788,269,49,8,5,8,3,1,0,0,0,0,0,0,0,15,19,20,28,4.922,1.387,236.608,281.302,290.243
2489,748,253,45,11,5,2,0,0,0,0,0,0,0,0,0,15,18,23,0,4.928,1.386,229.898,270.255,271.586
2529,695,263,36,5,8,4,1,1,1,0,0,0,0,0,0,15,18,21,27,4.931,1.387,227.780,268.515,282.800
2567,758,227,54,6,0,1,1,0,0,0,0,0,0,0,0,15,20,0,11,4.932,1.383,232.660,270.922,272.726
2544,776,242,54,5,4,4,1,1,0,0,0,0,0,0,0,15,19,21,27,4.933,1.387,234.044,274.975,280.884
2456,738,264,40,3,6,4,0,1,0,0,0,0,0,0,0,16,20,22,0,4.774,1.386,235.516,277.669,282.809
2573,685,257,49,8,4,3,1,2,2,0,0,0,0,0,0,15,20,17,35,4.852,1.387,232.705,274.355,300.172
2485,828,242,37,11,5,3,1,1,0,0,0,0,0,0,0,15,18,21,25,4.892,1.386,237.163,278.479,284.239
2501,749,232,55,11,4,2,0,0,0,1,0,0,0,0,0,16,19,24,0,4.755,1.386,236.948,277.780,295.207
2524,749,251,40,7,3,2,1,1,0,1,0,0,0,0,0,16,20,30,27,4.689,1.383,243.758,285.841,307.842
2460,760,240,37,7,4,3,2,0,0,0,0,0,0,0,0,16,20,19,27,4.657,1.386,240.908,282.435,286.025
2518,779,228,52,4,5,1,5,0,1,0,0,0,0,0,0,15,20,21,32,4.791,1.386,238.179,279.384,293.910
2505,721,264,43,5,4,4,1,1,0,0,0,0,0,0,0,16,19,22,35,4.707,1.386,240.111,283.023,289.202
2485,729,283,38,6,4,5,3,0,0,0,1,0,0,0,0,16,19,20,23,4.665,1.386,243.938,289.150,331.418
2504,756,263,39,10,8,2,0,2,0,0,0,0,0,0,0,15,21,19,0,4.796,1.386,238.742,281.602,289.666
2459,708,243,49,6,0,6,0,0,0,0,0,0,0,0,0,16,22,0,0,4.709,1.383,234.569,275.485,277.643
2490,751,281,43,17,2,3,2,1,0,2,0,0,0,0,0,15,20,26,45,4.818,1.387,238.557,283.224,321.796
2460,768,266,55,10,6,1,0,0,0,0,0,0,0,0,0,15,19,19,0,4.875,1.386,234.462,277.038,278.219
2598,743,264,44,9,4,6,1,1,0,0,0,0,0,0,0,15,20,18,25,4.904,1.387,237.484,280.020,286.490
2489,751,240,45,4,3,5,3,0,0,0,0,0,0,0,0,15,18,18,26,4.919,1.386,229.019,269.084,273.904
2486,706,249,51,9,4,3,0,0,0,0,0,0,0,0,0,15,19,22,0,4.926,1.348,232.208,273.051,274.624
2563,801,206,50,9,12,3,4,0,0,0,0,0,0,0,0,16,19,22,32,4.771,1.382,242.067,283.533,289.426
2570,693,266,43,8,5,1,1,0,0,0,0,0,0,0,0,16,20,22,23,4.697,1.386,241.853,284.049,286.179
2520,725,231,56,5,6,3,0,0,1,1,0,0,0,0,0,16,20,25,0,4.661,1.387,240.319,281.761,308.550
2404,785,239,40,6,1,4,2,0,0,0,0,0,0,0,0,15,17,29,30,4.793,1.386,233.238,273.780,277.396
2560,714,274,38,9,4,2,1,0,0,0,0,0,0,0,0,16,19,21,15,4.708,1.386,243.493,286.418,288.763
2458,731,264,43,8,3,3,0,2,0,1,0,0,0,0,0,16,20,23,0,4.666,1.381,241.424,284.952,309.753
2451,738,248,52,5,2,4,1,0,0,0,0,0,0,0,0,15,19,19,27,4.796,1.387,232.728,273.852,276.550
2529,756,265,48,8,5,3,0,2,0,0,0,0,0,0,0,15,18,24,0,4.864,1.387,237.197,279.916,288.006
2539,765,251,47,8,2,1,1,0,0,0,0,0,0,0,0,15,19,35,25,4.898,1.387,235.222,275.525,277.445
2574,737,247,61,8,9,2,0,0,0,0,0,1,0,0,0,16,20,23,0,4.758,1.386,241.623,284.289,339.654
2459,741,258,38,6,5,1,0,0,0,0,0,0,0,0,0,16,18,29,0,4.690,1.387,239.374,280.838,281.901
2515,752,235,39,3,3,4,4,0,0,0,0,0,0,0,0,16,18,26,27,4.657,1.383,243.187,284.767,290.599
2429,774,229,44,4,4,1,1,0,0,0,0,0,0,0,0,16,21,24,25,4.641,1.387,240.172,280.608,282.635
2560,741,270,58,5,2,4,0,0,0,0,0,0,0,0,0,16,21,29,0,4.633,1.386,250.168,294.919,296.730
2535,740,223,36,6,5,2,3,0,0,0,0,0,0,0,0,16,20,23,27,4.629,1.387,242.555,282.709,287.097
2536,769,221,43,5,5,2,0,0,1,0,0,0,0,0,0,15,20,21,0,4.776,1.387,237.861,276.924,286.704
2514,740,255,43,6,6,3,0,0,0,1,0,0,0,0,0,16,19,25,0,4.699,1.387,241.748,284.013,301.914
2488,760,254,41,7,5,3,1,0,0,0,0,0,0,0,0,15,21,22,39,4.814,1.383,236.902,278.471,281.030
2478,662,260,32,10,4,3,2,0,0,0,0,0,0,0,0,16,17,28,31,4.717,1.386,231.715,272.588,276.167
2557,728,243,48,4,3,3,2,0,0,1,0,0,0,0,0,16,20,22,25,4.671,1.386,243.215,284.918,304.832
2471,773,228,43,5,7,2,1,1,0,0,0,0,0,0,0,16,20,20,29,4.648,1.386,242.031,283.333,289.154
2475,772,243,48,3,3,3,1,0,0,0,0,0,0,0,0,16,21,25,42,4.636,1.386,244.609,286.806,289.337
2446,745,255,42,3,6,1,0,0,1,0,0,0,0,0,0,16,20,22,0,4.631,1.386,241.883,284.039,293.925
2463,751,243,43,4,6,5,1,2,0,0,0,0,0,0,0,15,18,22,37,4.777,1.383,235.274,277.121,286.843
2533,734,241,47,2,3,1,0,0,1,0,0,0,0,0,0,15,19,24,0,4.854,1.386,232.983,271.916,281.213
2515,773,245,55,10,3,3,0,0,0,1,0,0,0,0,0,15,20,17,0,4.893,1.387,234.579,275.683,292.829
2507,739,271,37,9,6,2,3,1,0,0,1,0,0,0,0,15,19,16,24,4.913,1.387,232.390,274.615,317.319
2555,727,248,52,6,6,4,0,0,0,0,0,0,0,0,0,15,19,24,0,4.923,1.386,231.342,271.745,273.574
2526,769,210,48,5,6,3,2,0,1,0,0,1,0,0,0,15,20,24,36,4.928,1.387,228.943,267.141,330.782
2512,762,234,36,8,8,2,1,0,1,0,0,0,0,0,0,16,20,22,27,4.772,1.383,238.122,278.652,289.625
2477,760,258,34,11,5,2,2,0,1,1,0,0,0,0,0,15,18,19,26,4.851,1.386,234.163,275.766,303.209
2554,791,241,54,4,2,0,1,0,0,0,0,0,0,0,0,15,19,31,29,4.892,1.386,237.798,277.739,279.385
2519,764,278,46,13,2,3,2,1,0,0,0,0,0,0,0,15,18,24,42,4.913,1.387,236.452,279.989,286.671
2513,721,252,50,8,3,3,1,1,1,0,0,0,0,0,0,16,19,20,29,4.764,1.386,236.557,278.569,292.963
2551,755,258,48,5,8,2,3,0,0,0,0,0,0,0,0,15,19,18,25,4.847,1.386,238.309,280.786,285.179
