"TOA5","indoor-air","CR1000","47257","CR1000.Std.31.08","CPU:indoorair.cr1","61834","tsdata"
"TIMESTAMP","RECORD","dusttrak2_analog_pm25","dc1100_pm_small","dc1100_pm_large","li840a_CO2","li840a_H2O","li840a_cell_T","li840a_cell_P","li840a_dewpoint","li840a_pwr_src","typeK_amb_T","logger_self_T"
"TS","RN","mg/m^3","counts/m^3","counts/m^3","ppm","ppth","degC","kPa","degC","Vdc","degC","degC"
"","","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2017-09-05 14:51:00",0,-0.01024908,4340172,10594,431.7,9.71,66.09,106.1586,5.294,12.27,22.7,24.6
"2017-09-05 14:52:00",1,-0.01032373,4266011,7062,431.9,9.7,51.2,92.04806,5.271,12.27,22.72,24.6
"2017-09-05 14:53:00",2,-0.01012949,4449648,10594,430,9.69,51.2,92.04636,5.266,12.27,22.69,24.6
"2017-09-05 14:54:00",3,-0.01022996,4502620,10594,427.7,9.7,51.2,92.04648,5.273,12.27,22.7,24.6
"2017-09-05 14:55:00",4,-0.0103215,4435522,7062,427.3,9.71,51.2,92.04694,5.29,12.27,22.69,24.6
"2017-09-05 14:56:00",5,-0.01048002,4439053,3531,426.7,9.72,51.2,92.04394,5.308,12.27,22.7,24.6
"2017-09-05 14:57:00",6,-0.01055369,4417865,7062,426.4,9.74,51.2,92.04561,5.335,12.27,22.72,24.62
"2017-09-05 14:58:00",7,-0.01022326,4170662,3531,425.5,9.75,51.2,92.04608,5.345,12.27,22.73,24.63
"2017-09-05 14:59:00",8,-0.01019647,4011746,10594,425.4,9.77,51.2,92.04506,5.376,12.27,22.72,24.63
"2017-09-05 15:00:00",9,-0.01046439,4135347,0,424.3,9.78,51.2,92.04456,5.393,12.27,22.72,24.63
"2017-09-05 15:01:00",10,-0.01025452,3951711,7062,424.3,9.79,51.2,92.04477,5.403,12.27,22.72,24.63
"2017-09-05 15:02:00",11,-0.01026122,4085907,3531,425.9,9.81,51.2,92.04302,5.438,12.27,22.72,24.63
"2017-09-05 15:03:00",12,-0.01041304,4167130,10594,427.5,9.85,51.2,92.04147,5.493,12.27,22.72,24.63
"2017-09-05 15:04:00",13,-0.01017191,4333109,81223,428.8,9.89,51.2,92.03671,5.548,12.27,22.72,24.63
"2017-09-05 15:05:00",14,-0.01027015,4326046,67097,427.2,9.9,51.2,92.03571,5.571,12.27,22.72,24.63
"2017-09-05 15:06:00",15,-0.01028578,4255417,45909,432.2,9.95,51.2,92.03493,5.644,12.27,22.72,24.63
"2017-09-05 15:07:00",16,-0.01020763,4442585,21188,441.3,9.97,51.2,92.03368,5.664,12.27,22.72,24.63
"2017-09-05 15:08:00",17,-0.01015182,4357830,21188,434.3,9.95,51.2,92.03223,5.635,12.27,22.73,24.63
"2017-09-05 15:09:00",18,-0.01024336,4177725,17657,428.4,9.92,51.2,92.03242,5.594,12.27,22.72,24.63
"2017-09-05 15:10:00",19,-0.01014735,4424927,17657,428.1,9.9,51.2,92.03214,5.57,12.27,22.73,24.63
"2017-09-05 15:11:00",20,-0.01023666,4008214,7062,425.9,9.89,51.2,92.03183,5.551,12.27,22.74,24.64
"2017-09-05 15:12:00",21,-0.01034159,4234228,7062,430.2,9.9,51.2,92.03177,5.568,12.27,22.74,24.65
"2017-09-05 15:13:00",22,-0.01021433,3930522,7062,426.6,9.91,51.2,92.02853,5.579,12.27,22.75,24.66
"2017-09-05 15:14:00",23,-0.01012056,"NAN","NAN",426.4,9.89,51.2,92.02906,5.555,12.27,22.75,24.66
"2017-09-05 15:15:00",24,-0.01027461,4004683,3531,426,9.88,51.2,92.03073,5.538,12.27,22.74,24.66
"2017-09-05 15:16:00",25,-0.01033489,4078844,3531,426.3,9.9,51.2,92.03012,5.56,12.27,22.74,24.66
"2017-09-05 15:17:00",26,-0.01025675,4011746,7062,426.5,9.91,51.2,92.03047,5.585,12.27,22.74,24.66
"2017-09-05 15:18:00",27,-0.01029917,3895207,3531,427.1,9.91,51.2,92.03011,5.587,12.27,22.75,24.66
"2017-09-05 15:19:00",28,-0.01046662,3962305,3531,426.8,9.92,51.2,92.03065,5.592,12.27,22.75,24.66
"2017-09-05 15:20:00",29,-0.01026122,3919928,7062,426.9,9.92,51.2,92.02831,5.595,12.27,22.72,24.66
"2017-09-05 15:21:00",30,-0.01033936,4255417,3531,428.1,9.94,51.2,92.02785,5.629,12.27,22.73,24.66
"2017-09-05 15:22:00",31,-0.01027461,4315452,3531,427.6,9.93,51.2,92.02634,5.613,12.27,22.73,24.66
"2017-09-05 15:23:00",32,-0.01028578,4121221,7062,426.7,9.94,51.2,92.02579,5.628,12.27,22.66,24.66
"2017-09-05 15:24:00",33,-0.01026345,4131816,0,424.9,9.93,51.2,92.02319,5.609,12.27,22.6,24.66
"2017-09-05 15:25:00",34,-0.01032596,4025872,7062,423.4,9.91,51.2,92.02306,5.587,12.27,22.51,24.66
"2017-09-05 15:26:00",35,-0.01029024,4121221,3531,422.1,9.91,51.2,92.02154,5.577,12.27,22.42,24.66
"2017-09-05 15:27:00",36,-0.0103215,4209508,3531,421.5,9.93,51.2,92.02181,5.616,12.27,22.37,24.66
"2017-09-05 15:28:00",37,-0.01024112,4054123,3531,420.8,9.94,51.2,92.01966,5.618,12.27,22.26,24.66
"2017-09-05 15:29:00",38,-0.0102188,4047060,3531,420.5,9.94,51.2,92.01723,5.622,12.27,22.25,24.66
"2017-09-05 15:30:00",39,-0.01027015,4258949,0,420.4,9.97,51.2,92.01502,5.669,12.27,22.21,24.66
"2017-09-05 15:31:00",40,-0.01024559,4092970,3531,420.1,10,51.2,92.01295,5.707,12.27,22.13,24.66
"2017-09-05 15:32:00",41,-0.01013396,4135347,3531,419.6,10,51.2,92.01034,5.71,12.27,22.09,24.66
"2017-09-05 15:33:00",42,-0.01052244,4287200,3531,419.4,10,51.2,92.00999,5.713,12.27,22.12,24.66
"2017-09-05 15:34:00",43,-0.01040411,4234228,3531,419.3,10.01,51.2,92.00887,5.728,12.27,22.09,24.66
"2017-09-05 15:35:00",44,-0.01020763,4311921,0,419.1,9.99,51.2,92.00732,5.698,12.27,22.08,24.66
"2017-09-05 15:36:00",45,-0.01025229,4273074,0,418.9,9.97,51.2,92.00771,5.672,12.27,22.01,24.66
"2017-09-05 15:37:00",46,-0.01028801,4209508,3531,419,9.99,51.2,92.00685,5.687,12.27,22.03,24.66
"2017-09-05 15:38:00",47,-0.01021656,4220102,0,419.5,9.99,51.2,92.00661,5.692,12.27,21.99,24.66
"2017-09-05 15:39:00",48,-0.01035722,4174193,3531,419.1,9.98,51.2,92.00908,5.674,12.27,21.96,24.66
"2017-09-05 15:40:00",49,-0.0104175,4287200,3531,419.1,9.97,51.2,92.00841,5.664,12.27,21.96,24.65
"2017-09-05 15:41:00",50,-0.01044206,4244823,0,419.3,9.97,51.2,92.00992,5.671,12.27,21.9,24.63
"2017-09-05 15:42:00",51,-0.01029247,4326046,0,419.5,9.97,51.2,92.00826,5.672,12.27,21.89,24.63
"2017-09-05 15:43:00",52,-0.01026568,4336641,3531,419.3,9.97,51.2,92.00951,5.671,12.27,21.89,24.63
"2017-09-05 15:44:00",53,-0.01028131,4301326,3531,419,9.97,51.2,92.00822,5.666,12.27,21.89,24.63
"2017-09-05 15:45:00",54,-0.01034829,4227165,3531,419,9.98,51.2,92.00794,5.68,12.27,21.88,24.63
"2017-09-05 15:46:00",55,-0.01029247,4209508,3531,419,10,51.2,92.00645,5.704,12.27,21.88,24.63
"2017-09-05 15:47:00",56,-0.01016968,4241291,3531,419,10.01,51.2,92.00658,5.727,12.27,21.88,24.63
"2017-09-05 15:48:00",57,-0.01027908,4167130,0,418.8,10.02,51.2,92.00758,5.739,12.27,21.83,24.61
"2017-09-05 15:49:00",58,-0.01053137,4092970,0,419.2,10.06,51.2,92.00657,5.788,12.27,21.79,24.6
"2017-09-05 15:50:00",59,-0.01037731,4191851,0,419.1,10.07,51.2,92.00629,5.814,12.27,21.81,24.6
"2017-09-05 15:51:00",60,-0.01025229,4153004,3531,419,10.08,51.2,92.00524,5.822,12.27,21.85,24.6
"2017-09-05 15:52:00",61,-0.01026122,4128284,3531,419.1,10.09,51.2,92.0069,5.838,12.27,21.85,24.59
"2017-09-05 15:53:00",62,-0.01032373,4135347,0,418.9,10.11,51.2,92.00638,5.864,12.27,21.76,24.57
