"TOA5","indoorair","CR1000","47257","CR1000.Std.31.08","CPU:indoorair.cr1","45683","tsdata"
"TIMESTAMP","RECORD","dusttrak2_analog_pm25","dc1100_pm_small","dc1100_pm_large","li840a_CO2","li840a_H2O","li840a_cell_T","li840a_cell_P","li840a_dewpoint","li840a_pwr_src","typeK_amb_T","logger_self_T"
"TS","RN","mg/m^3","counts/m^3","counts/m^3","ppm","ppth","degC","kPa","degC","Vdc","degC","degC"
"","","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-08-23 17:00:00",53,0.01515238,2260138,35314,457.2045,8.681105,51.20472,91.41859,3.593592,12.26953,23.33,25.92
"2018-08-23 17:01:00",54,0.01521425,2161257,28251,456.2644,8.67019,51.20525,91.41941,3.575881,12.27017,23.35,25.94
"2018-08-23 17:02:00",55,0.01518331,2281327,35314,456.7417,8.67084,51.20694,91.41862,3.576827,12.27022,23.34,25.95
"2018-08-23 17:03:00",56,0.01519878,2133005,35314,456.4423,8.665709,51.2036,91.41731,3.568227,12.26988,23.32,25.97
"2018-08-23 17:04:00",57,0.01494688,2168320,28251,453.7255,8.6319,51.20707,91.41788,3.512878,12.2704,23.27,25.98
"2018-08-23 17:05:00",58,0.0150662,2214229,24720,453.7997,8.621005,51.20628,91.41925,3.495197,12.27044,23.25,25.98
"2018-08-23 17:06:00",59,0.01503969,2207166,35314,454.0188,8.608137,51.20694,91.41645,3.473602,12.27044,23.34,26.01
"2018-08-23 17:07:00",60,0.0149977,2203635,31783,455.2328,8.603845,51.20435,91.41661,3.466558,12.2711,23.28,26.01
"2018-08-23 17:08:00",61,0.01517227,2224824,28251,454.0036,8.601806,51.20583,91.41566,3.463013,12.2709,23.3,26.04
"2018-08-23 17:09:00",62,0.01530043,2249544,28251,453.097,8.586385,51.20389,91.41956,3.438249,12.2711,23.3,26.04
"2018-08-23 17:10:00",63,0.01505295,2260138,24720,452.1374,8.568626,51.2056,91.4146,3.408135,12.27044,23.32,26.06
"2018-08-23 17:11:00",64,0.0145845,2140068,21188,451.523,8.546853,51.20405,91.41413,3.372059,12.27113,23.28,26.07
"2018-08-23 17:12:00",65,0.01445192,2196572,24720,449.8588,8.52085,51.20435,91.41257,3.328677,12.27121,23.24,26.08
"2018-08-23 17:13:00",66,0.01417572,2164789,28251,449.8142,8.51598,51.2065,91.41309,3.320675,12.27044,23.26,26.1
"2018-08-23 17:14:00",67,0.01456461,2140068,28251,448.8646,8.504688,51.20707,91.40921,3.301312,12.27121,23.25,26.1
"2018-08-23 17:15:00",68,0.01466405,2136537,28251,447.9055,8.491845,51.2056,91.409,3.279889,12.2709,23.22,26.11
"2018-08-23 17:16:00",69,0.01461544,2101222,24720,447.7325,8.474494,51.20583,91.40775,3.250711,12.2709,23.23,26.13
"2018-08-23 17:17:00",70,0.01440552,2185977,28251,448.3621,8.48235,51.20458,91.40952,3.264146,12.27075,23.23,26.13
"2018-08-23 17:18:00",71,0.01465079,2048250,35314,449.2235,8.49387,51.20583,91.40531,3.282681,12.27147,23.27,26.16
"2018-08-23 17:19:00",72,0.01328302,1998810,28251,447.7898,8.434165,51.20605,91.40502,3.182919,12.27079,23.26,26.16
"2018-08-23 17:20:00",73,0.01309299,1963495,21188,445.9671,8.396825,51.20458,91.40562,3.120269,12.27121,23.25,26.16
"2018-08-23 17:21:00",74,0.01313718,2012936,21188,445.1452,8.364643,51.20494,91.40441,3.065873,12.27158,23.22,26.19
"2018-08-23 17:22:00",75,0.01308636,1977621,31783,444.4662,8.353755,51.20639,91.40585,3.047709,12.27248,23.2,26.19
"2018-08-23 17:23:00",76,0.01301786,1977621,24720,444.4733,8.350643,51.20538,91.4063,3.042507,12.27124,23.18,26.2
"2018-08-23 17:24:00",77,0.01332721,1956432,24720,444.2856,8.343948,51.20784,91.40543,3.031049,12.27261,23.21,26.22
"2018-08-23 17:25:00",78,0.0129118,1921117,17657,443.4069,8.317704,51.20821,91.40448,2.986447,12.27156,23.18,26.22
"2018-08-23 17:26:00",79,0.01290517,1956432,28251,443.6448,8.319371,51.20694,91.40567,2.989461,12.27261,23.18,26.22
"2018-08-23 17:27:00",80,0.01292727,1949369,21188,442.6,8.29779,51.20548,91.40147,2.95217,12.27191,23.17,26.23
"2018-08-23 17:28:00",81,0.01276154,"NAN","NAN",442.2389,8.27398,51.20583,91.40078,2.911508,12.27181,23.19,26.25
"2018-08-23 17:29:00",82,0.01250301,1839894,17657,442.2827,8.270087,51.20783,91.40175,2.905016,12.27261,23.19,26.25
"2018-08-23 17:30:00",83,0.01216494,1815173,21188,440.8165,8.23583,51.20685,91.40363,2.846815,12.27156,23.19,26.26
"2018-08-23 17:31:00",84,0.01239474,1783390,17657,440.908,8.22572,51.20761,91.4035,2.829437,12.27261,23.21,26.28
"2018-08-23 17:32:00",85,0.0123395,1811642,14125,440.2172,8.215736,51.2065,91.40284,2.812266,12.27238,23.21,26.28
"2018-08-23 17:33:00",86,0.01269084,1822236,17657,440.7693,8.218949,51.20639,91.40398,2.817913,12.27168,23.21,26.28
"2018-08-23 17:34:00",87,0.01214726,1822236,21188,440.9027,8.223465,51.20717,91.4015,2.825306,12.27215,23.22,26.29
"2018-08-23 17:35:00",88,0.01167219,1772796,14125,439.3299,8.16914,51.20889,91.39819,2.731394,12.27306,23.22,26.31
"2018-08-23 17:36:00",89,0.0118578,1793985,17657,439.101,8.149443,51.20761,91.40148,2.697945,12.2717,23.17,26.31
"2018-08-23 17:37:00",90,0.01139377,1751607,17657,439.1722,8.142553,51.20583,91.40321,2.686296,12.27192,23.15,26.31
"2018-08-24 01:38:00",91,0.01152856,1733950,17657,438.3775,8.12313,51.20778,91.40231,2.652547,12.2731,23.13,26.32
"2018-08-24 01:39:00",92,0.01156392,1673915,14125,438.7372,8.138019,51.2073,91.40269,2.678373,12.27283,23.17,26.34
"2018-08-24 01:40:00",93,0.01115955,1659789,14125,439.8878,8.122931,51.20807,91.39861,2.651637,12.27227,23.2,26.34
"2018-08-24 01:41:00",94,0.01130539,1645663,14125,439.4591,8.11629,51.20739,91.40172,2.640585,12.27272,23.2,26.34
"2018-08-24 01:42:00",95,0.01125899,1638600,17657,439.857,8.099677,51.20708,91.40135,2.611722,12.2733,23.21,26.34
"2018-08-24 01:43:00",96,0.01122142,1610348,17657,439.5722,8.085073,51.20762,91.40258,2.586509,12.27249,23.21,26.35
"2018-08-24 01:44:00",97,0.01126782,1691572,24720,439.8183,8.090182,51.2073,91.39848,2.59478,12.27248,23.19,26.37
"2018-08-24 01:45:00",98,0.01073751,1624474,17657,439.9522,8.08409,51.20718,91.39415,2.58352,12.27204,23.21,26.37
"2018-08-24 01:46:00",99,0.01089439,1631537,21188,439.2184,8.062848,51.20694,91.39305,2.546344,12.27227,23.21,26.37
"2018-08-24 01:47:00",100,0.010437,1518530,14125,437.6687,8.009537,51.20753,91.39325,2.453139,12.27306,23.17,26.39
"2018-08-24 01:48:00",101,0.01061377,1550313,17657,437.151,7.994871,51.20784,91.39207,2.427192,12.27306,23.17,26.4
"2018-08-24 01:49:00",102,0.01046351,1567971,14125,437.5235,7.995233,51.20798,91.38982,2.427475,12.2733,23.17,26.41
"2018-08-24 01:50:00",103,0.01039943,1585628,10594,437.0373,7.987908,51.2056,91.39002,2.414638,12.27272,23.18,26.41
"2018-08-24 01:51:00",104,0.01021236,1476153,14125,436.314,7.964055,51.20639,91.3922,2.372954,12.27376,23.18,26.41
"2018-08-24 01:52:00",105,0.01016301,1564439,17657,436.388,7.955301,51.20798,91.38826,2.356946,12.2733,23.17,26.41
"2018-08-24 01:53:00",106,0.01006137,1522062,14125,435.7816,7.940064,51.20739,91.38939,2.330207,12.27249,23.18,26.41
"2018-08-24 01:54:00",107,0.01006137,1507936,17657,435.3932,7.926266,51.20784,91.3903,2.305914,12.27386,23.2,26.43
"2018-08-24 01:55:00",108,0.009882391,1497341,10594,435.5305,7.915833,51.20867,91.38862,2.287191,12.27341,23.2,26.44
"2018-08-24 01:56:00",109,0.00972551,1444369,14125,436.584,7.917515,51.20896,91.39169,2.290638,12.2734,23.19,26.44
"2018-08-24 01:57:00",110,0.009670267,1451432,17657,436.6852,7.929229,51.20662,91.3904,2.311191,12.27341,23.2,26.44
"2018-08-24 01:58:00",111,0.009650378,1451432,14125,436.8695,7.936363,51.20851,91.39113,2.323938,12.27318,23.21,26.44
"2018-08-24 01:59:00",112,0.009301257,1370209,14125,436.8088,7.920235,51.20717,91.3914,2.295418,12.27386,23.23,26.46
"2018-08-24 02:00:00",113,0.00932556,1430244,14125,437.1212,7.914227,51.20776,91.39113,2.284734,12.27341,23.23,26.46
"2018-08-24 02:01:00",114,0.009263688,1373740,24720,438.5139,7.889088,51.20762,91.38715,2.239498,12.27272,23.23,26.47
"2018-08-24 02:02:00",115,0.009150995,1430244,17657,436.9564,7.867569,51.20785,91.38901,2.201419,12.27227,23.17,26.47
"2018-08-24 02:03:00",116,0.009363117,1419649,21188,436.6931,7.876178,51.20684,91.38873,2.216761,12.27341,23.19,26.47
"2018-08-24 02:04:00",117,0.008899094,1370209,24720,438.719,7.865175,51.20739,91.38781,2.197033,12.27283,23.16,26.47
"2018-08-24 02:05:00",118,0.008969801,1444369,21188,438.8531,7.851511,51.20708,91.38628,2.172385,12.27341,23.18,26.47
"2018-08-24 02:06:00",119,0.008605209,1380803,21188,437.5387,7.84725,51.20762,91.387,2.164904,12.27318,23.2,26.47
"2018-08-24 02:07:00",120,0.008695803,1394929,21188,437.1698,7.842629,51.20472,91.38408,2.156215,12.27249,23.16,26.47
"2018-08-24 02:08:00",121,0.008797446,1324300,17657,436.0758,7.825458,51.20798,91.38651,2.125826,12.27387,23.15,26.49
"2018-08-24 02:09:00",122,0.008660447,1303111,14125,434.3786,7.792976,51.2065,91.38531,2.067401,12.27306,23.11,26.5
"2018-08-24 02:10:00",123,0.008572061,1334894,17657,433.9686,7.78866,51.20503,91.38319,2.059317,12.27295,23.1,26.5
"2018-08-24 02:11:00",124,0.008620673,1352551,14125,433.6921,7.783977,51.20605,91.38351,2.050955,12.27374,23.1,26.5
"2018-08-24 02:12:00",125,0.008658236,1267796,10594,433.1605,7.782008,51.20829,91.38187,2.047159,12.2734,23.1,26.5
"2018-08-24 02:13:00",126,0.008251661,1264265,17657,432.8236,7.77098,51.20639,91.38096,2.027171,12.2733,23.1,26.5
"2018-08-24 02:14:00",127,0.008390869,1281922,14125,432.469,7.767555,51.20739,91.38092,2.020996,12.27443,23.1,26.5
"2018-08-24 02:15:00",128,0.008225145,1285453,14125,431.6898,7.756714,51.20695,91.38069,2.001415,12.2734,23.09,26.5
"2018-08-24 02:16:00",129,0.008426222,1243076,17657,431.7852,7.76037,51.20731,91.38194,2.008193,12.27353,23.11,26.51
"2018-08-24 02:17:00",130,0.00825387,1228950,21188,431.2262,7.745349,51.20851,91.38213,1.981102,12.27318,23.12,26.52
"2018-08-24 02:18:00",131,0.008030695,1243076,17657,431.8099,7.756453,51.20798,91.38071,2.000941,12.27387,23.13,26.53
"2018-08-24 02:19:00",132,0.008103614,1144195,17657,432.2727,7.773365,51.20539,91.38126,2.031513,12.27352,23.13,26.53
"2018-08-24 02:20:00",133,0.007853923,1197167,17657,431.9036,7.772556,51.2074,91.38277,2.030286,12.27283,23.13,26.53
"2018-08-24 02:21:00",134,0.007898116,1172446,14125,431.6215,7.753942,51.20844,91.38142,1.996506,12.27434,23.12,26.53
"2018-08-24 02:22:00",135,0.007920213,1154789,17657,431.4858,7.749001,51.2065,91.37985,1.987351,12.27352,23.11,26.53
"2018-08-24 02:23:00",136,0.007871601,1207761,21188,430.988,7.746402,51.20717,91.37957,1.982597,12.27352,23.12,26.53
"2018-08-24 02:24:00",137,0.007655055,1175978,17657,430.5732,7.731199,51.20798,91.38055,1.955267,12.27353,23.12,26.53
"2018-08-24 02:25:00",138,0.007644007,1158321,14125,430.5393,7.736044,51.20718,91.38087,1.964087,12.27397,23.11,26.55
"2018-08-24 02:26:00",139,0.007526896,1175978,14125,430.2672,7.725445,51.20911,91.37863,1.944558,12.27387,23.12,26.56
"2018-08-24 02:27:00",140,0.007584347,1108880,14125,429.7507,7.714082,51.20628,91.37961,1.92412,12.27261,23.08,26.56
"2018-08-24 02:28:00",141,0.007389898,1175978,17657,429.7548,7.713507,51.20941,91.37893,1.922973,12.27363,23.05,26.56
"2018-08-24 02:29:00",142,0.007328028,"NAN","NAN",428.9712,7.699268,51.20912,91.37939,1.897197,12.27306,23.02,26.56
"2018-08-24 02:30:00",143,0.007370011,1091223,21188,429.0602,7.700864,51.2103,91.37897,1.900032,12.2742,23,26.56
"2018-08-24 02:31:00",144,0.007462816,1179509,14125,429.4254,7.714025,51.20753,91.37882,1.923902,12.27434,23.03,26.56
"2018-08-24 02:32:00",145,0.007213126,1062971,17657,429.0547,7.708374,51.20874,91.37889,1.913656,12.27352,23.03,26.56
"2018-08-24 02:33:00",146,0.007241852,1080628,14125,429.0789,7.709898,51.20739,91.37756,1.916224,12.27443,23.06,26.56
"2018-08-24 02:34:00",147,0.007115902,1066502,10594,428.7571,7.697052,51.20662,91.37954,1.893199,12.27399,23.06,26.56
"2018-08-24 02:35:00",148,0.00725069,1052377,10594,428.6419,7.697148,51.20807,91.37737,1.893041,12.27386,23.05,26.56
