TheTime,Bsp_1,Bsp_2
43336.00698241,5.512756e-05,5.500581e-05
43336.00767685,5.556507e-05,5.543296e-05
43336.00837129,5.493615e-05,5.480079e-05
43336.00906574,5.574623e-05,5.550130e-05
43336.00976018,5.491906e-05,5.495456e-05
43336.01045463,5.443370e-05,5.432239e-05
43336.01114907,5.408164e-05,5.399776e-05
43336.01184351,5.473107e-05,5.474953e-05
43336.01253796,5.501135e-05,5.490330e-05
43336.01323240,5.466954e-05,5.451033e-05
43336.01392685,5.421152e-05,5.404902e-05
43336.01462129,5.416367e-05,5.416862e-05
43336.01531573,5.464903e-05,5.457867e-05
43336.01601018,5.450548e-05,5.442490e-05
43336.01670462,5.532239e-05,5.512541e-05
43336.01739907,5.502502e-05,5.493747e-05
43336.01809351,5.499084e-05,5.480079e-05
43336.01878795,5.481652e-05,5.459576e-05
43336.01948240,5.412607e-05,5.423696e-05
43336.02017684,5.502160e-05,5.493747e-05
43336.02087128,5.502844e-05,5.492039e-05
43336.02156573,5.533264e-05,5.521084e-05
43336.02226017,5.500793e-05,5.485204e-05
43336.02295462,5.492931e-05,5.473244e-05
43336.02364906,5.578041e-05,5.562090e-05
43336.02434350,5.557874e-05,5.541587e-05
43336.02503794,5.517200e-05,5.514250e-05
43336.02573239,5.347322e-05,5.334850e-05
43336.02642683,5.408505e-05,5.399776e-05
43336.02712128,5.574965e-05,5.563798e-05
43336.02781572,5.574623e-05,5.577467e-05
43336.02851017,5.588637e-05,5.567216e-05
43336.02920461,5.399619e-05,5.401484e-05
43336.02989905,5.460460e-05,5.442490e-05
43336.03059350,5.509680e-05,5.498873e-05
43336.03128794,5.392782e-05,5.386107e-05
43336.03198239,5.485753e-05,5.473244e-05
43336.03267683,5.535315e-05,5.538170e-05
43336.03337127,5.443711e-05,5.440781e-05
43336.03406572,5.427305e-05,5.421987e-05
43336.03476016,5.387997e-05,5.384399e-05
43336.03545460,5.537366e-05,5.524501e-05
43336.03614905,5.440977e-05,5.439073e-05
43336.03684349,5.353133e-05,5.348519e-05
43336.03753794,5.452257e-05,5.440781e-05
43336.03823238,5.390048e-05,5.380982e-05
43336.03892683,5.434141e-05,5.421987e-05
43336.03962127,5.570863e-05,5.555256e-05
43336.04031571,5.406113e-05,5.382690e-05
43336.04101016,5.369881e-05,5.360479e-05
43336.04170460,5.434483e-05,5.425404e-05
43336.04239904,5.475499e-05,5.462993e-05
43336.04309349,5.543177e-05,5.531336e-05
43336.04378793,5.513782e-05,5.512541e-05
43336.04448238,5.505578e-05,5.495456e-05
43336.04517682,5.350399e-05,5.351936e-05
43336.04587126,5.269733e-05,5.256256e-05
43336.04656571,5.527454e-05,5.515958e-05
43336.04726015,5.590688e-05,5.584301e-05
43336.04795460,5.465245e-05,5.445907e-05
43336.04864904,5.438584e-05,5.421987e-05
43336.04934348,5.442686e-05,5.427113e-05
43336.05003793,5.507971e-05,5.486913e-05
43336.05073237,5.524377e-05,5.514250e-05
43336.05142681,5.564027e-05,5.560381e-05
43336.05212126,5.504211e-05,5.495456e-05
43336.05281570,5.457042e-05,5.432239e-05
43336.05351015,5.508996e-05,5.507416e-05
43336.05420459,5.575990e-05,5.582593e-05
43336.05489903,5.385263e-05,5.370730e-05
43336.05559348,5.440635e-05,5.428822e-05
43336.05628792,5.476183e-05,5.464701e-05
43336.05698236,5.526428e-05,5.509124e-05
43336.05767681,5.543519e-05,5.536461e-05
43336.05837125,5.498058e-05,5.478370e-05
43336.05906570,5.317585e-05,5.316056e-05
43336.05976014,5.348006e-05,5.336559e-05
43336.06045458,5.406113e-05,5.392942e-05
43336.06114903,5.385946e-05,5.379273e-05
43336.06184347,5.458751e-05,5.449324e-05
43336.06253792,5.545228e-05,5.531336e-05
43336.06323236,5.431065e-05,5.418570e-05
43336.06392680,5.448839e-05,5.437364e-05
43336.06462125,5.449864e-05,5.445907e-05
43336.06531569,5.482677e-05,5.473244e-05
43336.06601013,5.470714e-05,5.461284e-05
43336.06670458,5.435166e-05,5.432239e-05
43336.06739902,5.379794e-05,5.377564e-05
43336.06809346,5.489513e-05,5.483496e-05
43336.06878791,5.476525e-05,5.461284e-05
43336.06948235,5.336043e-05,5.336559e-05
43336.07017679,5.273151e-05,5.280176e-05
43336.07087124,5.291950e-05,5.280176e-05
43336.07156568,5.355526e-05,5.360479e-05
43336.07226012,5.392441e-05,5.382690e-05
43336.07295457,5.365096e-05,5.360479e-05
43336.07364901,5.389364e-05,5.375856e-05
43336.07434345,5.328181e-05,5.326307e-05
43336.07503790,5.337068e-05,5.328016e-05
43336.07573234,5.432774e-05,5.420279e-05
43336.07642678,5.382870e-05,5.379273e-05
43336.07712123,5.437559e-05,5.430530e-05
43336.07781567,5.488830e-05,5.476661e-05
43336.07851011,5.500793e-05,5.471536e-05
43336.07920456,5.485070e-05,5.480079e-05
43336.07989900,5.489855e-05,5.469827e-05
43336.08059345,5.492931e-05,5.474953e-05
43336.08128789,5.514123e-05,5.498873e-05
43336.08198233,5.460118e-05,5.439073e-05
43336.08267678,5.437559e-05,5.420279e-05
43336.08337122,5.489172e-05,5.474953e-05
43336.08406566,5.379794e-05,5.391233e-05
43336.08476011,5.297419e-05,5.280176e-05
43336.08545455,5.402011e-05,5.403193e-05
43336.08614900,5.329890e-05,5.317765e-05
43336.08684344,5.373300e-05,5.363896e-05
43336.08753788,5.508313e-05,5.507416e-05
43336.08823233,5.482335e-05,5.449324e-05
43336.08892677,5.497717e-05,5.481787e-05
43336.08962122,5.505578e-05,5.495456e-05
43336.09031566,5.351766e-05,5.346810e-05
43336.09101010,5.349031e-05,5.351936e-05
43336.09170455,5.268707e-05,5.261382e-05
43336.09239899,5.474816e-05,5.473244e-05
43336.09309343,5.623843e-05,5.596261e-05
43336.09378788,5.532239e-05,5.536461e-05
43336.09448232,5.533264e-05,5.505707e-05
43336.09517677,5.487804e-05,5.480079e-05
43336.09587121,5.430381e-05,5.416862e-05
43336.09656565,5.352108e-05,5.355353e-05
43336.09726010,5.429014e-05,5.413444e-05
43336.09795454,5.398251e-05,5.379273e-05
43336.09864898,5.402011e-05,5.404902e-05
43336.09934343,5.462853e-05,5.462993e-05
43336.10003787,5.474132e-05,5.462993e-05
43336.10073232,5.452257e-05,5.432239e-05
43336.10142676,5.473790e-05,5.469827e-05
43336.10212120,5.450889e-05,5.454450e-05
43336.10281565,5.477550e-05,5.462993e-05
43336.10351009,5.470714e-05,5.476661e-05
43336.10420454,5.514123e-05,5.512541e-05
43336.10489898,5.507971e-05,5.497164e-05
43336.10559342,5.598549e-05,5.584301e-05
43336.10628787,5.514807e-05,5.510833e-05
43336.10698231,5.416367e-05,5.411736e-05
43336.10767675,5.490881e-05,5.481787e-05
43336.10837120,5.538050e-05,5.521084e-05
43336.10906564,5.434483e-05,5.435656e-05
43336.10976009,5.387997e-05,5.382690e-05
43336.11045453,5.370565e-05,5.362187e-05
43336.11114897,5.449180e-05,5.435656e-05
43336.11184342,5.497033e-05,5.483496e-05
43336.11253786,5.537708e-05,5.534753e-05
43336.11323231,5.476183e-05,5.459576e-05
43336.11392675,5.502502e-05,5.488621e-05
43336.11462119,5.362362e-05,5.339976e-05
43336.11531564,5.311091e-05,5.310930e-05
43336.11601008,5.441319e-05,5.433947e-05
43336.11670453,5.503186e-05,5.492039e-05
43336.11739897,5.461144e-05,5.444199e-05
43336.11809341,5.386630e-05,5.375856e-05
43336.11878786,5.345272e-05,5.360479e-05
43336.11948230,5.269391e-05,5.273342e-05
43336.12017675,5.366463e-05,5.358770e-05
43336.12087119,5.339461e-05,5.341685e-05
43336.12156563,5.445079e-05,5.435656e-05
43336.12226008,5.474816e-05,5.459576e-05
43336.12295452,5.367489e-05,5.367313e-05
43336.12364897,5.288874e-05,5.297262e-05
43336.12434341,5.372616e-05,5.365604e-05
43336.12503785,5.409531e-05,5.392942e-05
43336.12573230,5.336385e-05,5.336559e-05
43336.12642674,5.268707e-05,5.269925e-05
43336.12712119,5.305280e-05,5.298970e-05
43336.12781563,5.370907e-05,5.363896e-05
43336.12851007,5.376034e-05,5.386107e-05
43336.12920452,5.336385e-05,5.336559e-05
43336.12989896,5.420127e-05,5.411736e-05
43336.13059341,5.497375e-05,5.485204e-05
43336.13128785,5.437217e-05,5.435656e-05
43336.13198229,5.365780e-05,5.372439e-05
43336.13267674,5.465245e-05,5.449324e-05
43336.13337118,5.451231e-05,5.459576e-05
43336.13406562,5.425938e-05,5.418570e-05
43336.13476007,5.448497e-05,5.440781e-05
43336.13545451,5.383212e-05,5.362187e-05
43336.13614896,5.366805e-05,5.367313e-05
43336.13684340,5.400644e-05,5.403193e-05
43336.13753784,5.500793e-05,5.503999e-05
43336.13823229,5.480285e-05,5.483496e-05
43336.13892673,5.415000e-05,5.403193e-05
43336.13962118,5.540442e-05,5.529627e-05
43336.14031562,5.478917e-05,5.462993e-05
43336.14101006,5.309382e-05,5.309222e-05
43336.14170451,5.239312e-05,5.237462e-05
43336.14239895,5.372274e-05,5.365604e-05
43336.14309339,5.422178e-05,5.416862e-05
43336.14378784,5.328181e-05,5.324599e-05
43336.14448228,5.385605e-05,5.382690e-05
43336.14517672,5.323054e-05,5.331433e-05
43336.14587117,5.311775e-05,5.307513e-05
43336.14656561,5.252642e-05,5.251130e-05
43336.14726006,5.320662e-05,5.322890e-05
43336.14795450,5.266656e-05,5.271633e-05
43336.14864894,5.315534e-05,5.305805e-05
43336.14934339,5.463878e-05,5.449324e-05
43336.15003783,5.407138e-05,5.403193e-05
43336.15073228,5.352791e-05,5.341685e-05
43336.15142672,5.337068e-05,5.345102e-05
43336.15212116,5.453966e-05,5.447616e-05
43336.15281561,5.435508e-05,5.416862e-05
43336.15351005,5.415342e-05,5.399776e-05
43336.15420449,5.320320e-05,5.331433e-05
43336.15489894,5.358260e-05,5.357062e-05
43336.15559338,5.324763e-05,5.317765e-05
43336.15628783,5.337410e-05,5.329725e-05
43336.15698227,5.294001e-05,5.293845e-05
43336.15767671,5.306989e-05,5.302387e-05
43336.15837116,5.363045e-05,5.360479e-05
43336.15906560,5.365780e-05,5.369022e-05
43336.15976005,5.399277e-05,5.382690e-05
43336.16045449,5.379794e-05,5.372439e-05
43336.16114893,5.501135e-05,5.488621e-05
43336.16184338,5.487121e-05,5.471536e-05
43336.16253782,5.334676e-05,5.329725e-05
43336.16323227,5.347664e-05,5.357062e-05
43336.16392671,5.425938e-05,5.410027e-05
43336.16462115,5.285456e-05,5.280176e-05
43336.16531560,5.261187e-05,5.263090e-05
43336.16601004,5.450548e-05,5.435656e-05
43336.16670448,5.493957e-05,5.480079e-05
43336.16739893,5.444395e-05,5.432239e-05
43336.16809337,5.338777e-05,5.334850e-05
43336.16878782,5.349031e-05,5.351936e-05
43336.16948226,5.483019e-05,5.476661e-05
43336.17017670,5.469005e-05,5.449324e-05
43336.17087115,5.338094e-05,5.334850e-05
43336.17156559,5.383554e-05,5.379273e-05
43336.17226004,5.321003e-05,5.314347e-05
43336.17295448,5.243072e-05,5.235753e-05
43336.17364892,5.289557e-05,5.280176e-05
43336.17434337,5.388339e-05,5.377564e-05
43336.17503781,5.338094e-05,5.334850e-05
43336.17573225,5.196928e-05,5.196456e-05
43336.17642670,5.423545e-05,5.428822e-05
43336.17712114,5.470030e-05,5.456159e-05
43336.17781559,5.463194e-05,5.461284e-05
43336.17851003,5.347664e-05,5.336559e-05
43336.17920447,5.216753e-05,5.227210e-05
43336.17989892,5.208549e-05,5.210125e-05
43336.18059336,5.197953e-05,5.206708e-05
43336.18128780,5.304255e-05,5.304096e-05
43336.18198225,5.404404e-05,5.389524e-05
43336.18267669,5.302888e-05,5.300679e-05
43336.18337114,5.265973e-05,5.269925e-05
43336.18406558,5.337410e-05,5.334850e-05
43336.18476002,5.268365e-05,5.266508e-05
43336.18545447,5.290241e-05,5.288719e-05
43336.18614891,5.275885e-05,5.275050e-05
43336.18684335,5.330916e-05,5.328016e-05
43336.18753780,5.368514e-05,5.365604e-05
43336.18823224,5.324421e-05,5.316056e-05
43336.18892669,5.357235e-05,5.367313e-05
43336.18962113,5.396884e-05,5.391233e-05
43336.19031557,5.302888e-05,5.300679e-05
43336.19101002,5.325447e-05,5.321182e-05
43336.19170446,5.346981e-05,5.346810e-05
43336.19239891,5.257769e-05,5.259673e-05
43336.19309335,5.277252e-05,5.280176e-05
43336.19378779,5.392782e-05,5.398067e-05
43336.19448224,5.513440e-05,5.515958e-05
43336.19517668,5.404746e-05,5.406610e-05
43336.19587112,5.467638e-05,5.449324e-05
43336.19656557,5.505578e-05,5.495456e-05
43336.19726001,5.383212e-05,5.380982e-05
43336.19795445,5.260504e-05,5.257965e-05
43336.19864890,5.197953e-05,5.184496e-05
43336.19934334,5.377743e-05,5.375856e-05
43336.20003779,5.399619e-05,5.398067e-05
43336.20073223,5.301862e-05,5.290427e-05
43336.20142667,5.237945e-05,5.223793e-05
43336.20212112,5.192485e-05,5.189622e-05
43336.20281556,5.216753e-05,5.204999e-05
43336.20351000,5.261529e-05,5.266508e-05
43336.20420445,5.266656e-05,5.275050e-05
43336.20489889,5.424570e-05,5.416862e-05
43336.20559334,5.452598e-05,5.437364e-05
43336.20628778,5.373983e-05,5.369022e-05
43336.20698222,5.355184e-05,5.350227e-05
43336.20767667,5.255377e-05,5.257965e-05
43336.20837111,5.139505e-05,5.134948e-05
43336.20906555,5.289899e-05,5.298970e-05
43336.20976000,5.262555e-05,5.247713e-05
43336.21045444,5.183598e-05,5.189622e-05
43336.21114889,5.369881e-05,5.363896e-05
43336.21184333,5.423545e-05,5.413444e-05
43336.21253777,5.276569e-05,5.278467e-05
43336.21323222,5.241704e-05,5.235753e-05
43336.21392666,5.282721e-05,5.281885e-05
43336.21462110,5.299470e-05,5.297262e-05
43336.21531555,5.383554e-05,5.399776e-05
43336.21600999,5.295368e-05,5.293845e-05
43336.21670443,5.246490e-05,5.242588e-05
43336.21739888,5.373983e-05,5.382690e-05
43336.21809332,5.300153e-05,5.298970e-05
43336.21878777,5.246490e-05,5.242588e-05
43336.21948221,5.356551e-05,5.350227e-05
43336.22017665,5.369198e-05,5.384399e-05
43336.22087110,5.342195e-05,5.331433e-05
43336.22156554,5.245806e-05,5.247713e-05
43336.22225999,5.159671e-05,5.160576e-05
43336.22295443,5.249224e-05,5.252839e-05
43336.22364887,5.297419e-05,5.297262e-05
43336.22434332,5.344930e-05,5.345102e-05
43336.22503776,5.321687e-05,5.324599e-05
43336.22573220,5.285797e-05,5.281885e-05
43336.22642665,5.338435e-05,5.338267e-05
43336.22712109,5.339119e-05,5.328016e-05
43336.22781554,5.347664e-05,5.343393e-05
43336.22850998,5.397568e-05,5.384399e-05
43336.22920442,5.351766e-05,5.346810e-05
43336.22989887,5.220513e-05,5.222085e-05
43336.23059331,5.232476e-05,5.232336e-05
43336.23128776,5.298786e-05,5.288719e-05
43336.23198220,5.344930e-05,5.351936e-05
43336.23267664,5.328865e-05,5.326307e-05
43336.23337109,5.339803e-05,5.343393e-05
43336.23406553,5.357235e-05,5.353644e-05
43336.23475997,5.230083e-05,5.223793e-05
43336.23545442,5.208208e-05,5.206708e-05
43336.23614886,5.190434e-05,5.187913e-05
43336.23684330,5.303229e-05,5.304096e-05
43336.23753775,5.354842e-05,5.341685e-05
43336.23823219,5.317243e-05,5.295553e-05
43336.23892663,5.279303e-05,5.278467e-05
43336.23962108,5.271100e-05,5.275050e-05
43336.24031552,5.366122e-05,5.369022e-05
43336.24100996,5.316902e-05,5.317765e-05
43336.24170441,5.293659e-05,5.280176e-05
43336.24239885,5.361336e-05,5.353644e-05
43336.24309329,5.385605e-05,5.387816e-05
43336.24378774,5.213335e-05,5.220376e-05
43336.24448218,5.258453e-05,5.249422e-05
43336.24517662,5.419785e-05,5.415153e-05
43336.24587107,5.387314e-05,5.374147e-05
43336.24656551,5.323738e-05,5.319473e-05
43336.24725996,5.314167e-05,5.314347e-05
43336.24795440,5.317585e-05,5.317765e-05
43336.24864884,5.381503e-05,5.370730e-05
43336.24934329,5.362362e-05,5.345102e-05
43336.25003773,5.408164e-05,5.411736e-05
43336.25073217,5.491906e-05,5.469827e-05
43336.25142662,5.381845e-05,5.365604e-05
43336.25212106,5.322371e-05,5.339976e-05
43336.25281551,5.388681e-05,5.380982e-05
43336.25350995,5.497717e-05,5.468119e-05
43336.25420439,5.448155e-05,5.437364e-05
43336.25489884,5.458751e-05,5.439073e-05
43336.25559328,5.517541e-05,5.500581e-05
43336.25628772,5.370565e-05,5.360479e-05
43336.25698217,5.388681e-05,5.392942e-05
43336.25767661,5.371591e-05,5.365604e-05
43336.25837105,5.314851e-05,5.316056e-05
43336.25906550,5.498400e-05,5.497164e-05
43336.25975994,5.316902e-05,5.314347e-05
43336.26045439,5.363045e-05,5.357062e-05
43336.26114883,5.400644e-05,5.386107e-05
43336.26184327,5.428330e-05,5.415153e-05
43336.26253772,5.519592e-05,5.512541e-05
43336.26323216,5.649478e-05,5.630433e-05
43336.26392661,5.515149e-05,5.497164e-05
43336.26462105,5.616323e-05,5.616764e-05
43336.26531549,5.631021e-05,5.609930e-05
43336.26600994,5.598891e-05,5.596261e-05
43336.26670438,5.517200e-05,5.519376e-05
43336.26739882,5.511047e-05,5.507416e-05
43336.26809327,5.513098e-05,5.509124e-05
43336.26878771,5.483019e-05,5.456159e-05
43336.26948216,5.498058e-05,5.492039e-05
43336.27017660,5.583510e-05,5.567216e-05
43336.27087104,5.636831e-05,5.625307e-05
43336.27156549,5.557533e-05,5.551838e-05
43336.27225993,5.483361e-05,5.483496e-05
43336.27295438,5.500451e-05,5.500581e-05
43336.27364882,5.593080e-05,5.587718e-05
43336.27434326,5.521643e-05,5.490330e-05
43336.27503771,5.545911e-05,5.541587e-05
43336.27573215,5.553431e-05,5.546713e-05
43336.27642659,5.531555e-05,5.514250e-05
43336.27712104,5.549671e-05,5.545004e-05
43336.27781548,5.554798e-05,5.555256e-05
43336.27850993,5.529505e-05,5.515958e-05
43336.27920437,5.529846e-05,5.510833e-05
43336.27989881,5.541126e-05,5.531336e-05
43336.28059326,5.500793e-05,5.488621e-05
43336.28128770,5.444053e-05,5.440781e-05
43336.28198215,5.472081e-05,5.469827e-05
43336.28267659,5.447471e-05,5.449324e-05
43336.28337103,5.459434e-05,5.447616e-05
43336.28406548,5.548304e-05,5.529627e-05
43336.28475992,5.519592e-05,5.509124e-05
43336.28545437,5.546937e-05,5.543296e-05
43336.28614881,5.693913e-05,5.657770e-05
43336.28684325,5.679899e-05,5.668021e-05
43336.28753770,5.567445e-05,5.563798e-05
43336.28823214,5.409189e-05,5.399776e-05
43336.28892659,5.429014e-05,5.421987e-05
43336.28962103,5.535657e-05,5.536461e-05
43336.29031547,5.453282e-05,5.440781e-05
43336.29100992,5.441661e-05,5.413444e-05
43336.29170436,5.560609e-05,5.546713e-05
43336.29239880,5.525403e-05,5.519376e-05
43336.29309325,5.560609e-05,5.548421e-05
43336.29378769,5.527454e-05,5.507416e-05
43336.29448214,5.514123e-05,5.510833e-05
43336.29517658,5.472423e-05,5.456159e-05
43336.29587102,5.479259e-05,5.478370e-05
43336.29656547,5.634439e-05,5.642393e-05
43336.29725991,5.579066e-05,5.570633e-05
43336.29795435,5.554456e-05,5.539878e-05
43336.29864880,5.558558e-05,5.551838e-05
43336.29934324,5.510022e-05,5.498873e-05
43336.30003769,5.569838e-05,5.553547e-05
43336.30073213,5.572914e-05,5.567216e-05
43336.30142658,5.566761e-05,5.568924e-05
43336.30212102,5.702800e-05,5.691941e-05
43336.30281546,5.623501e-05,5.615055e-05
43336.30350991,5.487463e-05,5.466410e-05
43336.30420435,5.594789e-05,5.591136e-05
43336.30489880,5.520618e-05,5.515958e-05
43336.30559324,5.448839e-05,5.439073e-05
43336.30628768,5.649478e-05,5.630433e-05
43336.30698213,5.660416e-05,5.656061e-05
43336.30767657,5.662125e-05,5.650935e-05
43336.30837102,5.494640e-05,5.500581e-05
43336.30906546,5.474474e-05,5.456159e-05
43336.30975990,5.486095e-05,5.476661e-05
43336.31045435,5.569496e-05,5.560381e-05
43336.31114879,5.566761e-05,5.550130e-05
43336.31184323,5.511731e-05,5.512541e-05
43336.31253768,5.439268e-05,5.427113e-05
43336.31323212,5.443711e-05,5.433947e-05
43336.31392657,5.488146e-05,5.474953e-05
43336.31462101,5.532923e-05,5.522793e-05
43336.31531545,5.497717e-05,5.493747e-05
43336.31600990,5.525403e-05,5.510833e-05
43336.31670434,5.510022e-05,5.495456e-05
43336.31739879,5.504553e-05,5.500581e-05
43336.31809323,5.494299e-05,5.490330e-05
43336.31878767,5.535999e-05,5.521084e-05
43336.31948212,5.520618e-05,5.514250e-05
43336.32017656,5.526770e-05,5.512541e-05
43336.32087101,5.606411e-05,5.594553e-05
43336.32156545,5.589321e-05,5.572341e-05
43336.32225989,5.510022e-05,5.498873e-05
43336.32295434,5.575306e-05,5.582593e-05
43336.32364878,5.704509e-05,5.681690e-05
43336.32434323,5.621108e-05,5.608221e-05
43336.32503767,5.509680e-05,5.493747e-05
43336.32573211,5.648111e-05,5.650935e-05
43336.32642656,5.787226e-05,5.768827e-05
43336.32712100,5.815937e-05,5.801289e-05
43336.32781544,5.787226e-05,5.785912e-05
43336.32850989,5.714079e-05,5.710735e-05
43336.32920433,5.542493e-05,5.522793e-05
43336.32989878,5.604360e-05,5.592844e-05
43336.33059322,5.647086e-05,5.662895e-05
43336.33128767,5.609829e-05,5.599678e-05
43336.33198211,5.520959e-05,5.497164e-05
43336.33267655,5.654947e-05,5.642393e-05
43336.33337100,5.603676e-05,5.596261e-05
43336.33406544,5.552064e-05,5.536461e-05
43336.33475989,5.621108e-05,5.623598e-05
43336.33545433,5.699724e-05,5.676564e-05
43336.33614877,5.553089e-05,5.538170e-05
43336.33684322,5.645377e-05,5.637267e-05
43336.33753766,5.382528e-05,5.386107e-05
43336.33823210,5.300495e-05,5.292136e-05
43336.33892655,5.519934e-05,5.512541e-05
43336.33962099,5.673063e-05,5.657770e-05
43336.34031544,5.690153e-05,5.698775e-05
43336.34100988,5.643668e-05,5.613347e-05
43336.34170432,5.620425e-05,5.609930e-05
43336.34239877,5.578041e-05,5.565507e-05
43336.34309321,5.625552e-05,5.615055e-05
43336.34378766,5.666910e-05,5.652644e-05
43336.34448210,5.740057e-05,5.738072e-05
43336.34517654,5.735271e-05,5.731238e-05
43336.34587099,5.674772e-05,5.657770e-05
43336.34656543,5.823457e-05,5.808124e-05
43336.34725988,5.679215e-05,5.664604e-05
43336.34795432,5.650504e-05,5.652644e-05
43336.34864876,5.692546e-05,5.679981e-05
43336.34934321,5.790302e-05,5.770535e-05
43336.35003765,5.726043e-05,5.705610e-05
43336.35073209,5.755096e-05,5.741490e-05
43336.35142654,5.722625e-05,5.724404e-05
43336.35212098,5.656656e-05,5.644101e-05
43336.35281543,5.597866e-05,5.597970e-05
43336.35350987,5.730828e-05,5.741490e-05
43336.35420431,5.595131e-05,5.596261e-05
43336.35489876,5.722283e-05,5.707318e-05
43336.35559320,5.741766e-05,5.727821e-05
43336.35628765,5.785859e-05,5.753449e-05
43336.35698209,5.635122e-05,5.638975e-05
43336.35767653,5.715447e-05,5.688524e-05
43336.35837098,5.822090e-05,5.804707e-05
43336.35906542,5.743817e-05,5.732947e-05
43336.35975987,5.705534e-05,5.681690e-05
43336.36045431,5.711003e-05,5.702192e-05
43336.36114875,5.752020e-05,5.731238e-05
43336.36184320,5.901047e-05,5.895261e-05
43336.36253764,5.806025e-05,5.799581e-05
43336.36323208,5.554115e-05,5.543296e-05
43336.36392653,5.704851e-05,5.700484e-05
43336.36462097,5.783808e-05,5.773952e-05
43336.36531542,5.814228e-05,5.789329e-05
43336.36600986,5.812861e-05,5.796164e-05
43336.36670430,5.774237e-05,5.761992e-05
43336.36739875,5.770819e-05,5.748324e-05
43336.36809319,5.642300e-05,5.635558e-05
43336.36878764,5.735271e-05,5.726112e-05
43336.36948208,5.723650e-05,5.685107e-05
43336.37017652,5.670670e-05,5.657770e-05
43336.37087097,5.805683e-05,5.782495e-05
43336.37156541,5.688102e-05,5.691941e-05
43336.37225985,5.704851e-05,5.690232e-05
43336.37295430,5.595815e-05,5.587718e-05
43336.37364874,5.655631e-05,5.645810e-05
43336.37434319,5.744158e-05,5.732947e-05
43336.37503763,5.723308e-05,5.724404e-05
43336.37573207,5.632730e-05,5.609930e-05
43336.37642652,5.686051e-05,5.662895e-05
43336.37712096,5.829610e-05,5.818375e-05
43336.37781540,5.804316e-05,5.804707e-05
43336.37850985,5.786884e-05,5.756867e-05
43336.37920429,5.825508e-05,5.806415e-05
43336.37989874,5.870626e-05,5.849129e-05
43336.38059318,5.819355e-05,5.820084e-05
43336.38128762,5.787568e-05,5.775661e-05
43336.38198207,5.807392e-05,5.785912e-05
43336.38267651,5.677164e-05,5.678272e-05
43336.38337095,5.626919e-05,5.615055e-05
43336.38406540,5.590688e-05,5.577467e-05
43336.38475984,5.630679e-05,5.625307e-05
43336.38545428,5.772186e-05,5.741490e-05
43336.38614873,5.730144e-05,5.727821e-05
43336.38684317,5.691520e-05,5.688524e-05
43336.38753762,5.740057e-05,5.707318e-05
43336.38823206,5.769794e-05,5.761992e-05
43336.38892650,5.799873e-05,5.792747e-05
43336.38962095,5.733562e-05,5.717570e-05
43336.39031539,5.727068e-05,5.714152e-05
43336.39100983,5.667252e-05,5.649227e-05
43336.39170428,5.680241e-05,5.662895e-05
43336.39239872,5.695622e-05,5.685107e-05
43336.39309316,5.703483e-05,5.690232e-05
43336.39378761,5.694938e-05,5.671438e-05
43336.39448205,5.655289e-05,5.638975e-05
43336.39517650,5.669987e-05,5.668021e-05
43336.39587094,5.750311e-05,5.738072e-05
43336.39656538,5.703825e-05,5.691941e-05
43336.39725983,5.704509e-05,5.693650e-05
43336.39795427,5.803974e-05,5.780787e-05
43336.39864872,5.815596e-05,5.804707e-05
43336.39934316,5.718523e-05,5.700484e-05
43336.40003760,5.661783e-05,5.649227e-05
43336.40073205,5.718865e-05,5.702192e-05
43336.40142649,5.763983e-05,5.755158e-05
43336.40212094,5.835762e-05,5.811541e-05
43336.40281538,5.813545e-05,5.797872e-05
43336.40350982,5.808760e-05,5.796164e-05
43336.40420426,5.768085e-05,5.765409e-05
43336.40489871,5.802607e-05,5.787621e-05
43336.40559315,5.697673e-05,5.693650e-05
43336.40628759,5.764325e-05,5.765409e-05
43336.40698204,5.795771e-05,5.765409e-05
43336.40767648,5.739373e-05,5.712444e-05
43336.40837093,5.663492e-05,5.656061e-05
43336.40906537,5.725017e-05,5.717570e-05
43336.40975981,5.745184e-05,5.741490e-05
43336.41045426,5.754412e-05,5.739781e-05
43336.41114870,5.649478e-05,5.632141e-05
43336.41184314,5.683659e-05,5.668021e-05
43336.41253759,5.668619e-05,5.656061e-05
43336.41323203,5.766034e-05,5.741490e-05
43336.41392647,5.773554e-05,5.751741e-05
43336.41462092,5.644009e-05,5.625307e-05
43336.41531536,5.628970e-05,5.615055e-05
43336.41600981,5.538050e-05,5.527918e-05
43336.41670425,5.615981e-05,5.603095e-05
43336.41739869,5.600600e-05,5.584301e-05
43336.41809314,5.567787e-05,5.560381e-05
43336.41878758,5.587611e-05,5.572341e-05
43336.41948203,5.573256e-05,5.560381e-05
43336.42017647,5.639908e-05,5.621890e-05
43336.42087091,5.599233e-05,5.603095e-05
43336.42156536,5.653580e-05,5.627015e-05
43336.42225980,5.622817e-05,5.608221e-05
43336.42295424,5.593422e-05,5.575758e-05
43336.42364869,5.615981e-05,5.594553e-05
43336.42434313,5.584535e-05,5.568924e-05
43336.42503758,5.732879e-05,5.717570e-05
43336.42573202,5.711345e-05,5.705610e-05
43336.42642646,5.541810e-05,5.536461e-05
43336.42712091,5.659732e-05,5.650935e-05
43336.42781535,5.633072e-05,5.630433e-05
