TheTime,Bsp_1,Bsp_2
43336.42850980,5.659732e-05,5.644101e-05
43336.42920424,5.643326e-05,5.633850e-05
43336.42989868,5.676481e-05,5.668021e-05
43336.43059313,5.619399e-05,5.613347e-05
43336.43128757,5.689128e-05,5.668021e-05
43336.43198202,5.708611e-05,5.691941e-05
43336.43267646,5.681950e-05,5.679981e-05
43336.43337090,5.815596e-05,5.796164e-05
43336.43406535,5.717839e-05,5.702192e-05
43336.43475979,5.685710e-05,5.669730e-05
43336.43545424,5.694255e-05,5.683398e-05
43336.43614868,5.692546e-05,5.669730e-05
43336.43684312,5.683317e-05,5.664604e-05
43336.43753757,5.636831e-05,5.621890e-05
43336.43823201,5.706560e-05,5.693650e-05
43336.43892646,5.792695e-05,5.775661e-05
43336.43962090,5.805683e-05,5.797872e-05
43336.44031534,5.839864e-05,5.825209e-05
43336.44100979,5.846016e-05,5.838878e-05
43336.44170423,5.809101e-05,5.785912e-05
43336.44239868,5.767059e-05,5.755158e-05
43336.44309312,5.761590e-05,5.734655e-05
43336.44378756,5.647086e-05,5.630433e-05
43336.44448201,5.745184e-05,5.727821e-05
43336.44517645,5.771503e-05,5.746615e-05
43336.44587090,5.839180e-05,5.823501e-05
43336.44656534,5.928391e-05,5.891844e-05
43336.44725978,5.821406e-05,5.799581e-05
43336.44795423,5.881564e-05,5.855964e-05
43336.44864867,5.832002e-05,5.802998e-05
43336.44934312,5.859689e-05,5.852546e-05
43336.45003756,5.851827e-05,5.847421e-05
43336.45073200,5.756121e-05,5.732947e-05
43336.45142645,5.762616e-05,5.751741e-05
43336.45212089,5.837813e-05,5.820084e-05
43336.45281534,5.842940e-05,5.811541e-05
43336.45350978,5.795771e-05,5.782495e-05
43336.45420423,5.825166e-05,5.814958e-05
43336.45489867,5.818672e-05,5.796164e-05
43336.45559311,5.817646e-05,5.806415e-05
43336.45628756,5.861739e-05,5.854255e-05
43336.45698200,5.898996e-05,5.898678e-05
43336.45767645,5.925315e-05,5.927723e-05
43336.45837089,6.049049e-05,6.050740e-05
43336.45906533,5.950609e-05,5.934558e-05
43336.45975978,5.902072e-05,5.908929e-05
43336.46045422,5.979662e-05,5.985815e-05
43336.46114867,5.860372e-05,5.845712e-05
43336.46184311,5.998461e-05,5.992649e-05
43336.46253755,5.723650e-05,5.715861e-05
43336.46323200,5.543177e-05,5.517667e-05
43336.46392644,5.889767e-05,5.873049e-05
43336.46462089,5.817646e-05,5.808124e-05
43336.46531533,5.831319e-05,5.830335e-05
43336.46600977,5.881564e-05,5.852546e-05
43336.46670422,5.830977e-05,5.820084e-05
43336.46739866,5.840889e-05,5.828627e-05
43336.46809311,5.978637e-05,5.973855e-05
43336.46878755,5.958470e-05,5.941392e-05
43336.46948199,5.842598e-05,5.837169e-05
43336.47017644,5.969408e-05,5.963603e-05
43336.47087088,5.871652e-05,5.857672e-05
43336.47156533,5.867892e-05,5.854255e-05
43336.47225977,5.903781e-05,5.912346e-05
43336.47295422,5.954027e-05,5.953352e-05
43336.47364866,5.994702e-05,5.980689e-05
43336.47434310,6.045631e-05,6.045615e-05
43336.47503755,6.165604e-05,6.168632e-05
43336.47573199,6.040504e-05,6.047323e-05
43336.47642644,5.906174e-05,5.895261e-05
43336.47712088,5.900363e-05,5.898678e-05
43336.47781532,6.019995e-05,6.021695e-05
43336.47850977,6.000170e-05,5.996066e-05
43336.47920421,5.979662e-05,5.978981e-05
43336.47989866,6.037427e-05,6.035363e-05
43336.48059310,5.940696e-05,5.912346e-05
43336.48128755,5.962572e-05,5.951643e-05
43336.48198199,5.921213e-05,5.924306e-05
43336.48267643,6.003247e-05,5.985815e-05
43336.48337088,5.924290e-05,5.914055e-05
43336.48406532,5.933518e-05,5.914055e-05
43336.48475977,6.127664e-05,6.120792e-05
43336.48545421,6.179960e-05,6.177174e-05
43336.48614865,6.051783e-05,6.052449e-05
43336.48684310,6.075368e-05,6.066118e-05
43336.48753754,6.155350e-05,6.165214e-05
43336.48823199,6.104763e-05,6.108832e-05
43336.48892643,6.176884e-05,6.175466e-05
43336.48962088,6.252765e-05,6.242100e-05
43336.49031532,6.211406e-05,6.207929e-05
43336.49100976,6.247638e-05,6.223306e-05
43336.49170421,6.290705e-05,6.279689e-05
43336.49239865,6.291730e-05,6.293357e-05
43336.49309310,6.287971e-05,6.295066e-05
43336.49378754,6.304035e-05,6.308734e-05
43336.49448198,6.363510e-05,6.365117e-05
43336.49517643,6.473229e-05,6.460797e-05
43336.49587087,6.577138e-05,6.571854e-05
43336.49656532,6.622598e-05,6.621402e-05
43336.49725976,6.619864e-05,6.614568e-05
43336.49795420,6.654728e-05,6.655574e-05
43336.49864865,6.712151e-05,6.710248e-05
43336.49934309,6.819478e-05,6.831556e-05
43336.50003754,6.964403e-05,6.968242e-05
43336.50073198,6.916551e-05,6.937487e-05
43336.50142643,6.942186e-05,6.940905e-05
43336.50212087,7.056349e-05,7.055379e-05
43336.50281532,6.996875e-05,7.004122e-05
43336.50350976,6.968505e-05,6.978493e-05
43336.50420420,7.052247e-05,7.057087e-05
43336.50489865,7.014649e-05,7.024624e-05
43336.50559309,6.963036e-05,6.966533e-05
43336.50628754,7.074465e-05,7.079299e-05
43336.50698198,7.187602e-05,7.188647e-05
43336.50767643,7.259381e-05,7.263824e-05
43336.50837087,7.316805e-05,7.330458e-05
43336.50906531,7.278522e-05,7.291161e-05
43336.50975976,7.429259e-05,7.444932e-05
43336.51045420,7.592641e-05,7.593578e-05
43336.51114865,7.516761e-05,7.526943e-05
43336.51184309,7.501038e-05,7.506441e-05
43336.51253754,7.814473e-05,7.813983e-05
43336.51323198,7.902659e-05,7.901120e-05
43336.51392642,7.794990e-05,7.796897e-05
43336.51462087,7.786103e-05,7.767852e-05
43336.51531531,7.731073e-05,7.702926e-05
43336.51600976,7.761493e-05,7.750766e-05
43336.51670420,7.735858e-05,7.726846e-05
43336.51739865,7.697576e-05,7.687549e-05
43336.51809309,7.831222e-05,7.815692e-05
43336.51878754,7.811739e-05,7.800314e-05
43336.51948198,7.815499e-05,7.790063e-05
43336.52017642,7.812422e-05,7.805440e-05
43336.52087087,7.764570e-05,7.749057e-05
43336.52156531,7.670231e-05,7.663629e-05
43336.52225976,7.736883e-05,7.740515e-05
43336.52295420,7.688005e-05,7.687549e-05
43336.52364865,7.704754e-05,7.696092e-05
43336.52434309,7.653825e-05,7.646543e-05
43336.52503753,7.765937e-05,7.766143e-05
43336.52573198,7.955981e-05,7.921623e-05
43336.52642642,7.875314e-05,7.861823e-05
43336.52712087,8.017505e-05,7.986548e-05
43336.52781531,7.981616e-05,7.971171e-05
43336.52850976,7.966576e-05,7.957503e-05
43336.52920420,8.086208e-05,8.068560e-05
43336.52989865,8.310774e-05,8.302634e-05
43336.53059309,8.410582e-05,8.418816e-05
43336.53128753,8.271467e-05,8.271879e-05
43336.53198198,8.146366e-05,8.147154e-05
43336.53267642,8.169951e-05,8.157405e-05
43336.53337087,8.267365e-05,8.244542e-05
43336.53406531,8.463561e-05,8.444445e-05
43336.53475976,8.498426e-05,8.499119e-05
43336.53545420,8.623526e-05,8.618719e-05
43336.53614865,8.797163e-05,8.811787e-05
43336.53684309,8.812886e-05,8.822038e-05
43336.53753754,8.784517e-05,8.798118e-05
43336.53823198,8.760590e-05,8.779324e-05
43336.53892642,8.562685e-05,8.576004e-05
43336.53962087,8.672063e-05,8.681936e-05
43336.54031531,8.743158e-05,8.740027e-05
43336.54100976,8.667961e-05,8.697313e-05
43336.54170420,8.647794e-05,8.649473e-05
43336.54239865,8.586611e-05,8.601633e-05
43336.54309309,8.631046e-05,8.635804e-05
43336.54378754,8.608487e-05,8.625553e-05
43336.54448198,8.519959e-05,8.519622e-05
43336.54517643,8.590029e-05,8.598216e-05
43336.54587087,8.560634e-05,8.565753e-05
43336.54656531,8.431432e-05,8.446153e-05
43336.54725976,8.361020e-05,8.365851e-05
43336.54795420,8.399986e-05,8.400022e-05
43336.54864865,8.439293e-05,8.415399e-05
43336.54934309,8.381528e-05,8.365851e-05
43336.55003754,8.622501e-05,8.628970e-05
43336.55073198,8.502527e-05,8.519622e-05
43336.55142643,8.589346e-05,8.586256e-05
43336.55212087,8.512440e-05,8.505953e-05
43336.55281532,8.512440e-05,8.505953e-05
43336.55350976,8.563027e-05,8.574296e-05
43336.55420421,8.690520e-05,8.710981e-05
43336.55489865,8.760248e-05,8.777616e-05
43336.55559309,8.740766e-05,8.763947e-05
43336.55628754,8.691546e-05,8.699021e-05
43336.55698198,8.616007e-05,8.625553e-05
43336.55767643,8.646427e-05,8.661433e-05
43336.55837087,8.609512e-05,8.623844e-05
43336.55906532,8.506287e-05,8.526456e-05
43336.55975976,8.489197e-05,8.468365e-05
43336.56045421,8.555165e-05,8.558919e-05
43336.56114865,8.519617e-05,8.507662e-05
43336.56184310,8.438951e-05,8.422233e-05
43336.56253754,8.599258e-05,8.598216e-05
43336.56323199,8.720599e-05,8.736610e-05
43336.56392643,8.791695e-05,8.804953e-05
43336.56462087,8.747943e-05,8.760530e-05
43336.56531532,8.810152e-05,8.827164e-05
43336.56600976,8.658049e-05,8.661433e-05
43336.56670421,8.387681e-05,8.388062e-05
43336.56739865,8.433141e-05,8.430776e-05
43336.56809310,8.408531e-05,8.400022e-05
43336.56878754,8.334359e-05,8.331679e-05
43336.56948199,8.247882e-05,8.244542e-05
43336.57017643,8.259845e-05,8.254794e-05
43336.57087087,8.342221e-05,8.336805e-05
43336.57156532,8.413658e-05,8.417108e-05
43336.57225976,8.355893e-05,8.352182e-05
43336.57295420,8.179521e-05,8.174491e-05
43336.57364865,8.166191e-05,8.164239e-05
43336.57434309,8.095095e-05,8.094188e-05
43336.57503754,8.120731e-05,8.106148e-05
43336.57573198,8.218829e-05,8.196702e-05
43336.57642642,8.209942e-05,8.208662e-05
43336.57712087,8.045192e-05,8.029263e-05
43336.57781531,8.011011e-05,8.003634e-05
43336.57850976,8.067409e-05,8.063434e-05
43336.57920420,7.966918e-05,7.959211e-05
43336.57989865,7.908470e-05,7.902829e-05
43336.58059309,7.895823e-05,7.897703e-05
43336.58128754,7.918724e-05,7.916497e-05
43336.58198198,7.766279e-05,7.743932e-05
43336.58267643,7.533851e-05,7.530361e-05
43336.58337087,7.395420e-05,7.385132e-05
43336.58406531,7.370810e-05,7.357795e-05
43336.58475976,7.328426e-05,7.323624e-05
43336.58545420,7.134281e-05,7.132264e-05
43336.58614865,7.031397e-05,7.019499e-05
43336.58684309,6.967480e-05,6.976784e-05
43336.58753754,7.021827e-05,7.007539e-05
43336.58823198,6.569276e-05,6.558185e-05
43336.58892643,6.663956e-05,6.662408e-05
43336.58962087,6.787690e-05,6.783716e-05
43336.59031532,6.839644e-05,6.843516e-05
43336.59100976,6.680363e-05,6.676076e-05
43336.59170420,6.678654e-05,6.679494e-05
43336.59239865,6.658146e-05,6.655574e-05
43336.59309309,6.640372e-05,6.643614e-05
43336.59378754,6.606533e-05,6.612859e-05
43336.59448198,6.709075e-05,6.713665e-05
43336.59517643,6.644815e-05,6.640196e-05
43336.59587087,6.733001e-05,6.734168e-05
43336.59656532,6.875192e-05,6.870853e-05
43336.59725976,6.783930e-05,6.785425e-05
43336.59795421,6.635928e-05,6.628237e-05
43336.59864865,6.565175e-05,6.561602e-05
43336.59934310,6.492370e-05,6.496677e-05
43336.60003754,6.433580e-05,6.421500e-05
43336.60073198,6.449644e-05,6.457380e-05
43336.60142643,6.425035e-05,6.431751e-05
43336.60212087,6.285236e-05,6.277980e-05
43336.60281532,6.228496e-05,6.221597e-05
43336.60350976,6.306428e-05,6.298483e-05
43336.60420421,6.256524e-05,6.266020e-05
43336.60489865,6.261993e-05,6.269437e-05
43336.60559310,6.335140e-05,6.332654e-05
43336.60628754,6.359750e-05,6.348031e-05
43336.60698199,6.321809e-05,6.317277e-05
43336.60767643,6.108181e-05,6.093455e-05
43336.60837088,6.155350e-05,6.156672e-05
43336.60906532,6.227471e-05,6.218180e-05
43336.60975977,6.244561e-05,6.236974e-05
43336.61045421,6.320100e-05,6.325820e-05
43336.61114866,6.219268e-05,6.207929e-05
43336.61184310,6.061012e-05,6.038780e-05
43336.61253755,6.051441e-05,6.040489e-05
43336.61323199,6.165604e-05,6.163506e-05
43336.61392644,6.084255e-05,6.069535e-05
43336.61462088,6.046656e-05,6.030238e-05
43336.61531533,6.173808e-05,6.156672e-05
43336.61600977,6.197392e-05,6.195969e-05
43336.61670422,5.997778e-05,5.992649e-05
43336.61739866,6.013159e-05,6.016569e-05
43336.61809310,6.163553e-05,6.156672e-05
43336.61878755,6.055885e-05,6.045615e-05
43336.61948199,5.971117e-05,5.960186e-05
43336.62017644,5.925999e-05,5.919181e-05
43336.62087088,5.879171e-05,5.854255e-05
43336.62156533,6.073659e-05,6.049032e-05
43336.62225977,6.138260e-05,6.113957e-05
43336.62295422,6.002905e-05,5.982398e-05
43336.62364866,5.951634e-05,5.948226e-05
43336.62434311,5.954710e-05,5.948226e-05
43336.62503755,5.914377e-05,5.886718e-05
43336.62573200,5.970775e-05,5.946518e-05
43336.62642644,5.995385e-05,5.985815e-05
43336.62712089,6.014185e-05,5.992649e-05
43336.62781533,5.866866e-05,5.845712e-05
43336.62850978,5.825508e-05,5.804707e-05
43336.62920422,5.940013e-05,5.939683e-05
43336.62989867,5.959154e-05,5.953352e-05
43336.63059311,5.959154e-05,5.946518e-05
43336.63128756,5.942405e-05,5.951643e-05
43336.63198200,5.877121e-05,5.869632e-05
43336.63267645,5.842256e-05,5.832044e-05
43336.63337089,5.892844e-05,5.879884e-05
43336.63406534,5.925657e-05,5.910638e-05
43336.63475978,5.890109e-05,5.874758e-05
43336.63545423,5.919504e-05,5.908929e-05
43336.63614867,5.809101e-05,5.791038e-05
43336.63684312,5.768426e-05,5.751741e-05
43336.63753756,5.663492e-05,5.644101e-05
43336.63823200,5.869601e-05,5.838878e-05
43336.63892645,5.924632e-05,5.919181e-05
43336.63962089,5.906516e-05,5.876466e-05
43336.64031534,5.872335e-05,5.857672e-05
43336.64100978,5.834737e-05,5.811541e-05
43336.64170423,5.760223e-05,5.750032e-05
43336.64239867,5.880539e-05,5.873049e-05
43336.64309312,5.829610e-05,5.818375e-05
43336.64378756,5.902756e-05,5.888426e-05
43336.64448201,5.839864e-05,5.832044e-05
43336.64517645,5.928733e-05,5.929432e-05
43336.64587090,5.931126e-05,5.920889e-05
43336.64656534,5.825508e-05,5.808124e-05
43336.64725979,5.755096e-05,5.734655e-05
43336.64795423,5.608120e-05,5.587718e-05
43336.64864867,5.695622e-05,5.674855e-05
43336.64934312,5.781757e-05,5.755158e-05
43336.65003756,5.763983e-05,5.746615e-05
43336.65073201,5.861398e-05,5.855964e-05
43336.65142645,5.793378e-05,5.772244e-05
43336.65212090,5.648453e-05,5.620181e-05
43336.65281534,5.823457e-05,5.804707e-05
43336.65350979,5.753387e-05,5.732947e-05
43336.65420423,5.780390e-05,5.758575e-05
43336.65489868,5.696306e-05,5.685107e-05
43336.65559312,5.859005e-05,5.826918e-05
43336.65628757,5.853536e-05,5.826918e-05
43336.65698201,5.817646e-05,5.808124e-05
43336.65767645,5.787909e-05,5.767118e-05
43336.65837090,5.707927e-05,5.709027e-05
43336.65906534,5.749969e-05,5.739781e-05
43336.65975979,5.839180e-05,5.823501e-05
43336.66045423,5.919163e-05,5.905512e-05
43336.66114868,5.816279e-05,5.792747e-05
43336.66184312,5.826192e-05,5.814958e-05
43336.66253757,5.793378e-05,5.780787e-05
43336.66323201,5.726384e-05,5.709027e-05
43336.66392646,5.803291e-05,5.767118e-05
43336.66462090,5.801582e-05,5.782495e-05
43336.66531534,5.762274e-05,5.746615e-05
43336.66600979,5.852852e-05,5.840586e-05
43336.66670423,5.850802e-05,5.835461e-05
43336.66739868,5.792695e-05,5.760284e-05
43336.66809312,5.822090e-05,5.797872e-05
43336.66878757,5.877804e-05,5.852546e-05
43336.66948201,5.887033e-05,5.883301e-05
43336.67017646,5.930100e-05,5.908929e-05
43336.67087090,5.914377e-05,5.888426e-05
43336.67156535,5.855245e-05,5.835461e-05
43336.67225979,5.746209e-05,5.720987e-05
43336.67295423,5.720916e-05,5.686815e-05
43336.67364868,5.680241e-05,5.666313e-05
43336.67434312,5.816963e-05,5.797872e-05
43336.67503757,5.808760e-05,5.789329e-05
43336.67573201,5.728777e-05,5.710735e-05
43336.67642646,5.788935e-05,5.768827e-05
43336.67712090,5.763299e-05,5.743198e-05
43336.67781535,5.890109e-05,5.876466e-05
43336.67850979,5.914036e-05,5.905512e-05
43336.67920423,5.790644e-05,5.789329e-05
43336.67989868,5.873019e-05,5.840586e-05
43336.68059312,5.851485e-05,5.828627e-05
43336.68128757,5.950267e-05,5.946518e-05
43336.68198201,5.828242e-05,5.806415e-05
43336.68267646,5.873703e-05,5.850838e-05
43336.68337090,5.783466e-05,5.767118e-05
43336.68406535,5.813203e-05,5.799581e-05
43336.68475979,5.845674e-05,5.814958e-05
43336.68545423,5.944798e-05,5.941392e-05
43336.68614868,5.982397e-05,5.975563e-05
43336.68684312,5.982397e-05,5.960186e-05
43336.68753757,5.901731e-05,5.874758e-05
43336.68823201,5.916086e-05,5.885009e-05
43336.68892646,5.935227e-05,5.920889e-05
43336.68962090,5.846016e-05,5.826918e-05
43336.69031534,5.810810e-05,5.792747e-05
43336.69100979,5.942405e-05,5.926015e-05
43336.69170423,6.090407e-05,6.076369e-05
43336.69239868,5.996069e-05,6.006318e-05
43336.69309312,5.972142e-05,5.961895e-05
43336.69378756,6.050416e-05,6.047323e-05
43336.69448201,5.921897e-05,5.898678e-05
43336.69517645,5.867208e-05,5.842295e-05
43336.69587090,5.830635e-05,5.809832e-05
43336.69656534,5.887717e-05,5.871341e-05
43336.69725979,5.856270e-05,5.825209e-05
43336.69795423,5.840547e-05,5.821792e-05
43336.69864867,5.835762e-05,5.813249e-05
43336.69934312,6.013501e-05,6.011443e-05
43336.70003756,6.116042e-05,6.112249e-05
43336.70073201,6.021704e-05,6.023403e-05
43336.70142645,5.963256e-05,5.963603e-05
43336.70212090,5.986498e-05,5.967021e-05
43336.70281534,5.932493e-05,5.924306e-05
43336.70350978,5.945140e-05,5.946518e-05
43336.70420423,6.017944e-05,6.001192e-05
43336.70489867,5.978979e-05,5.965312e-05
43336.70559312,5.889426e-05,5.886718e-05
43336.70628756,5.772186e-05,5.739781e-05
43336.70698200,5.878488e-05,5.869632e-05
43336.70767645,6.108865e-05,6.098580e-05
43336.70837089,6.155692e-05,6.139586e-05
43336.70906534,5.991284e-05,5.985815e-05
43336.70975978,5.964623e-05,5.958478e-05
43336.71045422,5.827901e-05,5.813249e-05
43336.71114867,6.033326e-05,6.025112e-05
43336.71184311,6.159110e-05,6.149837e-05
43336.71253756,5.833711e-05,5.806415e-05
43336.71323200,5.646402e-05,5.644101e-05
43336.71392645,5.910617e-05,5.908929e-05
43336.71462089,6.051099e-05,6.042198e-05
43336.71531533,6.005981e-05,6.011443e-05
43336.71600978,6.010766e-05,5.989232e-05
43336.71670422,5.989233e-05,5.985815e-05
43336.71739867,6.089382e-05,6.076369e-05
43336.71809311,6.005298e-05,5.989232e-05
43336.71878755,6.063746e-05,6.045615e-05
43336.71948200,6.029224e-05,6.004609e-05
43336.72017644,6.096901e-05,6.090037e-05
43336.72087089,6.116726e-05,6.107123e-05
43336.72156533,6.109890e-05,6.098580e-05
43336.72225977,6.148172e-05,6.137877e-05
43336.72295422,6.022046e-05,6.014860e-05
43336.72364866,6.001196e-05,5.989232e-05
43336.72434311,6.032984e-05,6.021695e-05
43336.72503755,6.098269e-05,6.086620e-05
43336.72573199,6.054859e-05,6.040489e-05
43336.72642644,6.157401e-05,6.144712e-05
43336.72712088,6.084596e-05,6.078077e-05
43336.72781533,6.016919e-05,6.004609e-05
43336.72850977,6.086989e-05,6.069535e-05
43336.72920422,6.035035e-05,6.023403e-05
43336.72989866,6.138943e-05,6.137877e-05
43336.73059310,6.227129e-05,6.233557e-05
43336.73128755,6.210381e-05,6.211346e-05
43336.73198199,6.216191e-05,6.214763e-05
43336.73267644,6.199443e-05,6.190843e-05
43336.73337088,5.957103e-05,5.944809e-05
43336.73406533,6.159110e-05,6.160089e-05
43336.73475977,6.245587e-05,6.242100e-05
43336.73545421,6.447252e-05,6.436877e-05
43336.73614874,6.310188e-05,6.305317e-05
43336.73684318,6.244903e-05,6.254060e-05
43336.73753762,6.229864e-05,6.221597e-05
43336.73823207,6.157401e-05,6.134460e-05
43336.73892651,6.085964e-05,6.086620e-05
43336.73962095,6.370687e-05,6.354866e-05
43336.74031540,0.0001487344,0.0001489429
43336.74100984,0.0001418641,0.0001419036
43336.74170429,0.0001123629,0.0001124650
43336.74239873,0.0001352775,0.0001360261
43336.74309317,0.0002106182,0.0002384035
43336.74378762,0.0002080137,0.0002200193
43336.74448206,0.0001529659,0.0001529751
