"TOA5","weather","CR1000","50904","CR1000.Std.31.08","CPU:weather.cr1","35106","minutely"
"TIMESTAMP","RECORD","dusttrak2_analog_pm25","dc1100_pm_small","dc1100_pm_large","m150wx_P","m150wx_T","m150wx_RH","m150wx_WS","m150wx_WD"
"TS","RN","mg/m^3","counts/m^3","counts/m^3","mbar","degC","%","m/s","degTN"
"","","Smp","Smp","Smp","Med","Med","Med","Med","Med"
"2017-09-05 19:40:00",490,0.2208388,6540276,226013,1016.4,22.3,31.9,2.1,114.4
"2017-09-05 19:41:00",491,0.2007849,6250696,243671,1016.4,22.2,31.7,1.7,116
"2017-09-05 19:42:00",492,0.1771213,7002898,254265,1016.4,22.2,31.8,1.7,115.4
"2017-09-05 19:43:00",493,0.1735115,6427269,264860,1016.4,22.15,31.8,1.8,115
"2017-09-05 19:44:00",494,0.1501153,"NAN","NAN",1016.4,22.1,31.8,1.6,117.1
"2017-09-05 19:45:00",495,0.2276571,"NAN","NAN",1016.4,22,32,1.9,118.1
"2017-09-05 19:46:00",496,0.2276571,"NAN","NAN",1016.4,22,32.1,1.75,121.3
"2017-09-05 19:47:00",497,0.2192345,"NAN","NAN",1016.4,22,32.2,1.9,114.8
"2017-09-05 19:48:00",498,0.2144215,"NAN","NAN",1016.4,22,32.2,2.2,110.5
"2017-09-05 19:49:00",499,0.1755169,"NAN","NAN",1016.4,21.9,32.2,2.2,111.1
"2017-09-05 19:50:00",500,0.2086727,"NAN","NAN",1016.5,21.9,32.3,2.2,112.5
"2017-09-05 19:51:00",501,0.2276571,"NAN","NAN",1016.4,21.9,32.2,2.3,114
"2017-09-05 19:52:00",502,0.2275234,"NAN","NAN",1016.4,21.9,32.3,2.2,117.7
"2017-09-05 19:53:00",503,0.2196355,"NAN","NAN",1016.4,21.9,32.5,2.2,112.2
"2017-09-05 19:54:00",504,0.1475752,"NAN","NAN",1016.4,21.9,32.4,2.1,112.3
"2017-09-05 19:55:00",505,0.2219083,"NAN","NAN",1016.4,21.8,32.1,1.9,117.4
"2017-09-05 19:56:00",506,0.2328711,"NAN","NAN",1016.4,21.7,32.2,2.2,115.9
"2017-09-05 19:57:00",507,0.2312668,"NAN","NAN",1016.4,21.7,32.4,2.5,111.1
"2017-09-05 19:58:00",508,0.232069,"NAN","NAN",1016.4,21.7,32.5,2.35,111.9
"2017-09-05 19:59:00",509,0.228994,"NAN","NAN",1016.4,21.6,32.5,2.3,113.5
"2017-09-05 20:00:00",510,0.1903568,"NAN","NAN",1016.4,21.5,32.5,2.2,111.7
"2017-09-05 20:01:00",511,0.2279245,"NAN","NAN",1016.4,21.4,32.6,2.4,109.2
"2017-09-05 20:02:00",512,0.233807,"NAN","NAN",1016.4,21.4,32.7,2.3,110.4
"2017-09-05 20:03:00",513,0.1872819,"NAN","NAN",1016.4,21.3,32.8,2.5,107
"2017-09-05 20:04:00",514,0.1982447,"NAN","NAN",1016.4,21.3,32.9,2.3,108
"2017-09-05 20:05:00",515,0.2154911,"NAN","NAN",1016.4,21.3,33,2.2,110.4
"2017-09-05 20:06:00",516,0.2245822,"NAN","NAN",1016.4,21.2,33,2,114.5
"2017-09-05 20:07:00",517,0.1997153,"NAN","NAN",1016.4,21.2,33.3,2.4,112
"2017-09-05 20:08:00",518,0.1769876,"NAN","NAN",1016.4,21.2,33.4,2.2,119.1
"2017-09-05 20:09:00",519,0.1775223,"NAN","NAN",1016.4,21.2,33.7,2.4,114.9
"2017-09-05 20:10:00",520,0.2162932,"NAN","NAN",1016.4,21.2,33.85,2.3,116.4
"2017-09-05 20:11:00",521,0.2193681,"NAN","NAN",1016.4,21.2,33.8,2.2,113.6
"2017-09-05 20:12:00",522,0.151586,"NAN","NAN",1016.4,21.2,33.8,2.4,109.3
"2017-09-05 20:13:00",523,0.1975762,"NAN","NAN",1016.4,21.2,33.9,2.4,112.2
"2017-09-05 20:14:00",524,0.1574684,"NAN","NAN",1016.4,21.1,33.9,2.5,112.1
"2017-09-05 20:15:00",525,0.2149563,"NAN","NAN",1016.4,21.1,33.9,2.5,111
"2017-09-05 20:16:00",526,0.1775223,"NAN","NAN",1016.4,21.1,34.2,2.6,109.3
"2017-09-05 20:17:00",527,0.1491795,"NAN","NAN",1016.4,21.1,34.2,2.5,114.6
"2017-09-05 20:18:00",528,0.1922285,"NAN","NAN",1016.4,21.1,34.2,2.3,118.3
"2017-09-05 20:19:00",529,0.1390188,"NAN","NAN",1016.4,21.1,34.3,2.4,113.3
"2017-09-05 20:20:00",530,0.2042609,"NAN","NAN",1016.4,21.1,34.4,2.4,111.3
"2017-09-05 20:21:00",531,0.2125498,"NAN","NAN",1016.4,21.1,34.4,2.5,111
"2017-09-05 20:22:00",532,0.1400884,"NAN","NAN",1016.4,21.1,34.4,2.5,111
"2017-09-05 20:23:00",533,0.2049293,"NAN","NAN",1016.3,21.1,34.4,2.35,110.4
"2017-09-05 20:24:00",534,0.2066673,"NAN","NAN",1016.3,21.1,34.6,2.35,110.7
"2017-09-05 20:25:00",535,0.1896884,"NAN","NAN",1016.4,21.1,34.6,2.3,111.5
"2017-09-05 20:26:00",536,0.2096086,"NAN","NAN",1016.4,21.1,34.6,2.1,110.1
"2017-09-05 20:27:00",537,0.2161595,"NAN","NAN",1016.4,21,34.6,2.3,107.2
"2017-09-05 20:28:00",538,0.2124161,"NAN","NAN",1016.3,21,34.5,2.4,106.5
"2017-09-05 20:29:00",539,0.1473078,"NAN","NAN",1016.3,20.9,34.9,2.5,108.6
"2017-09-05 20:30:00",540,0.2030576,"NAN","NAN",1016.3,20.9,34.9,2.6,107.1
"2017-09-05 20:31:00",541,0.2112129,"NAN","NAN",1016.3,21,35.1,2.5,106
"2017-09-05 20:32:00",542,0.1920948,"NAN","NAN",1016.3,20.9,35,2.4,107.5
"2017-09-05 20:33:00",543,0.2070684,"NAN","NAN",1016.3,21,35,2.5,103.2
"2017-09-05 20:34:00",544,0.1769876,"NAN","NAN",1016.1,20.9,34.9,2.5,101.5
"2017-09-05 20:35:00",545,0.1993143,"NAN","NAN",1016.1,20.9,34.9,2.5,103.2
"2017-09-05 20:36:00",546,0.1453024,"NAN","NAN",1016.2,20.9,35,2.5,106
"2017-09-05 20:37:00",547,0.2018544,"NAN","NAN",1016.3,20.8,35.1,2.5,109.2
"2017-09-05 20:38:00",548,0.2018544,"NAN","NAN",1016.3,20.9,35.3,2.5,110.7
"2017-09-05 20:39:00",549,0.1733779,"NAN","NAN",1016.3,20.9,35.4,2.6,111
"2017-09-05 20:40:00",550,0.1954372,"NAN","NAN",1016.1,20.9,35.2,2.6,106.9
"2017-09-05 20:41:00",551,0.2019881,"NAN","NAN",1016.1,20.9,35.1,2.7,105.8
"2017-09-05 20:42:00",552,0.1930307,"NAN","NAN",1016.1,20.8,35,2.6,105.6
"2017-09-05 20:43:00",553,0.2090738,"NAN","NAN",1016.1,20.7,35,2.75,105.4
"2017-09-05 20:44:00",554,0.2023892,"NAN","NAN",1016.1,20.7,35.5,2.8,108.9
"2017-09-05 20:45:00",555,0.2077369,"NAN","NAN",1016.1,20.7,35.3,2.9,106.5
"2017-09-05 20:46:00",556,0.2018544,"NAN","NAN",1016.1,20.7,35.3,2.9,104.4
"2017-09-05 20:47:00",557,0.1482436,"NAN","NAN",1016.1,20.7,35.6,2.9,108.5
"2017-09-05 20:48:00",558,0.1884851,"NAN","NAN",1016.1,20.7,35.9,2.8,109.8
"2017-09-05 20:49:00",559,0.1629498,"NAN","NAN",1016.1,20.8,36,2.7,113
"2017-09-05 20:50:00",560,0.162014,"NAN","NAN",1016.1,20.9,35.9,2.6,107.5
"2017-09-05 20:51:00",561,0.1336711,"NAN","NAN",1016.3,20.9,36,2.7,110.8
"2017-09-05 20:52:00",562,0.1890199,"NAN","NAN",1016.3,20.9,36,2.9,107.1
"2017-09-05 20:53:00",563,0.1813994,"NAN","NAN",1016.3,21,36.2,3,110.6
"2017-09-05 20:54:00",564,0.1835385,"NAN","NAN",1016.3,21,36.1,2.9,111.3
"2017-09-05 20:55:00",565,0.1547946,"NAN","NAN",1016.3,21.1,36,3,114.6
"2017-09-05 20:56:00",566,0.1525218,"NAN","NAN",1016.3,21.1,36,3,116.6
"2017-09-05 20:57:00",567,0.1818005,"NAN","NAN",1016.3,21.1,36.1,3,118.6
"2017-09-05 20:58:00",568,0.1727094,"NAN","NAN",1016.3,21.2,36,2.9,124.4
"2017-09-05 20:59:00",569,0.1272539,"NAN","NAN",1016.3,21.2,36,2.7,118.8
"2017-09-05 21:00:00",570,0.1803299,"NAN","NAN",1016.4,21.2,36,2.9,124.4
"2017-09-05 21:01:00",571,0.1642868,"NAN","NAN",1016.3,21.2,35.9,2.8,120.5
"2017-09-05 21:02:00",572,0.1704366,"NAN","NAN",1016.3,21.2,35.8,2.7,118.5
"2017-09-05 21:03:00",573,0.1371471,"NAN","NAN",1016.3,21.1,35.8,2.7,116.3
"2017-09-05 21:04:00",574,0.1534577,"NAN","NAN",1016.3,21.1,35.9,2.8,123.5
"2017-09-05 21:05:00",575,0.1692334,"NAN","NAN",1016.3,21.1,35.8,2.4,127.4
"2017-09-05 21:06:00",576,0.1534577,"NAN","NAN",1016.3,21.1,35.8,2.6,123.7
"2017-09-05 21:07:00",577,0.1836722,"NAN","NAN",1016.3,21.1,35.8,2.65,119.3
"2017-09-05 21:08:00",578,0.1795277,"NAN","NAN",1016.3,21.1,35.8,2.5,113.6
"2017-09-05 21:09:00",579,0.1748485,"NAN","NAN",1016.1,21.1,35.7,2.6,121.1
"2017-09-05 21:10:00",580,0.1836722,"NAN","NAN",1016.1,21.1,35.8,2.8,112.5
"2017-09-05 21:11:00",581,0.134607,"NAN","NAN",1016.1,21.1,35.9,2.9,111.4
"2017-09-05 21:12:00",582,0.1510512,"NAN","NAN",1016.1,21.1,35.9,2.75,113.5
"2017-09-05 21:13:00",583,0.1336711,"NAN","NAN",1016.1,21.1,36,2.85,111
"2017-09-05 21:14:00",584,0.1844744,"NAN","NAN",1016.3,21.1,36,2.8,114.8
"2017-09-05 21:15:00",585,0.1715062,"NAN","NAN",1016.3,21.1,36,2.55,114.3
"2017-09-05 21:16:00",586,0.1844744,"NAN","NAN",1016.3,21,35.9,2.2,117.8
"2017-09-05 21:17:00",587,0.1803299,"NAN","NAN",1016.1,21,36,2.2,114.3
"2017-09-05 21:18:00",588,0.1880841,"NAN","NAN",1016.1,21,36,2,125.8
"2017-09-05 21:19:00",589,0.1768539,"NAN","NAN",1016.1,20.9,36,2.45,119.8
"2017-09-05 21:20:00",590,0.1569337,"NAN","NAN",1016.3,20.9,36.1,2.1,119.6
"2017-09-05 21:21:00",591,0.1490458,"NAN","NAN",1016.1,20.9,36.1,1.9,121.3
"2017-09-05 21:22:00",592,0.1898221,"NAN","NAN",1016.3,20.8,36.1,2.3,111.5
"2017-09-05 21:23:00",593,0.1596075,"NAN","NAN",1016.3,20.7,36.1,2.7,107.2
"2017-09-05 21:24:00",594,0.1522544,"NAN","NAN",1016.3,20.7,36.1,2.4,111
"2017-09-05 21:25:00",595,0.1884851,"NAN","NAN",1016.3,20.7,36.2,2.4,108.6
"2017-09-05 21:26:00",596,0.189421,"NAN","NAN",1016.3,20.7,36.3,2.2,114.2
"2017-09-05 21:27:00",597,0.1888862,"NAN","NAN",1016.3,20.7,36.3,2.2,117.4
"2017-09-05 21:28:00",598,0.1846081,"NAN","NAN",1016.3,20.7,36.3,2.1,124.5
"2017-09-05 21:29:00",599,0.1613455,"NAN","NAN",1016.1,20.6,36.3,2.2,129.6
"2017-09-05 21:30:00",600,0.1920948,"NAN","NAN",1016.1,20.6,36.3,2.4,133
"2017-09-05 21:31:00",601,0.1900894,"NAN","NAN",1016.3,20.6,36.3,2.5,132.5
"2017-09-05 21:32:00",602,0.1890199,"NAN","NAN",1016.3,20.6,36.3,2.4,131.9
"2017-09-05 21:33:00",603,0.1827364,"NAN","NAN",1016.3,20.6,36.3,2.35,137.8
"2017-09-05 21:34:00",604,0.1403558,"NAN","NAN",1016.3,20.6,36.3,2.45,128.2
"2017-09-05 21:35:00",605,0.1871482,"NAN","NAN",1016.3,20.6,36.4,2.4,129.8
"2017-09-05 21:36:00",606,0.1600086,"NAN","NAN",1016.2,20.5,36.4,2.5,123.3
"2017-09-05 21:37:00",607,0.1908916,"NAN","NAN",1016.3,20.5,36.4,2.3,114.9
"2017-09-05 21:38:00",608,0.1749822,"NAN","NAN",1016.1,20.5,36.5,2.3,116
"2017-09-05 21:39:00",609,0.185945,"NAN","NAN",1016.3,20.5,36.7,2.55,117.7
"2017-09-05 21:40:00",610,0.1895547,"NAN","NAN",1016.1,20.5,36.8,2.5,110.3
"2017-09-05 21:41:00",611,0.1419601,"NAN","NAN",1016.3,20.6,36.7,2.2,116
"2017-09-05 21:42:00",612,0.1895547,"NAN","NAN",1016.1,20.6,36.7,2.1,113.5
"2017-09-05 21:43:00",613,0.1924959,"NAN","NAN",1016.1,20.6,36.7,2,110.8
"2017-09-05 21:44:00",614,0.1695008,"NAN","NAN",1016.1,20.6,36.7,2,113.3
"2017-09-05 21:45:00",615,0.1773886,"NAN","NAN",1016.1,20.5,36.7,2.3,113.4
"2017-09-05 21:46:00",616,0.1895547,"NAN","NAN",1016.1,20.5,36.8,1.95,114.3
"2017-09-05 21:47:00",617,0.1673617,"NAN","NAN",1016.1,20.5,36.8,1.9,116
"2017-09-05 21:48:00",618,0.1767202,"NAN","NAN",1016.1,20.5,36.8,2.1,112.3
"2017-09-05 21:49:00",619,0.1895547,"NAN","NAN",1016.1,20.4,36.9,2.2,106.9
"2017-09-05 21:50:00",620,0.1890199,"NAN","NAN",1016.1,20.4,36.95,2.2,105.9
"2017-09-05 21:51:00",621,0.1509175,"NAN","NAN",1016.1,20.4,37,2.1,107.9
"2017-09-05 21:52:00",622,0.1856776,"NAN","NAN",1016.1,20.4,37.1,2.4,111.8
"2017-09-05 21:53:00",623,0.1890199,"NAN","NAN",1016.1,20.4,37.1,2.25,101.8
"2017-09-05 21:54:00",624,0.1882178,"NAN","NAN",1016.1,20.3,37.2,2.15,113.9
"2017-09-05 21:55:00",625,0.1890199,"NAN","NAN",1016.1,20.3,37.2,2.3,111.4
"2017-09-05 21:56:00",626,0.1880841,"NAN","NAN",1016.1,20.2,37.3,2.6,113.5
"2017-09-05 21:57:00",627,0.1880841,"NAN","NAN",1016.1,20.2,37.4,2.6,108.2
"2017-09-05 21:58:00",628,0.1872819,"NAN","NAN",1016.1,20.2,37.4,2.65,106.9
"2017-09-05 21:59:00",629,0.1847418,"NAN","NAN",1016.1,20.1,37.4,2.7,103.2
"2017-09-05 22:00:00",630,0.1884851,"NAN","NAN",1016.1,20.1,37.5,2.85,107.5
"2017-09-05 22:01:00",631,0.1887525,"NAN","NAN",1016.1,20.1,37.5,2.8,108.1
"2017-09-05 22:02:00",632,0.1555967,"NAN","NAN",1016.1,20.1,37.5,2.6,109.9
"2017-09-05 22:03:00",633,0.1875493,"NAN","NAN",1016.1,20.1,37.6,2.65,106.7
"2017-09-05 22:04:00",634,0.1570674,"NAN","NAN",1016,20,37.8,2.9,108
"2017-09-05 22:05:00",635,0.175918,"NAN","NAN",1016,19.9,37.9,2.7,105.7
"2017-09-05 22:06:00",636,0.1545272,"NAN","NAN",1016,19.9,38.1,2.8,108.9
"2017-09-05 22:07:00",637,0.1836722,"NAN","NAN",1016,19.9,38.3,2.7,103.1
"2017-09-05 22:08:00",638,0.185945,"NAN","NAN",1016,19.8,38.5,2.55,102.6
"2017-09-05 22:09:00",639,0.158538,"NAN","NAN",1016,19.8,38.6,2.6,105.8
"2017-09-05 22:10:00",640,0.184207,"NAN","NAN",1016,19.8,38.7,2.6,102.8
"2017-09-05 22:11:00",641,0.1816668,"NAN","NAN",1016,19.7,38.9,2.85,99
"2017-09-05 22:12:00",642,0.1836722,"NAN","NAN",1016,19.7,38.9,2.5,99.6
"2017-09-05 22:13:00",643,0.1827364,"NAN","NAN",1016,19.7,39,2.6,101
"2017-09-05 22:14:00",644,0.1847418,"NAN","NAN",1016,19.7,39.1,2.45,96.3
"2017-09-05 22:15:00",645,0.1721746,"NAN","NAN",1016,19.7,39.2,2.4,101.3
"2017-09-05 22:16:00",646,0.1795277,3517340,95349,1016,19.7,39.3,2.9,104.3
"2017-09-05 22:17:00",647,0.175918,3563249,77692,1016,19.7,39.3,3.05,101.4
"2017-09-05 22:18:00",648,0.1364787,3609159,81223,1016,19.7,39.4,3,107.1
"2017-09-05 22:19:00",649,0.1848754,3545592,77692,1016,19.8,39.3,3.2,104.4
"2017-09-05 22:20:00",650,0.1529229,3414928,74160,1016,19.8,39.3,2.9,108.8
"2017-09-05 22:21:00",651,0.1438318,"NAN","NAN",1016,19.9,39.2,3,104.6
"2017-09-05 22:22:00",652,0.1562652,"NAN","NAN",1016,20,39.2,3.35,102.7
"2017-09-05 22:23:00",653,0.1818005,3580907,77692,1015.9,20,39.1,3.2,100.5
"2017-09-05 22:24:00",654,0.1744474,3542061,74160,1015.9,20,39.1,3.3,103.6
"2017-09-05 22:25:00",655,0.1816668,3506746,77692,1015.9,20,39.1,3.5,104.5
"2017-09-05 22:26:00",656,0.1832711,3584438,74160,1015.9,20.1,39.1,3.05,106.7
"2017-09-05 22:27:00",657,0.1723083,3386676,84755,1015.9,20.1,39.1,3.3,107.8
"2017-09-05 22:28:00",658,0.1296604,3616222,95349,1015.9,20.1,39.1,3.3,103.4
"2017-09-05 22:29:00",659,0.1447676,3471431,70629,1015.9,20.1,39,3.4,106.6
"2017-09-05 22:30:00",660,0.1677628,3337236,67097,1015.9,20.1,38.9,3.4,105.8
"2017-09-05 22:31:00",661,0.1887525,3471431,81223,1015.9,20.2,38.9,3.25,106.2
"2017-09-05 22:32:00",662,0.1570674,3524403,74160,1015.9,20.2,38.8,3.2,102.9
"2017-09-05 22:33:00",663,0.1453024,3534998,77692,1015.9,20.2,38.8,3.2,98.6
"2017-09-05 22:34:00",664,0.1914264,3591501,70629,1015.9,20.3,38.8,3.35,99.8
"2017-09-05 22:35:00",665,0.1751159,3545592,74160,1015.9,20.3,38.8,3.5,102.4
"2017-09-05 22:36:00",666,0.1934318,3503215,77692,1015.9,20.4,38.8,3.45,103.7
"2017-09-05 22:37:00",667,0.1642868,3503215,77692,1015.9,20.4,38.7,3.3,101.1
"2017-09-05 22:38:00",668,0.1923622,3432585,63566,1015.9,20.4,38.7,3.4,98.2
"2017-09-05 22:39:00",669,0.1879504,3612690,67097,1015.9,20.4,38.8,3.7,104.2
"2017-09-05 22:40:00",670,0.1930307,3552655,77692,1015.9,20.4,38.7,3.25,105.3
"2017-09-05 22:41:00",671,0.187683,3369019,67097,1015.9,20.5,38.7,4.1,106.1
"2017-09-05 22:42:00",672,0.1843407,3393739,63566,1015.9,20.5,38.6,2.85,114.7
"2017-09-05 22:43:00",673,0.1883515,3524403,70629,1015.9,20.6,38.6,2.45,113.1
"2017-09-05 22:44:00",674,0.1572011,3474963,63566,1015.9,20.6,38.6,3.15,104.6
"2017-09-05 22:45:00",675,0.1740463,3386676,63566,1015.9,20.6,38.6,3.25,105.9
"2017-09-05 22:46:00",676,0.1666932,3549124,67097,1015.9,20.5,38.6,3.1,102.4
"2017-09-05 22:47:00",677,0.1658911,3478494,70629,1015.9,20.5,38.6,3.4,104.5
"2017-09-05 22:48:00",678,0.1884851,3563249,77692,1015.9,20.5,38.6,3.4,105.3
"2017-09-05 22:49:00",679,0.1435644,3372550,63566,1015.9,20.5,38.7,3.45,97.2
"2017-09-05 22:50:00",680,0.1768539,3527935,70629,1015.8,20.5,38.7,3.3,99.9
"2017-09-05 22:51:00",681,0.1350081,3245417,56503,1015.9,20.5,38.7,3.5,99.6
"2017-09-05 22:52:00",682,0.1974425,3397271,74160,1015.9,20.6,38.7,3.7,96.8
"2017-09-05 22:53:00",683,0.1348744,3485557,63566,1015.9,20.6,38.7,3.5,97.9
"2017-09-05 22:54:00",684,0.1942339,3457305,67097,1015.9,20.6,38.7,3.8,100.6
"2017-09-05 22:55:00",685,0.1597412,3587970,77692,1015.9,20.6,38.7,3.7,99
"2017-09-05 22:56:00",686,0.1918275,3446711,70629,1015.9,20.6,38.7,4.2,103.9
"2017-09-05 22:57:00",687,0.1622814,3492620,67097,1015.9,20.7,38.7,3.85,106.7
"2017-09-05 22:58:00",688,0.1954372,3439648,49440,1015.9,20.7,38.7,3.6,101.6
"2017-09-05 22:59:00",689,0.1949024,3358424,77692,1015.9,20.7,38.7,3.85,104
"2017-09-05 23:00:00",690,0.1967741,3330173,81223,1015.9,20.7,38.7,3.75,103.9
"2017-09-05 23:01:00",691,0.1616129,3524403,63566,1015.9,20.7,38.7,3.7,102.2
"2017-09-05 23:02:00",692,0.1868808,3386676,77692,1015.9,20.8,38.6,3.85,107.3
"2017-09-05 23:03:00",693,0.1945013,3323110,60034,1015.9,20.8,38.5,4.15,104.9
"2017-09-05 23:04:00",694,0.1561315,3421991,63566,1015.9,20.8,38.5,4,101.8
"2017-09-05 23:05:00",695,0.1850091,3390208,63566,1015.9,20.8,38.5,3.6,108.2
"2017-09-05 23:06:00",696,0.1530566,3379613,56503,1015.9,20.9,38.4,3.7,104.9
"2017-09-05 23:07:00",697,0.1463719,3404333,49440,1015.9,20.9,38.4,3.35,102.6
"2017-09-05 23:08:00",698,0.145035,3489089,74160,1015.9,20.9,38.4,3.7,104.8
"2017-09-05 23:09:00",699,0.1939665,3344299,52972,1015.9,20.9,38.3,3.65,104.2
"2017-09-05 23:10:00",700,0.1628161,3524403,74160,1015.9,20.9,38.4,3.7,103.5
"2017-09-05 23:11:00",701,0.1396873,3344299,63566,1015.8,20.9,38.3,3.7,104.5
"2017-09-05 23:12:00",702,0.1813994,3280732,56503,1015.8,20.9,38.3,3.2,100.3
"2017-09-05 23:13:00",703,0.1884851,3291327,60034,1015.8,20.8,38.3,3.3,105.8
"2017-09-05 23:14:00",704,0.1674954,3259543,56503,1015.8,20.8,38.3,3.4,102
"2017-09-05 23:15:00",705,0.1622918,3379613,77692,1015.8,20.7,38.3,3.95,103
"2017-09-05 23:16:00",706,0.1884929,3273669,60034,1015.8,20.7,38.3,4.1,101.6
"2017-09-05 23:17:00",707,0.1884902,3206571,63566,1015.8,20.7,38.4,3.7,101.2
"2017-09-05 23:18:00",708,0.1668297,3358424,63566,1015.7,20.7,38.4,3.95,106.9
"2017-09-05 23:19:00",709,0.1895563,3393739,52972,1015.7,20.6,38.45,3.8,106
"2017-09-05 23:20:00",710,0.159341,3266606,60034,1015.7,20.5,38.5,4.2,99.5
"2017-09-05 23:21:00",711,0.1818012,3259543,56503,1015.7,20.5,38.5,3.8,101.6
"2017-09-05 23:22:00",712,0.1597416,3312515,67097,1015.7,20.5,38.6,3.8,104
"2017-09-05 23:23:00",713,0.1665598,3294858,70629,1015.7,20.5,38.65,3.65,100.3
"2017-09-05 23:24:00",714,0.1823355,3220697,70629,1015.75,20.5,38.7,3.8,104.5
"2017-09-05 23:25:00",715,0.185544,3203040,67097,1015.8,20.5,38.7,3.2,105.3
"2017-09-05 23:26:00",716,0.1866135,3326641,52972,1015.7,20.5,38.7,3.5,103.9
"2017-09-05 23:27:00",717,0.1529229,3238355,56503,1015.8,20.5,38.7,3.5,103.9
"2017-09-05 23:28:00",718,0.144634,3263075,52972,1015.8,20.4,38.8,3.3,103.9
"2017-09-05 23:29:00",719,0.1324679,3234823,63566,1015.8,20.4,38.8,3.65,103.6
"2017-09-05 23:30:00",720,0.1812658,3270138,52972,1015.7,20.4,38.8,3.1,104.7
"2017-09-05 23:31:00",721,0.1805973,3365487,77692,1015.7,20.4,38.8,3.55,103.3
"2017-09-05 23:32:00",722,0.1909015,3386676,77692,1015.7,20.5,38.8,3.7,99.8
"2017-09-05 23:33:00",723,0.1417036,3379613,67097,1015.8,20.5,38.7,3,97.1
"2017-09-05 23:34:00",724,0.1856869,3203040,63566,1015.8,20.5,38.8,3,102.9
"2017-09-05 23:35:00",725,0.187689,3213634,60034,1015.8,20.5,38.8,3.1,104.1
"2017-09-05 23:36:00",726,0.1906405,3372550,67097,1015.8,20.5,38.8,3.15,106.8
"2017-09-05 23:37:00",727,0.1914368,3308984,63566,1015.8,20.5,38.8,2.9,106.5
"2017-09-05 23:38:00",728,0.1925026,3323110,70629,1015.8,20.5,38.8,3.25,99.7
"2017-09-05 23:39:00",729,0.1902274,3351361,63566,1015.8,20.5,38.8,3.15,106.1
"2017-09-05 23:40:00",730,0.1550717,3439648,63566,1015.8,20.6,38.7,3.7,103.8
"2017-09-05 23:41:00",731,0.1649619,3464368,67097,1015.8,20.6,38.6,3.7,108.1
"2017-09-05 23:42:00",732,0.1910303,3485557,77692,1015.8,20.6,38.6,2.95,105.7
"2017-09-05 23:43:00",733,0.1923655,3453774,70629,1015.7,20.6,38.6,3.3,104.4
"2017-09-05 23:44:00",734,0.1950382,3361956,67097,1015.7,20.6,38.6,3.2,100.5
"2017-09-05 23:45:00",735,0.1354101,3298389,81223,1015.7,20.6,38.5,3.65,103.9
"2017-09-05 23:46:00",736,0.1900903,3305452,42377,1015.7,20.6,38.5,3.6,101.4
"2017-09-05 23:47:00",737,0.1934527,3150068,70629,1015.7,20.6,38.5,3.7,103.3
"2017-09-05 23:48:00",738,0.1402406,3326641,74160,1015.7,20.7,38.4,3.3,104.7
"2017-09-05 23:49:00",739,0.1938495,3354893,49440,1015.7,20.7,38.4,3.5,110.5
"2017-09-05 23:50:00",740,0.1842266,3252480,63566,1015.7,20.7,38.4,3.9,103.2
"2017-09-05 23:51:00",741,0.192108,3513809,81223,1015.7,20.7,38.4,3.7,104.3
"2017-09-05 23:52:00",742,0.162163,3330173,74160,1015.7,20.7,38.4,3.15,101.8
"2017-09-05 23:53:00",743,0.1925177,3485557,77692,1015.7,20.7,38.4,3.6,102.7
"2017-09-05 23:54:00",744,0.1949218,3421991,70629,1015.7,20.7,38.3,3.15,106.9
"2017-09-05 23:55:00",745,0.1632275,3467900,52972,1015.7,20.7,38.2,2.9,108.2
"2017-09-05 23:56:00",746,0.16243,3316047,70629,1015.7,20.7,38.3,3.8,106.4
"2017-09-05 23:57:00",747,0.1370301,3337236,67097,1015.7,20.7,38.4,3.2,113.7
"2017-09-05 23:58:00",748,0.1733916,3252480,63566,1015.7,20.6,38.4,3.75,103.3
"2017-09-05 23:59:00",749,0.166969,3383145,70629,1015.7,20.6,38.5,3.9,102.5
"2017-09-06 00:00:00",750,0.1324805,3263075,52972,1015.7,20.6,38.5,3.65,102.7
"2017-09-06 00:01:00",751,0.159229,3143005,60034,1015.7,20.6,38.6,3.25,103.2
"2017-09-06 00:02:00",752,0.1449144,3188914,74160,1015.7,20.6,38.6,3.5,100.1
"2017-09-06 00:03:00",753,0.1403639,3347830,63566,1015.7,20.6,38.6,2.9,99.5
"2017-09-06 00:04:00",754,0.1421081,3139473,52972,1015.7,20.6,38.6,3.95,106.4
"2017-09-06 00:05:00",755,0.1835505,3234823,63566,1015.7,20.6,38.7,3.25,104
"2017-09-06 00:06:00",756,0.1871561,"NAN","NAN",1015.7,20.6,38.8,3,102.5
"2017-09-06 00:07:00",757,0.1870195,3195977,56503,1015.7,20.6,38.75,3.05,112.3
"2017-09-06 00:08:00",758,0.1442348,3347830,60034,1015.7,20.5,38.8,3.35,104.5
"2017-09-06 00:09:00",759,0.1834183,3418459,56503,1015.8,20.5,38.7,3.2,110.9
"2017-09-06 00:10:00",760,0.1876918,3294858,63566,1015.8,20.5,38.8,2.9,111.9
"2017-09-06 00:11:00",761,0.1914421,3266606,67097,1015.7,20.5,38.8,3.2,111.5
"2017-09-06 00:12:00",762,0.1895867,3319578,70629,1015.7,20.5,38.8,2.65,103.1
"2017-09-06 00:13:00",763,0.1843606,3270138,56503,1015.7,20.4,38.8,3,106.6
